span_rating_id,span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,rated_mechanism_family,documentary_mechanism_support,direct_text_support,provisional_causal_candidate_support,direction_of_pressure,evidence_strength,claim_relevance,quote_used,quote_exact_substring,reason_code,claim_boundary,no_wage_gap_claim,no_final_causal_claim,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,notes
SPANR201-73c9375739a09996278f6e4a,SPAN321-f1af03b0e039d16792056f9d,TXT321-8bae9fbd24a2e8a419ad,RS429-58dd5defc8efa4d4540d,TS4L-7fe1aa060f2c81a0851d,lane_2,tier_b,verification_ready_medium,https://www.easthartfordct.gov/sites/g/files/vyhlif9241/f/uploads/fire_cba_2019-2022-searchable.pdf,Agreement Between Town of East Hartford and Local 1548 IAFF (Fire) — 2019–2022 (searchable PDF),East Hartford,CT,safety_and_non_safety_bargaining_units,Fire (public safety),"Local 1548, International Association of Fire Fighters (IAFF) (East Hartford Fire)","Effective July 1, 2019 through June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-8bae9fbd24a2e8a419ad.txt,476123dd74c1475537bd26fcd76927378db16d164875f775746fcb310706e185,2b28bd6c196eadcf6097347c3364c54ab241da9efa98e44667d7db3e22ad4ebc,"be final and binding on all parties. In the event such dispute involves disciplinary
action the Board of Mediation and Arbitration will have the power to uphold the
action of the Town or to rescind or modify such action, and such powers shall
include, but shall not be limited to the right to reinstate a suspended or discharged
employee, with full back pay.
2. Notwithstanding the foregoing, either the Union or the Town may substitute the
American Arbitration Association (AAA) for the Connecticut State Board of
Mediation and Arbitration for administration of a",6598,7162,077177ef6789814da62d03ef5e1d711dceedd2e79cd0e4db1ac881d743ba33d9," Board of Mediation and Arbitration. Said Board shall hear and
act on such dispute in accordance with its rules and render a decision which shall
Page 5 of 65

","ny grievance under the rules of
the AAA, subject to the same time limits as stated above. The costs of
arbitration shall be divided equally between the Town and",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,weak,not_supported,not_supported,neutral_or_unclear,weak,context_only,"Board of Mediation and Arbitration will have the power to uphold the
action of the Town or to rescind or modify such action",true,arbitration_procedure_without_no_strike_language,Evidence only for arbitration/decision power; does not mention strike/no-strike or labor impasse.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0513e4c5ac280079006a66cbd678748197a684e1954f2ad8d9,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-b6d35ca58e7b34d003ad0d6c,SPAN321-5c800c707430a9aedff0795a,TXT321-8bae9fbd24a2e8a419ad,RS429-58dd5defc8efa4d4540d,TS4L-7fe1aa060f2c81a0851d,lane_2,tier_b,verification_ready_medium,https://www.easthartfordct.gov/sites/g/files/vyhlif9241/f/uploads/fire_cba_2019-2022-searchable.pdf,Agreement Between Town of East Hartford and Local 1548 IAFF (Fire) — 2019–2022 (searchable PDF),East Hartford,CT,safety_and_non_safety_bargaining_units,Fire (public safety),"Local 1548, International Association of Fire Fighters (IAFF) (East Hartford Fire)","Effective July 1, 2019 through June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-8bae9fbd24a2e8a419ad.txt,476123dd74c1475537bd26fcd76927378db16d164875f775746fcb310706e185,2b28bd6c196eadcf6097347c3364c54ab241da9efa98e44667d7db3e22ad4ebc,"be limited to the right to reinstate a suspended or discharged
employee, with full back pay.
2. Notwithstanding the foregoing, either the Union or the Town may substitute the
American Arbitration Association (AAA) for the Connecticut State Board of
Mediation and Arbitration for administration of any grievance under the rules of
the AAA, subject to the same time limits as stated above. The costs of
arbitration shall be divided equally between the Town and the Union. No more
than three (3) arbitration cases, in aggregate, shall be referred to the AAA
during any contract year (July 1 - June 30). If the Union chooses to refer a
dispute to the AAA, it shall substitute the AAA for the State Board of Media",6864,7572,342003a0ad8c81108550f95a6068836d6075045f004dfa905e04938e1a969d4a,"ediation and Arbitration will have the power to uphold the
action of the Town or to rescind or modify such action, and such powers shall
include, but shall not ","tion
and Arbitration within the above time limit. If the Town chooses to refer a
dispute to the AAA it shall do so in writing within ten (10) days from receipt ",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,not_supported,not_supported,not_supported,neutral_or_unclear,not_supported,context_only,"substitute the
American Arbitration Association (AAA)",true,no_explicit_strike_arbitration_substitution_only,Arbitration administration substitution clause; no strike/impasse/no-strike language stated,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_074a1da7b2b911cd006a66cbd03354819396a838f486dd64ab,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-8ffa354bdd0633b88931dfbe,SPAN321-bd54ab3ad3276644f6e1e833,TXT321-de17ef67f209401363e4,RS429-5df13a3fe4cae56b2af4,TS4L-8f5e1d1b86e3bce3d7f2,lane_2,tier_b,verification_ready_medium,https://www.chelmsfordma.gov/AgendaCenter/ViewFile/Item/1878?fileID=3107,Town of Chelmsford & IAFF Local 1839 Interest Arbitration (JLMC 16-5506),Chelmsford,MA,safety_and_non_safety_bargaining_units,firefighters (IAFF),"IAFF, Local 1839 (Firefighters)",2014-2024 (interest arbitration decision related to JLMC 16-5506; arbitration award period not asserted here),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-de17ef67f209401363e4.txt,d64a44843616ce91090db304bc9d6061e01626661a2da7aaeb6ed89a1d267496,f39a7885d0394451988c409e59c60c991d0778100345444e7daffa2b292294e6,"e (3) Firefighters per
apparatus would be ideal; the Town cannot afford to do this without fundamentally

Town of Chelmsford, MA and IAFF, Local 1839
Interest Arbitration, JLMC 16-5506

Page 27 of 42

changing how the Fire Department operates. The Panel acknowledges that the 2007
MMA Study and Owner Mark Morse discussed and recommended that the Town can
operate with one less station; however, it is not within the Panel’s purview to substitute
our judgement for that of Chelmsford’s when it comes to operational needs. In addition,
the Union’s entire proposal no matter how it would be implemented cannot be supported
financially by the Town’s taxpayers.
Therefore, t",66151,66821,b9436ee0ac2538a73df440f8acd4560a64fc829bd657cf556082a994ec680450,"’s proposal to
increase the minimum level of manning per piece of apparatus should occur in some
manner. And while it is obvious increasing form two (2) to thre","he Panel determined there is a need to increase per piece staffing for
the safety of Chelmsford Firefighters and awards that one station has three (3)
Firefight",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,not_supported,not_supported,not_supported,neutral_or_unclear,not_supported,context_only,"Interest Arbitration, JLMC 16-5506",true,no_explicit_strike_or_no_strike_language_only_arbitration_reference,"This span references interest arbitration but does not explicitly state strike/no-strike, stoppage, lockout, impasse, or labor-peace constraints.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0d74d52a43285f9d006a66cbd974ec81909dedc502e6890fc0,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-f5f0e979d9654adc7a5cdc55,SPAN321-25dbeb313c87f9476fdae4b3,TXT321-e10f5083d9ac0878f698,RS429-66fa6f654cb677ff7e4e,TS4L-b35f887ea07f8d108ef0,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-16-150arbaward.pdf,ILRB arbitration award PDF: S-MA-16-150 (Elk Grove Village),Elk Grove,IL,safety_and_non_safety_bargaining_units,public safety (police/fire bargaining units referenced in the award materials),Metropolitan Alliance of Police (MAP) / public safety units (as named within the award),Interest Arbitration Award (case/timeframe tied to S-MA-16-150),2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e10f5083d9ac0878f698.txt,0827a99ad60879d188b87f090733498b7253253ff8a54809a6d4fb3af379cdb5,9ca8ebd58b5734146f04c653cc775e2be10e204e8c9a6e294df61d204b8df806,"aining
units with the right to strike in Ohio. Id. at 153-54. This reflects the prudent judgment
that during such very stressed economic ""times, a strike or even a threat to strike posed a
major risk of backfiring politically. In contrast, resort to interest arbitration by Section 14
employees in Illinois increased markedly. Id. at 154. In such circumstances, internal
comparability data may provide a more accurate gauge to the likely product of successful
free collective bargaining than external comparability data.
As the economy and employer tax revenues have rebounded, the probative value
of external comparability has also rebounded ....
-14-",35093,35745,aa43f66e7ca2fd334be81c4820077ccab27e5edfd15beed10f3ae9d5a33fd3af,"g
negotiations. See Malin, Two Models oflnterest Arbitration, 28 Ohio St. J. Dispute
Resolution 145, 151-52 (2013). A similar phenomenon was observed among barg","

What I said concerning internal comparability applies equally to the cost ofliving.
However, that the probative value of external comparability has rebounded ",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,moderate,moderate,not_supported,neutral_or_unclear,moderate,direct_text_claim,with the right to strike,true,mentions_right_to_strike_and_threat_context,Mechanism wording is limited to having a right to strike; it does not describe a no-strike or stoppage constraint directly.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_01c19b8625172fb0006a66cbd2e4d88193b554e492f09291b3,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-4d55efe6fde1ee47505969f8,SPAN321-2c00567d73edd9ae9f534636,TXT321-e10f5083d9ac0878f698,RS429-66fa6f654cb677ff7e4e,TS4L-b35f887ea07f8d108ef0,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-16-150arbaward.pdf,ILRB arbitration award PDF: S-MA-16-150 (Elk Grove Village),Elk Grove,IL,safety_and_non_safety_bargaining_units,public safety (police/fire bargaining units referenced in the award materials),Metropolitan Alliance of Police (MAP) / public safety units (as named within the award),Interest Arbitration Award (case/timeframe tied to S-MA-16-150),2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e10f5083d9ac0878f698.txt,0827a99ad60879d188b87f090733498b7253253ff8a54809a6d4fb3af379cdb5,9ca8ebd58b5734146f04c653cc775e2be10e204e8c9a6e294df61d204b8df806,"onditions of a successor agreement
cannot be resolved by negotiation, disputed items shall be resolved in accordance with the
statutory impasse resolution procedure (IPLRA, ILCS 315/4), except that the parties agree that
the variances from statutory impasse procedures expressly set forth in Appendix A shall be
followed to resolve any impasse arising between the parties as to the terms and conditions of the
successor agreement to this agreement. The parties' agreement to such variances in procedures
as are set forth in Appendix A shall not be construed as in any way binding on either party to
continue such procedures in any successor agreement.
APPENDIX A
VARIANCES FROM STATUTORY IMPASSE PROCEDURE
(a)
Selectio",89746,90464,43941a24fa95620d593a1b04e9f1c973c0718ddcca272ca948bf0553246f5cec,"o award one of the two final offers although it leave me free to do
so.
Current Contract Language
Section 12.8 Impasse' Resolution. In the event the terms and c","n of the Chairman of the Arbitration Panel. If either party serves a
Demand for Compulsory Interest Arbitration, the Arbitrator shall be selected by utilizing t",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,weak,not_supported,weak,neutral_or_unclear,weak,documentary_mechanism_claim,"disputed items shall be resolved in accordance with the
statutory impasse resolution procedure",true,mentions_statutory_impasse_procedure_no_explicit_no_strike_language,Only states how disputed items/impasse are resolved via statutory impasse procedure; does not state strike/no-strike or stoppage terms.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_08d00446ac4ca75d006a66cbd396a481958cc4be8e831277da,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-67cc336d431ba616d1f6ffbf,SPAN321-db3415e611e61906ba3520a3,TXT321-e10f5083d9ac0878f698,RS429-66fa6f654cb677ff7e4e,TS4L-b35f887ea07f8d108ef0,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-16-150arbaward.pdf,ILRB arbitration award PDF: S-MA-16-150 (Elk Grove Village),Elk Grove,IL,safety_and_non_safety_bargaining_units,public safety (police/fire bargaining units referenced in the award materials),Metropolitan Alliance of Police (MAP) / public safety units (as named within the award),Interest Arbitration Award (case/timeframe tied to S-MA-16-150),2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e10f5083d9ac0878f698.txt,0827a99ad60879d188b87f090733498b7253253ff8a54809a6d4fb3af379cdb5,9ca8ebd58b5734146f04c653cc775e2be10e204e8c9a6e294df61d204b8df806,"agreement. The parties' agreement to such variances in procedures
as are set forth in Appendix A shall not be construed as in any way binding on either party to
continue such procedures in any successor agreement.
APPENDIX A
VARIANCES FROM STATUTORY IMPASSE PROCEDURE
(a)
Selection of the Chairman of the Arbitration Panel. If either party serves a
Demand for Compulsory Interest Arbitration, the Arbitrator shall be selected by utilizing the
procedures specified in Section 13.3 of Article XIII (Grievance Procedure) of this Agreement.
Unless mutually agceed otherwise, the parties agree that the arbitration proceedings shall be
heard by a single, neutral arbitrator and that each party waives for the term of this",90184,90900,465d6f2c0e7d1573ec2ba7ae4de0d9b1f390e095bae666bd3fc84b20ad7b416d," set forth in Appendix A shall be
followed to resolve any impasse arising between the parties as to the terms and conditions of the
successor agreement to this "," Agreement the
right to a three-member panel of arbitrators as provided in the Illinois Public Labor Relations Act
(""Act"").
(b)
Mediation. Concurrent with the p",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,weak,not_supported,weak,neutral_or_unclear,weak,context_only,Demand for Compulsory Interest Arbitration,true,arbitration_procedures_no_explicit_no_strike_language,"Mentions compulsory interest arbitration panel selection; does not reference strike, no-strike, labor-peace, or impasse suspension terms.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0705585f765e950e006a66cbdcb638819385d11b6d3be66b1b,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-ba6e0b310a1c9101698b8a93,SPAN321-85a5507cabba9cb25d41b9b9,TXT321-e10f5083d9ac0878f698,RS429-66fa6f654cb677ff7e4e,TS4L-b35f887ea07f8d108ef0,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-16-150arbaward.pdf,ILRB arbitration award PDF: S-MA-16-150 (Elk Grove Village),Elk Grove,IL,safety_and_non_safety_bargaining_units,public safety (police/fire bargaining units referenced in the award materials),Metropolitan Alliance of Police (MAP) / public safety units (as named within the award),Interest Arbitration Award (case/timeframe tied to S-MA-16-150),2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e10f5083d9ac0878f698.txt,0827a99ad60879d188b87f090733498b7253253ff8a54809a6d4fb3af379cdb5,9ca8ebd58b5734146f04c653cc775e2be10e204e8c9a6e294df61d204b8df806,"s in any way binding on either party to
continue such procedures in any successor agreement.
APPENDIX A
VARIANCES FROM STATUTORY IMPASSE PROCEDURE
(a)
Selection of the Chairman of the Arbitration Panel. If either party serves a
Demand for Compulsory Interest Arbitration, the Arbitrator shall be selected by utilizing the
procedures specified in Section 13.3 of Article XIII (Grievance Procedure) of this Agreement.
Unless mutually agceed otherwise, the parties agree that the arbitration proceedings shall be
heard by a single, neutral arbitrator and that each party waives for the term of this Agreement the
right to a three-member panel of arbitrators as provided in the Illinois Public Labor Relations Act
(""Act"").
(",90305,91025,8761d9c096d78a8ad2f4055d2be7740e06f5245598d9ad1e17ac1a545bbecf2f,"ons of the
successor agreement to this agreement. The parties' agreement to such variances in procedures
as are set forth in Appendix A shall not be construed a","b)
Mediation. Concurrent with the period during which the arbitrator is being
selected and any period prior to the date(s) set for the hearing, the parties may ",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,not_supported,not_supported,not_supported,neutral_or_unclear,not_supported,context_only,Demand for Compulsory Interest Arbitration,true,no_strike_or_impasse_terms_in_span,"Span addresses arbitration-panel selection/compulsory interest arbitration procedures, not strike/no-strike or labor-peace constraints.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0d052a927373cff9006a66cbdcb564819791306bd1d11d50e5,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-d76dd2717ca4574c23f6ec0a,SPAN321-07a166277f5a4b7ed831ae0a,TXT321-145cc75963f5d5b3c67f,RS429-707c34876407db7dbda8,TS4L-1df40ff88b7f3e987c7e,lane_2,tier_b,verification_ready_high,https://cdn.downers.us/public/docs/laborContracts/PW_2024-2028.pdf,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove (Public Works CBA PDF),Downers Grove,IL,safety_and_non_safety_bargaining_units,Non-safety (Public Works/General Municipal Employees),Public Works/General Municipal employee bargaining unit (Local 150 with Village of Downers Grove),2024-2028,2024-01-01,2028-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-145cc75963f5d5b3c67f.txt,a3f2146eb07ae8df095d433d3bb78a5043220a83a39b9c81efd049e191308ad4,5888904bc73732d3a59d99279a46b52e3d9ac544d182433114abca3787d656a5,"...........................................................
ARTICLE 22 ..................................................................................................................................................................................
NO STRIKE I NO LOCKOUT .......................................................................................................................................................
Section 22.1: No Strike/ Slowdown ..........................................................................................................................................
Section 22.2: No Lockout ......................................................................................",27075,27784,339c128c1b59f31c48f2e5c61414e51a6e0bfdf1c42a2ebc3980b661e5e0ad7a,"....................................
Section 21.2: Gender ......................................................................................................","....................................................................
ARTICLE 23 ................................................................................",STRIKE_NO_STRIKE,no_strike_clause,high,strike_or_no_strike_constraint,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,NO STRIKE I NO LOCKOUT,true,explicit_no_strike_and_no_lockout_clause,Article 22 heading/law section indicating no-strike and no-lockout terms.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0da4902220faeb06006a66cbdcb1388196af39f9ed05c35db3,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-6e73970084874b1c1f70aa85,SPAN321-acef157131ee44f3b82482cb,TXT321-145cc75963f5d5b3c67f,RS429-707c34876407db7dbda8,TS4L-1df40ff88b7f3e987c7e,lane_2,tier_b,verification_ready_high,https://cdn.downers.us/public/docs/laborContracts/PW_2024-2028.pdf,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove (Public Works CBA PDF),Downers Grove,IL,safety_and_non_safety_bargaining_units,Non-safety (Public Works/General Municipal Employees),Public Works/General Municipal employee bargaining unit (Local 150 with Village of Downers Grove),2024-2028,2024-01-01,2028-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-145cc75963f5d5b3c67f.txt,a3f2146eb07ae8df095d433d3bb78a5043220a83a39b9c81efd049e191308ad4,5888904bc73732d3a59d99279a46b52e3d9ac544d182433114abca3787d656a5,"...............................................
ARTICLE 22 ..................................................................................................................................................................................
NO STRIKE I NO LOCKOUT .......................................................................................................................................................
Section 22.1: No Strike/ Slowdown ..........................................................................................................................................
Section 22.2: No Lockout ...................................................................................................",27087,27797,598df9fee73283fba70956591712908475852968766c41de1b4989a9d26cb467,"........................
Section 21.2: Gender ..................................................................................................................",".......................................................
ARTICLE 23 .............................................................................................",STRIKE_LOCKOUT,lockout_restriction,high,strike_or_no_strike_constraint,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,NO STRIKE I NO LOCKOUT,true,explicit_no_strike_no_lockout_language_in_article_22,Only states a contractual no-strike/no-lockout rule; does not specify effects or direction.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0adb239111e6b5cc006a66cbdcb01c8193af5e1d90afda83d4,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-ed2338b268292f9005dcc83d,SPAN321-5c4b0c54dc5afd664fb6f90c,TXT321-145cc75963f5d5b3c67f,RS429-707c34876407db7dbda8,TS4L-1df40ff88b7f3e987c7e,lane_2,tier_b,verification_ready_high,https://cdn.downers.us/public/docs/laborContracts/PW_2024-2028.pdf,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove (Public Works CBA PDF),Downers Grove,IL,safety_and_non_safety_bargaining_units,Non-safety (Public Works/General Municipal Employees),Public Works/General Municipal employee bargaining unit (Local 150 with Village of Downers Grove),2024-2028,2024-01-01,2028-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-145cc75963f5d5b3c67f.txt,a3f2146eb07ae8df095d433d3bb78a5043220a83a39b9c81efd049e191308ad4,5888904bc73732d3a59d99279a46b52e3d9ac544d182433114abca3787d656a5,"............................................................
NO STRIKE I NO LOCKOUT .......................................................................................................................................................
Section 22.1: No Strike/ Slowdown ..........................................................................................................................................
Section 22.2: No Lockout ..........................................................................................................................................................
ARTICLE 23 .............................................................................................................",27264,27973,2c4c1c904fd2b204ef729ab59038a513d65d17f25232dffc3e6e48b0551ce0b7,"..............................
ARTICLE 22 ......................................................................................................................",".....................................................................
WAGES ....................................................................................",STRIKE_NO_STRIKE,no_strike_clause,high,strike_or_no_strike_constraint,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,NO STRIKE I NO LOCKOUT,true,explicit_no_strike_no_lockout_clause,Rate only the explicit no-strike/no-lockout constraint in the provided span; do not extend to other articles or effects.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0420d832ec51201f006a66cbde8f088190a6a2e53d02802355,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-26fea1a805bf14689d532947,SPAN321-e03612162e867c3b82d36dd3,TXT321-145cc75963f5d5b3c67f,RS429-707c34876407db7dbda8,TS4L-1df40ff88b7f3e987c7e,lane_2,tier_b,verification_ready_high,https://cdn.downers.us/public/docs/laborContracts/PW_2024-2028.pdf,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove (Public Works CBA PDF),Downers Grove,IL,safety_and_non_safety_bargaining_units,Non-safety (Public Works/General Municipal Employees),Public Works/General Municipal employee bargaining unit (Local 150 with Village of Downers Grove),2024-2028,2024-01-01,2028-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-145cc75963f5d5b3c67f.txt,a3f2146eb07ae8df095d433d3bb78a5043220a83a39b9c81efd049e191308ad4,5888904bc73732d3a59d99279a46b52e3d9ac544d182433114abca3787d656a5,".................................................
NO STRIKE I NO LOCKOUT .......................................................................................................................................................
Section 22.1: No Strike/ Slowdown ..........................................................................................................................................
Section 22.2: No Lockout ..........................................................................................................................................................
ARTICLE 23 .......................................................................................................................",27275,27983,61f516bba94596e6b9bf77bb9c7648015ea01c33b649c9601bb19334517c9999,"...................
ARTICLE 22 .................................................................................................................................","...........................................................
WAGES ..............................................................................................",STRIKE_SLOWDOWN,slowdown_sickout_restriction,high,strike_or_no_strike_constraint,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,NO STRIKE I NO LOCKOUT,true,explicit_no_strike_no_lockout_clause,"Bound to Article 22 strike/lockout restriction wording only; does not address wages, bargaining outcome, or causality.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0a48e5c8da9c16d8006a66cbdeb8bc81909f07d86c56f5d919,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
