span_extraction_id,stage,attempt,started_at,elapsed_seconds,status
SPAN321-d08f86624f2bdd3f259cc18a,live,1,2026-07-27T03:08:54.277658+00:00,6.768405,success
SPAN321-82d05b88167ab86a4a003ace,live,1,2026-07-27T03:08:54.277660+00:00,7.163793,success
SPAN321-4de4118e145e3702ceaadc59,live,1,2026-07-27T03:08:54.277664+00:00,7.968771,success
SPAN321-833f985956829f72a727d81d,live,1,2026-07-27T03:08:54.277667+00:00,7.907184,success
SPAN321-cba64e40d9d5f749eb52bb9d,live,1,2026-07-27T03:08:54.277669+00:00,8.798437,success
SPAN321-0bce01772ac1a38e471b36b4,live,1,2026-07-27T03:08:54.277672+00:00,9.825459,success
SPAN321-5afcf29168958549c39916f3,live,1,2026-07-27T03:08:54.277674+00:00,10.108015,success
SPAN321-e84f831b080b3eb4de65c7fa,live,1,2026-07-27T03:08:54.277677+00:00,10.717214,success
SPAN321-299618a61e89af6de3f6ca89,live,1,2026-07-27T03:08:54.277680+00:00,11.250185,success
SPAN321-f1af03b0e039d16792056f9d,live,1,2026-07-27T03:08:54.277683+00:00,12.809034,success
SPAN321-5c800c707430a9aedff0795a,live,1,2026-07-27T03:08:54.277686+00:00,12.725122,success
SPAN321-962de228127d8a33c488b9e7,live,1,2026-07-27T03:08:54.277689+00:00,12.775584,success
SPAN321-3a9091e22e1694f9d840b7b2,live,1,2026-07-27T03:08:54.277692+00:00,13.509857,success
SPAN321-bd54ab3ad3276644f6e1e833,live,1,2026-07-27T03:08:54.277694+00:00,15.038603,success
SPAN321-4526854fb9b8c8752eca39c2,live,1,2026-07-27T03:08:54.277697+00:00,15.963035,success
SPAN321-25dbeb313c87f9476fdae4b3,live,1,2026-07-27T03:08:54.277700+00:00,15.180114,success
SPAN321-2c00567d73edd9ae9f534636,live,1,2026-07-27T03:08:54.277703+00:00,16.341570,success
SPAN321-e3c5b8f0183976b188af0f51,live,2,2026-07-27T03:09:10.631100+00:00,3.651620,success
SPAN321-da96acdb71addd0442d5eefd,live,2,2026-07-27T03:09:10.631167+00:00,2.559473,success
SPAN321-4de4118e145e3702ceaadc59,live,2,2026-07-27T03:09:10.631184+00:00,2.849455,success
SPAN321-f1af03b0e039d16792056f9d,live,2,2026-07-27T03:09:10.631198+00:00,3.003648,success
SPAN321-962de228127d8a33c488b9e7,live,2,2026-07-27T03:09:10.631211+00:00,6.003697,success
SPAN321-3a9091e22e1694f9d840b7b2,live,2,2026-07-27T03:09:10.631218+00:00,5.351759,success
SPAN321-bd54ab3ad3276644f6e1e833,live,2,2026-07-27T03:09:10.631222+00:00,5.926757,success
SPAN321-4526854fb9b8c8752eca39c2,live,2,2026-07-27T03:09:10.631225+00:00,6.207737,success
SPAN321-db3415e611e61906ba3520a3,live,1,2026-07-27T03:09:16.852668+00:00,4.550801,success
SPAN321-85a5507cabba9cb25d41b9b9,live,1,2026-07-27T03:09:16.852739+00:00,2.981757,success
SPAN321-07a166277f5a4b7ed831ae0a,live,1,2026-07-27T03:09:16.852757+00:00,1.882239,success
SPAN321-acef157131ee44f3b82482cb,live,1,2026-07-27T03:09:16.852771+00:00,2.073655,success
SPAN321-5c4b0c54dc5afd664fb6f90c,live,1,2026-07-27T03:09:16.852784+00:00,3.919421,success
SPAN321-e03612162e867c3b82d36dd3,live,1,2026-07-27T03:09:16.852791+00:00,4.474688,success
SPAN321-26086a3ca8610dab381d5c54,live,1,2026-07-27T03:09:16.852795+00:00,5.577150,success
SPAN321-dd81a1c25038ff7bdb5a5f32,live,1,2026-07-27T03:09:16.852798+00:00,7.278219,success
SPAN321-16f9ab77dab50febed4c19be,live,1,2026-07-27T03:09:16.852801+00:00,7.104479,success
SPAN321-d9bf2a62dec67d5e2a67ae9d,live,1,2026-07-27T03:09:16.852804+00:00,7.108021,success
SPAN321-1fb5e5bc113d60408b67cee7,live,1,2026-07-27T03:09:16.852807+00:00,8.555283,success
SPAN321-d18f83e5dc7994d8c955188a,live,1,2026-07-27T03:09:16.852810+00:00,10.646625,success
SPAN321-1c00bb27def91f66480edaef,live,1,2026-07-27T03:09:16.852812+00:00,9.358555,success
SPAN321-4e219abe043d034bb997a577,live,1,2026-07-27T03:09:16.852815+00:00,9.631216,success
SPAN321-0004d7b5fd173a889f6f813d,live,1,2026-07-27T03:09:16.852818+00:00,11.905302,success
SPAN321-db128eaf4ab2e2c63a87ece0,live,1,2026-07-27T03:09:16.852820+00:00,11.432891,success
SPAN321-0dd97e46d8db02fe7643324e,live,1,2026-07-27T03:09:16.852823+00:00,11.613372,success
SPAN321-00d666cfc659fa0f74f0ee02,live,1,2026-07-27T03:09:16.852837+00:00,13.079754,success
SPAN321-ce1eb4e1b46012f47e29dfe6,live,1,2026-07-27T03:09:16.852840+00:00,14.184839,success
SPAN321-f0c7623012a33b132cb22c9a,live,1,2026-07-27T03:09:16.852843+00:00,13.802717,success
SPAN321-a4dfc94ab2aa3e39cac854f6,live,1,2026-07-27T03:09:16.852846+00:00,15.268454,success
SPAN321-3f73e087e7dcf0601222a45e,live,1,2026-07-27T03:09:16.852849+00:00,15.360825,success
SPAN321-26950780c5db63eb2f3a10a0,live,1,2026-07-27T03:09:16.852852+00:00,16.127678,success
SPAN321-0012e82800f6b4f760a46774,live,1,2026-07-27T03:09:16.852854+00:00,16.595064,success
SPAN321-c2ac187a6064e42f97ea1dd0,live,1,2026-07-27T03:09:16.852857+00:00,17.232207,success
SPAN321-1fb5e5bc113d60408b67cee7,live,2,2026-07-27T03:09:34.094033+00:00,2.192029,success
SPAN321-4e219abe043d034bb997a577,live,2,2026-07-27T03:09:34.094089+00:00,2.119111,success
SPAN321-0004d7b5fd173a889f6f813d,live,2,2026-07-27T03:09:34.094107+00:00,2.805787,success
SPAN321-657f221b063a3b6fd2414f84,live,1,2026-07-27T03:09:36.913854+00:00,3.518940,success
SPAN321-ce36bbd191cbe69d94688332,live,1,2026-07-27T03:09:36.913931+00:00,1.896722,success
SPAN321-2339ac77830b20a153408866,live,1,2026-07-27T03:09:36.913950+00:00,2.449218,success
SPAN321-44096ac0b40800b9d2db7d32,live,1,2026-07-27T03:09:36.913966+00:00,2.037003,success
SPAN321-289ad6abf84437f3b1680956,live,1,2026-07-27T03:09:36.913981+00:00,4.460389,success
SPAN321-6914904f4410cd56a20db3d8,live,1,2026-07-27T03:09:36.913988+00:00,4.183070,success
SPAN321-316639e2c45c09f7f3a6a932,live,1,2026-07-27T03:09:36.913992+00:00,4.862882,success
SPAN321-120e2edfe36aaa24497600d3,live,1,2026-07-27T03:09:36.913995+00:00,5.983685,success
SPAN321-41dd97fc271036565025baae,live,1,2026-07-27T03:09:36.913998+00:00,6.810243,success
SPAN321-bb42c3b00dc2c59e655aebbf,live,1,2026-07-27T03:09:36.914001+00:00,6.490775,success
SPAN321-402698bbd2220468488ba345,live,1,2026-07-27T03:09:36.914004+00:00,6.651729,success
SPAN321-4348520c44b67ba334c060d6,live,1,2026-07-27T03:09:36.914007+00:00,8.058080,success
SPAN321-02711a1fd08aee36273cdf12,live,1,2026-07-27T03:09:36.914010+00:00,9.064525,success
SPAN321-92caebabce617ec3e5c2eb5a,live,1,2026-07-27T03:09:36.914014+00:00,9.410349,success
SPAN321-3325ae91ee837fa7fdef5a06,live,1,2026-07-27T03:09:36.914017+00:00,9.244895,success
SPAN321-d876fe2c49b0dbbbc24b57df,live,1,2026-07-27T03:09:36.914020+00:00,10.253198,success
SPAN321-36bbc5e99dfaab061cdcee4a,live,1,2026-07-27T03:09:36.914023+00:00,11.219368,success
SPAN321-b32b28d65bd80fbff01f6cdb,live,1,2026-07-27T03:09:36.914026+00:00,11.939225,success
SPAN321-7963a822dc25e9b66a4eda6f,live,1,2026-07-27T03:09:36.914029+00:00,12.476945,success
SPAN321-9887b5505a4ea3c27ae199d0,live,1,2026-07-27T03:09:36.914032+00:00,12.800925,success
SPAN321-beb8561f1723440811a7afca,live,1,2026-07-27T03:09:36.914035+00:00,13.288053,success
SPAN321-4f86bcce4667e85310f9f339,live,1,2026-07-27T03:09:36.914038+00:00,13.832728,success
SPAN321-3b210c390a6d6d6f5c966f2a,live,1,2026-07-27T03:09:36.914041+00:00,14.354521,success
SPAN321-a20d71d13d616dff4d07fc8d,live,1,2026-07-27T03:09:36.914044+00:00,15.829034,success
SPAN321-61c859a3dc302d75cd122ac6,live,1,2026-07-27T03:09:36.914046+00:00,17.644752,success
SPAN321-657f221b063a3b6fd2414f84,live,2,2026-07-27T03:09:54.568025+00:00,3.392709,success
SPAN321-41dd97fc271036565025baae,live,2,2026-07-27T03:09:54.568086+00:00,3.996635,success
SPAN321-a20d71d13d616dff4d07fc8d,live,2,2026-07-27T03:09:54.568101+00:00,2.832481,success
SPAN321-ed608854449ffdf89935b36c,live,1,2026-07-27T03:09:58.580060+00:00,2.141553,success
SPAN321-3b123d1a42b678d7962cac4c,live,1,2026-07-27T03:09:58.580119+00:00,1.921403,success
SPAN321-dc27b741d125228fb50bb7cb,live,1,2026-07-27T03:09:58.580135+00:00,2.288368,success
SPAN321-45c884feedcaf1279aa96616,live,1,2026-07-27T03:09:58.580150+00:00,1.987882,success
SPAN321-07d6d04f9d8dcd4daab0162d,live,1,2026-07-27T03:09:58.580162+00:00,3.887318,success
SPAN321-985ddc8ce0cead5396421b63,live,1,2026-07-27T03:09:58.580169+00:00,3.940851,success
SPAN321-a835d0d5a91b630c099c75f4,live,1,2026-07-27T03:09:58.580172+00:00,4.581502,success
SPAN321-17ee36c453e117bffc5088eb,live,1,2026-07-27T03:09:58.580175+00:00,5.427509,success
SPAN321-0967678da9095e198ab52f79,live,1,2026-07-27T03:09:58.580178+00:00,6.031006,success
SPAN321-60195b99d0333928b0800c8c,live,1,2026-07-27T03:09:58.580181+00:00,5.800305,success
SPAN321-253adade07745bffef8985eb,live,1,2026-07-27T03:09:58.580183+00:00,6.528757,success
SPAN321-b8a775881765d6244476c8ac,live,1,2026-07-27T03:09:58.580186+00:00,8.784346,success
SPAN321-7c83c843e22bc9d523785679,live,1,2026-07-27T03:09:58.580190+00:00,7.937764,success
SPAN321-dcb83edf2c9b12b88fa9f12c,live,1,2026-07-27T03:09:58.580193+00:00,8.455041,success
SPAN321-6fb1deab5b6ae2d72e2f5624,live,1,2026-07-27T03:09:58.580195+00:00,8.708435,success
SPAN321-eae4bc4e647b66db7be7b073,live,1,2026-07-27T03:09:58.580198+00:00,9.996291,success
SPAN321-0750c5645fb89696e33c90de,live,1,2026-07-27T03:09:58.580201+00:00,10.405185,success
SPAN321-fb4523540831eebe39edc8ee,live,1,2026-07-27T03:09:58.580204+00:00,11.099021,success
SPAN321-1ee31611294aa676f44e820e,live,1,2026-07-27T03:09:58.580207+00:00,10.589813,success
SPAN321-f55af505e84c94990991f4e9,live,1,2026-07-27T03:09:58.580209+00:00,12.175995,success
SPAN321-d3d69973f06d2aeb6f00bd40,live,1,2026-07-27T03:09:58.580212+00:00,12.383465,success
SPAN321-d62a8c5045df80c92d43e0ca,live,1,2026-07-27T03:09:58.580214+00:00,13.215360,success
SPAN321-61ba5b4ac0a806bdcf105f2c,live,1,2026-07-27T03:09:58.580217+00:00,14.038029,success
SPAN321-4fa9b9ba68950b04f9a050ba,live,1,2026-07-27T03:09:58.580219+00:00,14.555676,success
SPAN321-8706b121192496c563c009d7,live,1,2026-07-27T03:09:58.580226+00:00,14.999428,success
SPAN321-ed608854449ffdf89935b36c,live,2,2026-07-27T03:10:13.590229+00:00,2.564043,success
SPAN321-253adade07745bffef8985eb,live,2,2026-07-27T03:10:13.590283+00:00,2.534881,success
SPAN321-6fb1deab5b6ae2d72e2f5624,live,2,2026-07-27T03:10:13.590301+00:00,1.954801,success
SPAN321-eae4bc4e647b66db7be7b073,live,2,2026-07-27T03:10:13.590314+00:00,2.082248,success
SPAN321-fb4523540831eebe39edc8ee,live,2,2026-07-27T03:10:13.590326+00:00,4.385268,success
SPAN321-61ba5b4ac0a806bdcf105f2c,live,2,2026-07-27T03:10:13.590333+00:00,5.208777,success
SPAN321-4fa9b9ba68950b04f9a050ba,live,2,2026-07-27T03:10:13.590336+00:00,5.920245,success
SPAN321-8706b121192496c563c009d7,live,2,2026-07-27T03:10:13.590339+00:00,6.148481,success
SPAN321-e9d1d40795f3b9235e3d76d0,live,1,2026-07-27T03:10:19.756004+00:00,2.675435,success
SPAN321-26bdcefc5151b4fd984f1af0,live,1,2026-07-27T03:10:19.756057+00:00,3.546736,success
SPAN321-80a1fa9272f42ee543d5ce47,live,1,2026-07-27T03:10:19.756073+00:00,2.246267,success
SPAN321-62fe8d048c302c3a44e3772d,live,1,2026-07-27T03:10:19.756086+00:00,2.226703,success
SPAN321-788203d79b901e6c18c8e915,live,1,2026-07-27T03:10:19.756098+00:00,5.827296,success
SPAN321-5ad78c7baa4ab1af5917bd0a,live,1,2026-07-27T03:10:19.756109+00:00,5.314014,success
SPAN321-354dddcee596928c75b8a497,live,1,2026-07-27T03:10:19.756113+00:00,5.324502,success
SPAN321-eee3babd160c21441edb9040,live,1,2026-07-27T03:10:19.756116+00:00,8.201531,success
SPAN321-4cdeb550c4e77a7a01d640ae,live,1,2026-07-27T03:10:19.756119+00:00,7.956088,success
SPAN321-fb711e64fdf617513eb609bc,live,1,2026-07-27T03:10:19.756122+00:00,7.945649,success
SPAN321-aab92fa1e228d33d6175b51e,live,1,2026-07-27T03:10:19.756125+00:00,8.360581,success
SPAN321-342126f9dde79cbdf1ef34ab,live,1,2026-07-27T03:10:19.756127+00:00,10.100164,success
SPAN321-69b35de6ed66a53d9e354223,live,1,2026-07-27T03:10:19.756130+00:00,10.549686,success
SPAN321-27b2105a04650d76fe2ce941,live,1,2026-07-27T03:10:19.756133+00:00,10.566592,success
SPAN321-5e76060e89ea3f279eb40046,live,1,2026-07-27T03:10:19.756135+00:00,10.924046,success
SPAN321-2d30cbbceb0391950f6a74b3,live,1,2026-07-27T03:10:19.756138+00:00,11.963619,success
SPAN321-1d4c96d9b413105da802ea38,live,1,2026-07-27T03:10:19.756140+00:00,12.336399,success
SPAN321-30ee73c77cf78be564b416c6,live,1,2026-07-27T03:10:19.756142+00:00,14.193396,success
SPAN321-b9febdaabe993a0c472ab3a4,live,1,2026-07-27T03:10:19.756145+00:00,12.708803,success
SPAN321-7b47df25b1c295c078440641,live,1,2026-07-27T03:10:19.756147+00:00,13.926778,success
SPAN321-97f5c358367ad907ab2c684f,live,1,2026-07-27T03:10:19.756150+00:00,15.078970,success
SPAN321-0e6f7502b7055d0102a46ed0,live,1,2026-07-27T03:10:19.756153+00:00,14.562849,success
SPAN321-b005b0bbeb3a7a73cd660f85,live,1,2026-07-27T03:10:19.756156+00:00,16.281925,success
SPAN321-c1688824ae488eded51dfaa4,live,1,2026-07-27T03:10:19.756158+00:00,16.616958,success
SPAN321-46d110607757ef1a9f942771,live,1,2026-07-27T03:10:19.756160+00:00,18.497194,success
SPAN321-788203d79b901e6c18c8e915,live,2,2026-07-27T03:10:38.262518+00:00,3.623234,success
SPAN321-7b47df25b1c295c078440641,live,2,2026-07-27T03:10:38.262573+00:00,2.516335,success
SPAN321-0e6f7502b7055d0102a46ed0,live,2,2026-07-27T03:10:38.262592+00:00,2.364077,success
SPAN321-b005b0bbeb3a7a73cd660f85,live,2,2026-07-27T03:10:38.262605+00:00,3.009061,success
SPAN321-c1688824ae488eded51dfaa4,live,2,2026-07-27T03:10:38.262619+00:00,7.237680,success
SPAN321-46d110607757ef1a9f942771,live,2,2026-07-27T03:10:38.262626+00:00,5.046018,success
SPAN321-af80d7e82fc871ce8be59e76,live,1,2026-07-27T03:10:45.517724+00:00,2.216360,success
SPAN321-6a6e64dafd4c7c93ebe4db5b,live,1,2026-07-27T03:10:45.517789+00:00,2.239634,success
SPAN321-9366309188b3e9e9744b9d1d,live,1,2026-07-27T03:10:45.517805+00:00,2.152839,success
SPAN321-085a11666c4861a22206568e,live,1,2026-07-27T03:10:45.517818+00:00,2.295240,success
SPAN321-d68b60d1776b7ef74e83d04f,live,1,2026-07-27T03:10:45.517832+00:00,3.822342,success
SPAN321-03c7fc272f9b7ecb0297c740,live,1,2026-07-27T03:10:45.517840+00:00,4.192908,success
SPAN321-a0917d0e992428c941aface0,live,1,2026-07-27T03:10:45.517843+00:00,4.305463,success
SPAN321-7292278451d15d4439f01d54,live,1,2026-07-27T03:10:45.517846+00:00,4.091148,success
SPAN321-133b578d17221a66773285ff,live,1,2026-07-27T03:10:45.517849+00:00,5.895720,success
SPAN321-70109d98b2927c044ea316cd,live,1,2026-07-27T03:10:45.517852+00:00,6.447417,success
SPAN321-fd1ed739ac4555c9b2ee56b2,live,1,2026-07-27T03:10:45.517854+00:00,7.049330,success
SPAN321-1190b60bd3fc4c8ea550db90,live,1,2026-07-27T03:10:45.517865+00:00,6.709277,success
SPAN321-a0c236ffb9afc2e48fe7d7a5,live,1,2026-07-27T03:10:45.517869+00:00,8.121824,success
SPAN321-12d4ed024f4596efe63f15d2,live,1,2026-07-27T03:10:45.517871+00:00,9.302057,success
SPAN321-fde5812710dd68d23b9b7dec,live,1,2026-07-27T03:10:45.517874+00:00,9.652812,success
SPAN321-4f73da4344495304a87c9187,live,1,2026-07-27T03:10:45.517877+00:00,9.551211,success
SPAN321-65b4249238e9369608f1a620,live,1,2026-07-27T03:10:45.517879+00:00,10.757407,success
SPAN321-9fc1d7ec6969d1a89a6b3800,live,1,2026-07-27T03:10:45.517882+00:00,11.331093,success
SPAN321-f5139edd4e6f5ae08526bce7,live,1,2026-07-27T03:10:45.517885+00:00,11.990174,success
SPAN321-07826a95223aa5789173b303,live,1,2026-07-27T03:10:45.517887+00:00,12.083357,success
SPAN321-e597abea91303c1f9bbc36e2,live,1,2026-07-27T03:10:45.517890+00:00,13.014692,success
SPAN321-b6724341d67e850ad27c2d76,live,1,2026-07-27T03:10:45.517892+00:00,13.754826,success
SPAN321-d7912ae93ad7478bb534c9ca,live,1,2026-07-27T03:10:45.517894+00:00,15.085851,success
SPAN321-2c6fcfd001ae92b4ef6a68b6,live,1,2026-07-27T03:10:45.517897+00:00,14.526014,success
SPAN321-ece15cdfdab1775218177779,live,1,2026-07-27T03:10:45.517899+00:00,15.555509,success
SPAN321-9366309188b3e9e9744b9d1d,live,2,2026-07-27T03:11:01.082564+00:00,2.350485,success
SPAN321-fd1ed739ac4555c9b2ee56b2,live,2,2026-07-27T03:11:01.082621+00:00,2.347350,success
SPAN321-9fc1d7ec6969d1a89a6b3800,live,2,2026-07-27T03:11:01.082638+00:00,2.036177,success
SPAN321-2c6fcfd001ae92b4ef6a68b6,live,2,2026-07-27T03:11:01.082652+00:00,2.899276,success
SPAN321-ce1118a50e98aca08ba96139,live,1,2026-07-27T03:11:04.000841+00:00,2.616793,success
SPAN321-187fb9bee16f13e7d405a362,live,1,2026-07-27T03:11:04.000887+00:00,2.756865,success
SPAN321-0859b7591911c05342bda897,live,1,2026-07-27T03:11:04.000902+00:00,2.271459,success
SPAN321-05d055ebff288d76c33f1293,live,1,2026-07-27T03:11:04.000914+00:00,2.626628,success
SPAN321-70a92e27dcdd20b4de5f5aeb,live,1,2026-07-27T03:11:04.000925+00:00,4.551620,success
SPAN321-54d4804f02000486b9c671e9,live,1,2026-07-27T03:11:04.000930+00:00,6.196884,success
SPAN321-99caf9390e2386974f7ca105,live,1,2026-07-27T03:11:04.000933+00:00,4.894555,success
SPAN321-22c66fe9ad30a289a14dac0a,live,1,2026-07-27T03:11:04.000936+00:00,5.725538,success
SPAN321-91b57ce249eb7dc64018bce6,live,1,2026-07-27T03:11:04.000938+00:00,7.378937,success
SPAN321-00c945a356ddc734e945f99e,live,1,2026-07-27T03:11:04.000941+00:00,7.625601,success
SPAN321-85f3a84ef557f0d6c2d2f330,live,1,2026-07-27T03:11:04.000943+00:00,9.200464,success
SPAN321-b77e65a68f186a6f0834c134,live,1,2026-07-27T03:11:04.000946+00:00,9.626011,success
SPAN321-095dd679c9ef3e952d1c89a7,live,1,2026-07-27T03:11:04.000948+00:00,9.342773,success
SPAN321-3088ac5e98a67e959e8f59ab,live,1,2026-07-27T03:11:04.000951+00:00,9.760624,success
SPAN321-63f0043863c4f01b6d2c2be8,live,1,2026-07-27T03:11:04.000953+00:00,11.330064,success
SPAN321-a1db906d5c3a90e3fc03bcf7,live,1,2026-07-27T03:11:04.000955+00:00,11.181951,success
SPAN321-c834d877f5177f0f745d9977,live,1,2026-07-27T03:11:04.000958+00:00,12.069206,success
SPAN321-4c2838f8fe7b6e273de3ad56,live,1,2026-07-27T03:11:04.000960+00:00,11.498802,success
SPAN321-a31b20c64ef2ca5ed76e2fea,live,1,2026-07-27T03:11:04.000962+00:00,13.635661,success
SPAN321-501bc0baf1b1e24984709a46,live,1,2026-07-27T03:11:04.000965+00:00,13.330919,success
SPAN321-6117e6d3363f708757d4bcbb,live,1,2026-07-27T03:11:04.000967+00:00,13.964924,success
SPAN321-719a14fb9d2feaad9b9030d5,live,1,2026-07-27T03:11:04.000969+00:00,14.311536,success
SPAN321-93fe4bcfbe4cdea37abb84e9,live,1,2026-07-27T03:11:04.000971+00:00,15.408896,success
SPAN321-dd986c6624671e3e05451b81,live,1,2026-07-27T03:11:04.000973+00:00,15.794880,success
SPAN321-73681adb9329eb29d2c9d4dc,live,1,2026-07-27T03:11:04.000976+00:00,17.126711,success
SPAN321-54d4804f02000486b9c671e9,live,2,2026-07-27T03:11:21.138841+00:00,2.478287,success
SPAN321-99caf9390e2386974f7ca105,live,2,2026-07-27T03:11:21.138911+00:00,2.468044,success
SPAN321-22c66fe9ad30a289a14dac0a,live,2,2026-07-27T03:11:21.138929+00:00,2.076641,success
SPAN321-095dd679c9ef3e952d1c89a7,live,2,2026-07-27T03:11:21.138944+00:00,2.115518,success
SPAN321-3088ac5e98a67e959e8f59ab,live,2,2026-07-27T03:11:21.138956+00:00,4.918560,success
SPAN321-a1db906d5c3a90e3fc03bcf7,live,2,2026-07-27T03:11:21.138963+00:00,4.419671,success
SPAN321-4c2838f8fe7b6e273de3ad56,live,2,2026-07-27T03:11:21.138967+00:00,5.599129,success
SPAN321-501bc0baf1b1e24984709a46,live,2,2026-07-27T03:11:21.138970+00:00,4.400215,success
SPAN321-719a14fb9d2feaad9b9030d5,live,2,2026-07-27T03:11:21.138973+00:00,6.987857,success
