mixed_join_key,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_observation_ids,qualitative_observation_ids,quantitative_observation_count,qualitative_observation_count,confidence,reason_codes,qa_status
mix_4d7670671f929ac6ad2d885a,cexrem_a3dc4a6f2373532e9cd6f5c1,doc_d211ec7bac57c08da12b2a72,ttd_54888ebb65f7d388f938ee93,sr_bdc9a9282b63194877a5a254,NSCQ-CA-20260720-0070,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,police,cba,qobs_def30e7b0204510114b2d23b|qobs_30f1c43f7e4d758b6c83883d|qobs_dddaee1daf7f84f5d64a61ea,lobs_def30e7b0204510114b2d23b,3,1,medium,MOUA1_MIDTERM_BASE_SALARY_INCREASE|MOUA1_BASE_SALARY_INCREASE_PAY_PERIOD_IN|MOUA1_IMPLEMENTATION_EFFECTIVE_DATE_RULE|MOUA1_CLASSIC_SAFETY_PENSION_FORMULA|MOUA1_CALPERS_MEMBER_CONTRIBUTION_RATE,provisional_unverified
mix_fe99a1abfd044b5d85441f5b,cexrem_af52a83b90feb45a6204424f,doc_d4e8f84a7ff11a0fc59fba54,ttd_aaf653d34ebeaf4622f40676,sr_8de8098f7bc623f4c9ee9182,NSCQ-CA-20260720-0542,CA,La Puente,CITY OF LA PUENTE,non_safety,cba,qobs_d22db99a2a33779a88482f87,lobs_d22db99a2a33779a88482f87|lobs_29bb0fb351222567c446af2f,1,2,medium,MOU_RESOLUTION_REFLECTS_SALARY_INCREASE_|MOU_EFFECTIVE_FROM_OCT_28_2014_THROUGH_M|RESOLUTION_MOU_TERM_JUL_1_2014_TO_JUN_30|EMPLOYEE_RETIREMENT_CONTRIBUTION_TOTAL_4|CALPERS_EMPLOYEE_CONTRIBUTION_4_PERCENT,provisional_unverified
mix_19313ca2cccbb861eb44ad23,cexrem_dab56921778c4897f80f92b3,doc_f92c0a5df6e357a25558e348,ttd_bf8844d61ac7b178f65c4627,sr_e6f58ede919b66be21b31521,NSCQ-CA-20260720-0734,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,qobs_385b65477fc10d7f7e75ea04|qobs_807ac4fbdef04119190cea92|qobs_95786186242c9fff037a037d,lobs_385b65477fc10d7f7e75ea04,3,1,medium,BASE_SALARY_SCHEDULE_VALUE|COLA_PERCENTAGE_INCREASE_APPLIED_TO_SALR|COLA_CPI_U_WITH_FLOOR_CEILING|OVERTIME_PAY_RULE_PRESENT|WORKING_OUT_OF_CLASS_PAY_DERIVATION|VACATION_PAYOUT_BASIS_NOT_ACTING_PAY,provisional_unverified
mix_13494fa92fb31ecc104028cf,cexrem_9912821b51d9e593a00167ac,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,qobs_4a1c3ca7714c258dd0a0454e|qobs_d873c5dda67baac7c3527d57|qobs_720b28cb3bdcab6c4c14bb7a|qobs_00404927aa0bcef6e91e9a53|qobs_da3a99c999e5977d01aef733,lobs_4a1c3ca7714c258dd0a0454e|lobs_d873c5dda67baac7c3527d57,5,2,medium,S_ALARY_SCHEDULE_VALUE_VISIBLE|COLA_3_PERCENT_EFFECTIVE_PAY_PERIODS|MARKET_STUDY_MARKER_MARCH_2025|WORK_OUT_OF_CLASS_ADDITIONAL_5_PERCENT|OVERTIME_ONE_AND_ONE_HALF_OR_COMP_TIME|COMP_TIME_OFF_PER_OVERTIME_HOUR|COMP_TIME_ACCRUAL_CAP_120_CASH_OUT_AFTER|VACATION_BUY_BACK_CASH_OUT_EXCESS_320,provisional_unverified
mix_568866e6c281b32008a998b6,cexrem_dddfbff18efa9f5a9a1df240,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,qobs_46983205c2e812a6f5cee715|qobs_5fcf81d93b02b3a4066cde87|qobs_c0b5784beb20227d7400fa7b|qobs_38d1dc7ca772c7f2f8e6c5da,lobs_46983205c2e812a6f5cee715,4,1,medium,ARTICLE_V_F_CLASSES_AND_RANGES_SALARY_IN|ARTICLE_V_G_SALARY_STEPS_STEP_MOVEMENT|ARTICLE_V_D_HOURS_AND_PAY_OVERTIME_RULE|ARTICLE_V_D_HOURS_AND_PAY_ANNUAL_LEAVE_T,provisional_unverified
mix_25081819425ab10747b23ec4,cexrem_8b1900fe10e3a34b565b61c5,doc_c854feaf7e3f2a541be18a63,ttd_caa63bd5a8b08f2e8f11f729,sr_f824c6dabf4e677b5c377f1a,NSCQ-CA-20260720-0760,CA,Lomita,CITY OF LOMITA,non_safety,cba,qobs_778674ac086ee12689d528e8|qobs_75fb93a403775f6bb1cfd6bb,lobs_778674ac086ee12689d528e8|lobs_75fb93a403775f6bb1cfd6bb|lobs_64662c6eafbe526b00b71c2f|lobs_3d161113f583862ee653fc30,2,4,medium,MOU2_3_SALARY_RANGES_AND_CLASS_TITLES_JU|MOU2_5_GENERAL_SALARY_SCHEDULE_JUL2020_J|MOU2_1_2PCT_BASE_SALARY_INCREASE_EFFECT|MOU2_2A_1PCT_BASE_SALARY_INCREASE_EFFECT|MOU2_2B_1PCT_BASE_SALARY_INCREASE_EFFECT|MOU_GENERAL_SALARY_SCHEDULE_SECTION_2_5_|MOU2_2C_ONE_TIME_PAYMENT_2PCT_NON_PERS_L|MOU2_2C_ONE_TIME_PAYMENT_1PCT_NON_PERS_L,provisional_unverified
mix_368275ecc89302fecfe7a2a5,cexrem_3137f74419900715150e8d00,doc_f503edff03a0e0266bdb7e25,ttd_c37906d5df983e8c72e9633e,sr_ca364c6b65b0cdcf31ca73fd,NSCQ-CA-20260720-0019,CA,Long Beach,CITY OF LONG BEACH,fire,cba,qobs_27bb3b7ad77468fb1f7f665b|qobs_d2f1ca0b79705f0182a89ffe|qobs_b96b856177399b91ecbdc447|qobs_bf52ba1b6a80d4e0510183b6|qobs_1c182b44b530ff10ac11e056,lobs_27bb3b7ad77468fb1f7f665b,5,1,medium,MOU_A2SIIIA_B_SALARY_INCREASE_2019_3PCT|MOU_A2SIIIA_B_SALARY_INCREASE_2021_3PCT|MOU_A2SIIIA_B_SALARY_INCREASE_2022_3PCT|MOU_A2SIB_ADDITIONAL_STEP_6_2P5PCT_ABOVE|MOU_FISCAL_HARDSHIP_MEASURE_B_REOPENER_M|MOU_A2SIC_ADHOC_LUMP_SUM_2000|MOU_A2SII_LONEVITY_PAR1_15PCT_20Y|MOU_A2SII_LONEVITY_PAR2_10PCT_15Y,provisional_unverified
mix_4f6a4adc8078661d645919d8,cexrem_d864ddde826ea7c57ffc9bb9,doc_a28153cd4a52a889fb1c7835,ttd_fa9952fc9043c801be3c5c62,sr_f9903c1e872a382ef6514c51,NSCQ-CA-20260720-0579,CA,Manhattan Beach,CITY OF MANHATTAN BEACH,non_safety,cba,qobs_53809af8d9e219a43f6cb067|qobs_699a417bf2abe486b6c7c737|qobs_c1c4d526a1c3bbc88c368c55|qobs_2575d58fc963222e1d12c32d,lobs_53809af8d9e219a43f6cb067,4,1,high,BASE_WAGE_PERCENT_INCREASE_FROM_SALARY_R|STEP_MOVEMENT_RULE_FOR_BASE_SALARY|OVERTIME_RATE_DESCRIBED_FOR_NON_EXEMPT,provisional_unverified
mix_395d5dc7e98443f647f679ce,cexrem_893dabfc3aee4d329bb55867,doc_e25855c301d53a996247e392,ttd_c0f37d7e0d400c343649077a,sr_fbf239c04e7132ff0ba59438,NSCQ-CA-20260720-0152,CA,Menifee,CITY OF MENIFEE,police,cba,qobs_5e1400bfe8b982339a020812,lobs_5e1400bfe8b982339a020812|lobs_d747f6635df37dbd318a8904,1,2,medium,STEP_PERCENT_INCREASE_BASE_WAGE|REVENUE_BASED_SALARY_INCREASE_CONDITION|ONE_YEAR_STEP_ADVANCEMENT_RULE|DONNING_DOFFING_STRAIGHT_TIME_OR_OVERTI0|BILINGUAL_PAY_PERCENT_OF_BASE|SPECIAL_ASSIGNMENT_PAY_PERCENT_OF_BASE_S,provisional_unverified
mix_e33e4977d8d4cebed73b497c,cexrem_26f2b135dc5d8a2bd1f1a0e5,doc_49749b82cf06eecf0bc3ca65,ttd_4c2c9ae2a5dea11964ab0567,sr_0c39899118ec6a5846bec1c9,NSCQ-CA-20260720-0295,CA,Redlands,CITY OF REDLANDS,non_safety,cba,qobs_57f25264dab6407666fcddc7|qobs_311905e447fae3d7a5e41d4f|qobs_1c02d6a1155e4cf9efd4c330,lobs_57f25264dab6407666fcddc7,3,1,medium,ARTICLE_5_A_INCREASE_TO_BASE_SALARY|ARTICLE_5_B_INCREASE_TO_BASE_SALARY|ARTICLE_5_C_INCREASE_TO_BASE_SALARY|ARTICLE_5_EFFECTIVE_DATE_IMPLEMENTATION|ARTICLE_6_RETIREMENT_PENSION_COMPONENTS|ARTICLE_32_CTO_ACCRUAL_RATE_FROM_OVERTI|ARTICLE_31_HOLIDAY_PAY_STRAIGHT_TIME,provisional_unverified
mix_2d527f9968402bf211205d55,cexrem_7bad44470df012d8f55204ce,doc_efae382fbd904a05352da2ad,ttd_44f51059f6fdb480b8ade20e,sr_6c1e66549d88fff2b43a7b88,NSCQ-CA-20260720-0526,CA,San Gabriel,CITY OF SAN GABRIEL,fire,cba,qobs_e4165ffcac2bf3b3db87d0ba|qobs_76d2e9c9827378219ac67508|qobs_f85f954ee2f10efef7429bda|qobs_3e7705549ffcc074eedd51b3|qobs_cad9b5effce27f216822a96e,lobs_e4165ffcac2bf3b3db87d0ba|lobs_76d2e9c9827378219ac67508,5,2,medium,ARTICLE_10_SALARY_INCREASE_COMPOSED_BASE|ARTICLE_10_OVERALL_SALARY_INCREASE|ARTICLE_10_EXTERNAL_EQUITY_ADJUSTMENT_AS|ARTICLE_10_COMMAND_STAFF_ADDITIONAL_BASE|ARTICLE_10_EFFECTIVE_JUNE_27_2015_BASE_1|REOPENER_COMPREHENSIVE_MOU_EFFECT|MEET_AND_CONFER_ON_IMPACT_ON_WAGES_HOURS,provisional_unverified
mix_ef2113711dd7b83d9a982a76,cexrem_6ecc6e7f3862e29e38090e10,doc_420af9db4d2e4b74f4b16257,ttd_ad68d23c5c63b33ce66a9bd9,sr_bdecf3c984d4a512964eddab,NSCQ-CA-20260720-0523,CA,San Gabriel,CITY OF SAN GABRIEL,police,cba,qobs_f816a9efae8e7ce025aee783|qobs_005bbdbb045bd75b04c02c43|qobs_93957ccee874234d8a58e510,lobs_f816a9efae8e7ce025aee783|lobs_005bbdbb045bd75b04c02c43,3,2,medium,BASE_SALARY_MARKET_ADJUSTMENT_PERCENTAGE|PROMOTION_BASE_SALARY_INCREASE_MINIMUM|STEP_INCREASE_EFFECTIVE_DATE_RULE|Y_RATING_FROZEN_UNTIL_RANGE_MATCHES,provisional_unverified
mix_4113df38f221dc4acde6337a,cexrem_50960e2602ce01e94b104698,doc_a92a3d6a33a724043da8b92f,ttd_8f67e336008bd820cac88b99,sr_148438f9e988ea6f6e2dc3cd,NSCQ-CA-20260720-0617,CA,Truckee,CITY OF TRUCKEE,police,cba,qobs_21c8b4617e9075a5d91c263f|qobs_bb8db9a579ee1411debc7ecb|qobs_46f98825a552acadaa34f666|qobs_e807fbacdb6edcb882dd8528|qobs_3c7a747dd98c70cf7951791c,lobs_21c8b4617e9075a5d91c263f|lobs_bb8db9a579ee1411debc7ecb,5,2,medium,COLA_5_PERCENT_TO_EMPLOYEE_WAGES|RANGE_MINIMUM_HOURLY_FOR_COLA_ADJUSTED_W|EQUITY_ADJUSTMENT_2_PERCENT_APPLIED_POST|MERIT_INCREASE_TO_BASE_PAY_IF_REVENUE_IN|COLA_CPI_ROUNDED_TO_NEAREST_QUARTER_PER|MERIT_BASED_ON_BUDGETED_REVENUE_AND_EVAL|SHIFT_DIFFERENTIAL_7_5_PERCENT|OVERTIME_TIME_AND_ONE_HALF_ABOVE_80_IN_2,provisional_unverified
mix_4dd2474ce24215c7c415e37d,cexrem_b4b3d5dafaa96f8ac91e793b,doc_332b036a7ff4fa7e099731be,ttd_e060322f2a73c481df0e185e,sr_ccb3b2a3cd544915af251c9f,NSCQ-CA-20260720-0049,CA,Vallejo,CITY OF VALLEJO,non_safety,cba,qobs_568d80573ef214e69ecb42ea|qobs_1f5c47cdae63447073460b1b,lobs_568d80573ef214e69ecb42ea|lobs_1f5c47cdae63447073460b1b,2,2,medium,GENERAL_WAGE_INCREASE_PERCENT_1|GENERAL_WAGE_INCREASE_PERCENT_2|EFFECTIVE_DATE_FIRST_FULL_PAY_PERIOD|PERFORMANCE_CONDITION_FOR_RECEIVING_INCR|HEALTH_PREMIUM_CITY_80_PERCENT_KAISER|HEALTH_PEMHCA_MINIMUM_AND_FLEX_AMOUNT_EX|PEMHCA_MIN_2024_AMOUNT|RETIRE_MEDICAL_RHSP_ELIGIBILITY,provisional_unverified
mix_a71dfed94aaa6e93ca3acf02,cexrem_0a6dda98ad492c588b78dfd6,doc_9a5f8b82aa1ff2a7800b9cb1,ttd_5d6e2c192c3511dbb798ec98,sr_44ffe66273fd7777893eaa4e,NSCQ-CA-20260720-0303,CA,Walnut Creek,CITY OF WALNUT CREEK,police,cba,qobs_97084c5da13af618cf29d94e|qobs_1e2bf258640f69eed6d07c05|qobs_0435cf54af07c413ff4f0f26,lobs_97084c5da13af618cf29d94e|lobs_1e2bf258640f69eed6d07c05,3,2,medium,C1_1_SALARY_RANGE_INCREASE_EFFECTIVE_AUG|C1_1_SALARY_RANGE_INCREASE_EFFECTIVE_AUG|C1_2_SALARY_RANGE_INCREASE_CONDITIONAL_F|Q1_SECTION1_EFFECTIVE_PAY_PERIOD_BEGIN_A|Q1_SECTION2_RECRUITMENT_RETENTION_CALPES|NB_SECTION3_RETENTION_LUMP_SUM_2PCT_BASE|NB_SECTION3_RETENTION_LUMP_SUM_2PCT_BASE|NB_SECTION4_EDUCATIONAL_INCENTIVE_PAY_6_,provisional_unverified
mix_9f2ca6f5061624ba86eebdb9,cexrem_aac393f57f2185fc9b83faf1,doc_b788c29ade9a133dba3efd5b,ttd_9565ee24e50647230e9b3611,sr_8f81d5822862cd57bac4751a,NSCQ-CA-20260720-0302,CA,Walnut Creek,CITY OF WALNUT CREEK,police,cba,qobs_d9c3ea73da22b48525fa0ead|qobs_a5f1b042554130bca5fd618f|qobs_dc32c3f706aa3ac9f9cc83ee|qobs_8537760271acbee24141007e|qobs_0286b916cae24db5ae6f00f1,lobs_d9c3ea73da22b48525fa0ead,5,1,medium,POA_MOU_2012_SALARY_RANGE_BI_WEEKLY_STEP|POA_MOU_CPI_ADJUSTMENT_METHODOLOGY_PARTI,provisional_unverified
mix_277bc1480684928dd89b06d4,cexrem_6d4ff82bb59049c0ad965e23,doc_ce4e700e7121a7ca9d82b012,ttd_50e64cc34f5b7c26bbdd4b16,sr_45a4b781daed374bbd555082,NSCQ-CA-20260720-0320,CA,Yorba Linda,CITY OF YORBA LINDA,non_safety,cba,qobs_c75ad68b5a812b35b29446ad|qobs_e1a4ec8807664b3d60f3b29e,lobs_c75ad68b5a812b35b29446ad|lobs_e1a4ec8807664b3d60f3b29e,2,2,medium,COLA_WAGE_ADJUSTMENT_EFFECTIVE_DATE|COLA_APPLIES_TO_EACH_CLASSIFICATION|MARKET_STUDY_MAY_BE_CONSIDERED_NO_MANDAT|ADDITIONAL_5_PERCENT_BASE_SALARY_DIFFER|RETIREMENT_PLAN_ELIGIBILITY_RULES_PEPRA,provisional_unverified
mix_34f83611a3bec68fec1ef09a,cexrem_aeba084f70b0e44d0917fb58,doc_6a1bdd381f236dd1a06fa076,ttd_dce03d9d92ebd2b94dcd8792,sr_a5c1a35862248be299363ebd,NSCQ-CO-20260720-0011,CO,Fort Collins,CITY OF FORT COLLINS,police,cba,qobs_7f3a977c0b7288d0335200aa|qobs_c4989b3c5bb3a1acc6cd1be2|qobs_951f21a592e32efdebabff5f|qobs_34da804044e9142e1bedfcb3|qobs_31174eead25ce49ec7d4d951,lobs_7f3a977c0b7288d0335200aa|lobs_c4989b3c5bb3a1acc6cd1be2|lobs_951f21a592e32efdebabff5f,5,3,medium,MARKET_DATA_SKILL_LEVEL_MECHANISM|PD_SCHEDULE_PERCENT_ABOVE_BASE_FROM_SKIL|DISPATCHER_SCHEDULE_PERCENT_ABOVE_BASE|CSO_SUPERVISOR_SCHEDULE_PERCENT_ABOVE|FOP_RELEASE_TIME_PAID_AT_REGULAR_RATE|FOP_ADDITIONAL_EMPLOYEES_MAX_OOT_PER_NEG|FOP_LEAVE_TIME_BANK_DONATIONS_RULE|FOP_LEAVE_TIME_BANK_EXCLUDES_FROM_HOURS_,provisional_unverified
