review_type,extraction_case_id,page_number,lane,observation_ids,observation_count,qa_reason,resolution_classification,resolution_status,unresolved_flag,structured_basis,canonical_observation_id,duplicate_observation_ids
potential_quantitative_conflict,cex_3aa9b7e69b4a086e1dd2e5b5,8,quantitative,qobs_37b00ea23114e8bcc3dc5ac6|qobs_d21cb18e2de539057c644ca9,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_f86002aabdcccceea3315e2d,5,quantitative,qobs_dc3e4751cef3e970f04b7f96|qobs_b3ee2db3f3a0aabb224d611b|qobs_bb580cc8f6ed01dcb4c94361|qobs_f4d14c722cfade7fd4c6ad82,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_60f545713dd3d64f8f7d2580,36,quantitative,qobs_4eccb7887656c2d01ed5891a|qobs_fa06ad19d5b99b9cbebf7851,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_0bdde108326cd26fbfcd23a1,1,quantitative,qobs_399fb6bc05bb808915e05676|qobs_61022f6cd00d5a01659db83f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cex_0bdde108326cd26fbfcd23a1,2,quantitative,qobs_ca9ae5f89960cc9ea76a9fdd|qobs_95bdd64c7a0562271046a114|qobs_efa686783a8994c3e2550434,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cex_579be2561452cc472e1e067c,5,quantitative,qobs_cadb12ccf757ba3f3e4e3f98|qobs_8267cf3612c5a6568975789c|qobs_89a54513858dc5c2ffc60548,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different values share an under-specified structured key and reason code.,,
potential_quantitative_conflict,cex_0265647a9dfb1ada78c6c015,28,quantitative,qobs_3182599c90ebc7d9a53ce7a8|qobs_deaef29db45f0e484ecf83cb,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Reason codes distinguish named/classified/market pay components.,,
potential_quantitative_conflict,cex_0265647a9dfb1ada78c6c015,28,quantitative,qobs_c378eca908a151025bb9b314|qobs_571970b1da5de4214cdb6e7f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Reason codes distinguish named/classified/market pay components.,,
potential_quantitative_conflict,cex_4ae96d4716c9d16f51e96338,1,quantitative,qobs_8b795385291a2329c660b313|qobs_616ed91fc6e84cac4546b313|qobs_ac972bfdadb3e8da81f13317,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_4ae96d4716c9d16f51e96338,1,quantitative,qobs_1f67d73bb436adb3a6d166ef|qobs_3993b784bdd5dcb1d082fe02,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_9910ffe374d823ba0403d682,1,quantitative,qobs_0aedd9ce7bcafbaa7c006e87|qobs_a32111d0e07be1a417ac3a00|qobs_d3d77c681e1d95d916fb00ea,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cex_9910ffe374d823ba0403d682,1,quantitative,qobs_d1f487ed8b6a0e4398a22091|qobs_a7ed5daa06348c7ff796e752,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_5c42671b903f2c4c5b1772db,11,quantitative,qobs_7487d85e6da52c266564386c|qobs_3fff7ead5bf92d2bfa54d110|qobs_0ac01ed6fb17d98e9e55f450|qobs_e3f50c415d913677b30993ca,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_03b2c71eb4e4270de7dbae55,5,quantitative,qobs_58c90faa148bd87f0a301554|qobs_3232855663389a176dfe533e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_89199500d21c2dbab6bb3b4c,22,quantitative,qobs_d27117eb74b19b547ef8b778|qobs_419736e633d6cc58da5b6dc0,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_1fa1e412a821765bf0673616,6,quantitative,qobs_7d59019de0e975088093191b|qobs_696fec269326e7bd405b6a47|qobs_194aeccaaa80ba41e0ff3892|qobs_e68f60236f4804303aaddbdc|qobs_d8cd849b2a621614dad873d6,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex_8f53bb6a9675f9abb76a9600,1,quantitative,qobs_4d3a3931bf355999436fd22c|qobs_cc5f044a40ca766cb4438a3b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cex_87f643314ad06cfa714ced23,1,quantitative,qobs_86b37c56b1fe1e21feca3de6|qobs_c2f2fa840af46be0c91436b4|qobs_7dbde19ab20135b3fa4490de|qobs_a5fd4e6733711a3cfdee4534,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cex_22d4d1ba800b504466fa6c16,21,quantitative,qobs_eaa8f07c76407a6d0f5f4f28|qobs_27da8538b8c5eac3a2a38a2d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_fa42fc634830b4af7bbd55ed,24,quantitative,qobs_94edfdedfe26072c5f43df88|qobs_209be9a836fa5829749587ef,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_8296db9331be377a157b0421,12,quantitative,qobs_7f2431bdbc1f074e02cdb4cc|qobs_f9f5d6b8ef24338683649db6|qobs_25264e6502ed619b87edd9e3|qobs_63f476f86b21b7372b0b3461,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_16eaf738b05c5647bcaeb569,13,quantitative,qobs_8eb978d47a96e84005c5fbef|qobs_984e79fc6f51b5160bab7d84|qobs_5074c5d9ea5220b2a01f9f00|qobs_3071e41607b1831c315cc24c|qobs_4f2a90d77e431fa982eb64c2,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_8e895c0bb5dce19638945bf4,9,quantitative,qobs_5147ac2932c6d9b799d3d3dd|qobs_175b7b2105562ae4a732734d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_3e940c2d671c549e5967d721,52,quantitative,qobs_11b9469f7e488b96f3668b4b|qobs_228069350461bb0ef04bff48,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex_5d3e6a5ba223d51087562180,11,quantitative,qobs_4af0ba6b407ab57b07367956|qobs_f3f8577c32d4a73fd9987088,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_47fc35f9d528af0ec6185b9d,10,quantitative,qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_e469fdd18c2c380fe9bc356d,8,quantitative,qobs_923e7d8b7a0accd6b9adfba7|qobs_3615ffb918f4da29293b4fe2,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_7ed821d25d407095ec0fd2e4,10,quantitative,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_b6605fd61e2b4c4900508ccc,6,quantitative,qobs_3dd49ff8a7bda42615fbc9f3|qobs_b1669a8a6617915a9734f0f0|qobs_ccae0f73c0893b3b2a3b27f1|qobs_1f649f5321f2b46486843d00,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_b9d47fd2cc477ae8962aab4f,2,quantitative,qobs_1b0a916c062b27a12f0e1433|qobs_6a6781510c81b19b2de8e73a,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_55a4686f305f50ca82689d7b,1,quantitative,qobs_0061e768a4924ce0613c5725|qobs_a4e52f92b603d10a4ae720e2|qobs_396bfd3863e6e4b863d82adf,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_55a4686f305f50ca82689d7b,1,quantitative,qobs_58e50c2dd37dbd4de8b61849|qobs_6170f1389be1d3fc340a2022,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_cee255168d800981c6d73c2c,1,quantitative,qobs_4a3de13b5fb7f05ac75fb3d5|qobs_d6af0550806e19d2ed366dde|qobs_d3b829b3b7531334cbec2405,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_cee255168d800981c6d73c2c,1,quantitative,qobs_985ddb7a53fed53c92361fdb|qobs_443497d509eb8f225658b2c9,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different values share an under-specified structured key and reason code.,,
potential_quantitative_conflict,cex_ba95127c5b7fe60b82867d85,4,quantitative,qobs_accd219a6e69307ecfc2e7cf|qobs_72654539f45d350da3772979,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_ba95127c5b7fe60b82867d85,4,quantitative,qobs_db0133a7ce5fe1b737a391ac|qobs_13ef7af45d858a0b18c0fe1e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_2a51ac62e4ed6a1c2984049f,38,quantitative,qobs_d6f39640c4aed18a697d3f6a|qobs_778cafef26338040d9708272,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_995a391a0e1cd96a38427d0c,7,quantitative,qobs_4917b6e99309266ef7a6dee3|qobs_bf626ad61c78b170a00f609e|qobs_25483f7c98b248266bd5479a|qobs_2d75e2647fe72a0255be3171,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex_a3fc313e790624b8b6fe9f5b,7,quantitative,qobs_b32deaf4f9666278f93edd50|qobs_fb95dd39928c3e6e57ab1a77|qobs_e2ce4e63b9777ddff0794a76,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_2725ce85072faaaec2cdbad1,13,quantitative,qobs_9fcb94e9597ebf527d924ee1|qobs_12c1b866c367938eef5b86ab,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_ccb87034d09c9c318fbda67d,14,quantitative,qobs_1b5e9cfe1ec1670f9e9f0ac0|qobs_2137b9da39c0d87acaa7e6f0|qobs_a6b6a8829774d2462ecfa57d,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_7b2db404c0cfea1730f37d20,20,quantitative,qobs_1dfd05fd091516757ac072ff|qobs_a433c4677820a7833c2843c5,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_ba17edc93c04373253aa56b0,21,quantitative,qobs_12744d8decb3d5913fd5c27d|qobs_af5a6bded3a5e9b0b531b09e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_b8904d5f29508df492899b0a,21,quantitative,qobs_f85460f29dfe3a87f39f9c00|qobs_3771a818927eca91ce6b5f02,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_f21d2a741f1eed04e42e0c2d,9,quantitative,qobs_12e05d4539d49c320b1275be|qobs_1cae30f385752047fe790fac,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex_1b9c6dcb6ff5f24f67c20a67,10,quantitative,qobs_cf92a3dc861c1c2875f3d418|qobs_de6479fbf8ec223f065e14a9|qobs_c05dd38f896d227982e6bea6|qobs_c9060d480445805c2541a7dd|qobs_59342470b69745f2a0d2239b,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex_a391efc040235ad6112c9602,1,quantitative,qobs_28fd5f79bc84a2ba8317b81b|qobs_5e725b0940b7f4134543e205|qobs_95f1fdcd916d793921457bd2|qobs_ad7d70588a12ab3a9f1ba91e,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_bb3325b5f952a15943a62af6,1,quantitative,qobs_183b2015c414fee3027898e5|qobs_154a91a7063a07ac5e9c604b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_44f394c9033f490c6c4cca58,1,quantitative,qobs_b9e7e5a6d8e658400fb94bb4|qobs_f5e2d18b6945a94f51087dda|qobs_1e0745e102a17d712d919fca,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex_2dc1cda54cffacd6dad38d5f,9,quantitative,qobs_505ba2c3d48e113066f40c7e|qobs_96116a2851122e70545a375b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex_233b9672c51f6fd20d28ed2e,18,quantitative,qobs_f644d9d5bf5249f397e052dd|qobs_6c407de76e46a579d787d43e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex_428a4513531604e90be3225f,21,quantitative,qobs_e358cfb5772df5cf1eec2a1f|qobs_fccaa642b32c214385bdbc11,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different values share an under-specified structured key and reason code.,,
potential_quantitative_conflict,cex_843f43f826cb345797648bc1,2,quantitative,qobs_281c279ecb15bf94b9d46add|qobs_71ca0143475db66011c1e4d5,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex1000_f5c9ee9a20150452392fef15,8,quantitative,qobs_588d740e8273685f6286c62a|qobs_252c3f4d01146a0f8d27f87b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex1000_9c51085648e831dc1b96c60b,10,quantitative,qobs_35a332228965f0c52003eeb5|qobs_66fb659cf7e31a8c43c1079c,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex1000_f1be36d33fcf1c3839e8a97b,13,quantitative,qobs_698c36b2be5198d4fbeef9e1|qobs_04d670c56d38d73318aa2761|qobs_85e45ea5c6b6bc69e160cc4a,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Reason codes distinguish named/classified/market pay components.,,
potential_quantitative_conflict,cex1000_66fd40504285e5df2ac22a86,129,quantitative,qobs_4d58950a8e7886b42bbf01e1|qobs_7d2d1296300d466b673b240b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_81d32ddd9323d4b94b8ed2a2,10,quantitative,qobs_68278829daa0ad9b201fbedc|qobs_5098118efb0a73d9543e32ca|qobs_d7936ae81773c8b3a280a27c,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex1000_a433284429fdbc3027ca08a8,22,quantitative,qobs_2c533fedde4387fc80a64c4a|qobs_fc59bf9c9b4f6c74ddc33276|qobs_f27f169d4d0f033719de6e3c|qobs_c059d2f4a1a9fd9227abd43e|qobs_359877707504f1764ef7b6d4,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_a098483d4d8fd43b46903074,18,quantitative,qobs_16dae25d828950a27b5d7574|qobs_f889c9be1c2ea89d53beb945|qobs_f88e74495f086a3c973274ef,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex1000_f241f225451de812680983dd,48,quantitative,qobs_f3f705585212063b27f47d39|qobs_153dfc4bd1acc4f9e9b0e013,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_3e706a12d7edd7381f8102c5,21,quantitative,qobs_bc182659cc9fa682652ec4cf|qobs_b8b71cbb2ee9fa753cdd9a4b|qobs_c7035df08c10bd7c7a0f0953|qobs_85ceefc52e956a6b42dc67c6|qobs_b56712ca3725fa5801b62100,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cex1000_b2d9c0f63ce6e88a7d74be14,20,quantitative,qobs_88aa28d3cc616a4c2d6d3670|qobs_a975dd052900c9df007f8dbb|qobs_2f3dd2213c157b4ba118de54,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_05141b9ad9c78b9478ae3142,22,quantitative,qobs_6c0b40d7c4b2bd4a1c915e42|qobs_e910a6c3b8d77796f548a1bb|qobs_0ee2d9d3ea75cce4cecdd2f3,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,Different percentage values share the same structured period and reason code.,,
potential_quantitative_conflict,cex1000_105e7a4aee79bfcfdfc1c761,8,quantitative,qobs_66ba067a11d65f2c59200009|qobs_cd1e50e24dcc52d5b71e3e76,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_105e7a4aee79bfcfdfc1c761,8,quantitative,qobs_7983d846789ea6a209e3b8e6|qobs_5eb491ae4e5cfce4dc3623d7,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_69c088d9c1d8d1188650aac5,11,quantitative,qobs_0568b757c63dfc0f3879125a|qobs_41718d6519c7dfb26af3a50f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_e897e5f10efa9d1d510b4876,18,quantitative,qobs_50b50243ebe97d4496a1e05e|qobs_af15033542b0579cf761689d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_e897e5f10efa9d1d510b4876,18,quantitative,qobs_3830e610835dd04b7af298c1|qobs_2c01d3e22fddee1cfadde289,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_bb94b3a47589687bfa15a57f,11,quantitative,qobs_bcf614863c1283ef21f50f09|qobs_b6b5686df5996fd526b9673c,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
