extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status,cumulative_cohort
cex_6967b92238ab419d9d658bb2,doc_86bc07d1f917f5a6cba55068,ttd_0e0352dcf82b4949b4b31cb0,41,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf#page=41,76,1,1,0,0,0,no,no,,6,5994,bounded_valid,corrected_500_seed
cex_6967b92238ab419d9d658bb2,doc_86bc07d1f917f5a6cba55068,ttd_0e0352dcf82b4949b4b31cb0,43,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf#page=43,2,0,1,0,0,0,no,no,,6,5994,bounded_valid,corrected_500_seed
cex_b26471f64f9e384674c41493,doc_d1d97a75226ae2bc738512a8,ttd_8e861bd2c1a8288eb2f035d4,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=2,1273,0,21,0,4,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_d9a9b857f51fc9a1c5f4/page_0002.jpg,5,5990,bounded_valid,corrected_500_seed
cex_b26471f64f9e384674c41493,doc_d1d97a75226ae2bc738512a8,ttd_8e861bd2c1a8288eb2f035d4,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=1,1485,0,22,0,5,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_d9a9b857f51fc9a1c5f4/page_0001.jpg,5,5990,bounded_valid,corrected_500_seed
cex_b26471f64f9e384674c41493,doc_d1d97a75226ae2bc738512a8,ttd_8e861bd2c1a8288eb2f035d4,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=3,1376,0,15,0,1,2,no,no,,5,5990,bounded_valid,corrected_500_seed
cex_b26471f64f9e384674c41493,doc_d1d97a75226ae2bc738512a8,ttd_8e861bd2c1a8288eb2f035d4,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=4,1496,0,20,0,0,15,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_d9a9b857f51fc9a1c5f4/page_0004.jpg,5,5990,bounded_valid,corrected_500_seed
cex_b26471f64f9e384674c41493,doc_d1d97a75226ae2bc738512a8,ttd_8e861bd2c1a8288eb2f035d4,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=5,360,1,5,0,0,1,no,no,,5,5990,bounded_valid,corrected_500_seed
cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,ttd_7b1876cfb898d2995dbe9c63,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=1,1491,2,11,0,5,0,yes,no,,5,5254,bounded_valid,corrected_500_seed
cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,ttd_7b1876cfb898d2995dbe9c63,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=2,196,0,6,0,0,0,no,no,,5,5254,bounded_valid,corrected_500_seed
cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,ttd_7b1876cfb898d2995dbe9c63,3,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=3,1086,4,26,2,5,1,yes,no,,5,5254,bounded_valid,corrected_500_seed
cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,ttd_7b1876cfb898d2995dbe9c63,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=4,1098,1,11,1,4,0,no,no,,5,5254,bounded_valid,corrected_500_seed
cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,ttd_7b1876cfb898d2995dbe9c63,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=5,1383,5,138,1,1,4,yes,no,,5,5254,bounded_valid,corrected_500_seed
cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,ttd_e6600be726ca65db81b0c494,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=2,1497,0,32,0,1,3,yes,no,,6,5997,bounded_valid,corrected_500_seed
cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,ttd_e6600be726ca65db81b0c494,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=1,177,0,5,0,1,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,ttd_e6600be726ca65db81b0c494,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=3,1460,9,33,1,0,9,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,ttd_e6600be726ca65db81b0c494,16,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=16,1489,6,15,1,4,13,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,ttd_e6600be726ca65db81b0c494,15,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=15,1374,1,7,0,1,15,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,ttd_e6600be726ca65db81b0c494,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=17,0,0,0,0,0,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,ttd_47afca94785efa8720695f20,12,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=12,1492,5,28,2,4,6,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,ttd_47afca94785efa8720695f20,11,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=11,1474,3,16,0,3,17,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,ttd_47afca94785efa8720695f20,13,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=13,1473,3,24,0,1,8,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,ttd_47afca94785efa8720695f20,18,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=18,1497,19,9,0,1,24,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,ttd_47afca94785efa8720695f20,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=17,63,1,0,0,0,2,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,ttd_47afca94785efa8720695f20,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=19,0,0,0,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_527d357f4098f3fe88a0c046,doc_217979883e3efe727d99b5d9,ttd_5f128dc01792f95755af394b,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0028_sr_77c90542858b7430570075e2.pdf#page=9,1496,0,11,0,8,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_527d357f4098f3fe88a0c046,doc_217979883e3efe727d99b5d9,ttd_5f128dc01792f95755af394b,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0028_sr_77c90542858b7430570075e2.pdf#page=8,0,0,0,0,0,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_527d357f4098f3fe88a0c046,doc_217979883e3efe727d99b5d9,ttd_5f128dc01792f95755af394b,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0028_sr_77c90542858b7430570075e2.pdf#page=10,1479,4,27,0,3,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_527d357f4098f3fe88a0c046,doc_217979883e3efe727d99b5d9,ttd_5f128dc01792f95755af394b,17,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0028_sr_77c90542858b7430570075e2.pdf#page=17,1499,7,7,0,3,19,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_527d357f4098f3fe88a0c046,doc_217979883e3efe727d99b5d9,ttd_5f128dc01792f95755af394b,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0028_sr_77c90542858b7430570075e2.pdf#page=16,1497,10,23,0,1,12,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_527d357f4098f3fe88a0c046,doc_217979883e3efe727d99b5d9,ttd_5f128dc01792f95755af394b,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0028_sr_77c90542858b7430570075e2.pdf#page=18,27,0,1,0,0,1,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,ttd_fbd5fadbb062e75ec84aacaa,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=1,1496,0,22,0,4,0,no,no,,6,5991,bounded_valid,corrected_500_seed
cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,ttd_fbd5fadbb062e75ec84aacaa,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=2,1160,1,26,0,2,0,no,no,,6,5991,bounded_valid,corrected_500_seed
cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,ttd_fbd5fadbb062e75ec84aacaa,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=3,67,0,0,0,0,0,no,no,,6,5991,bounded_valid,corrected_500_seed
cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,ttd_fbd5fadbb062e75ec84aacaa,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=7,1137,3,28,0,0,2,no,no,,6,5991,bounded_valid,corrected_500_seed
cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,ttd_fbd5fadbb062e75ec84aacaa,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=6,1029,3,26,0,0,7,no,no,,6,5991,bounded_valid,corrected_500_seed
cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,ttd_fbd5fadbb062e75ec84aacaa,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=8,1102,0,6,0,4,0,yes,no,,6,5991,bounded_valid,corrected_500_seed
cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,ttd_2474baf52a21a32eb2a6f8fc,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=15,1491,7,13,0,2,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,ttd_2474baf52a21a32eb2a6f8fc,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=14,1496,2,13,0,3,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,ttd_2474baf52a21a32eb2a6f8fc,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=16,1498,2,9,0,19,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,ttd_2474baf52a21a32eb2a6f8fc,21,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=21,1498,1,11,0,0,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,ttd_2474baf52a21a32eb2a6f8fc,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=20,14,0,0,0,0,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,ttd_2474baf52a21a32eb2a6f8fc,22,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=22,0,0,0,0,0,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_d3c9e38f7fed7af2c097a5ec,doc_ccdf273bb78b3fd567feafd4,ttd_6b2fa79f38c8529aca8ee5a1,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf#page=5,1491,0,4,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_079944347e58e7f01854/page_0005.jpg,6,5996,bounded_valid,corrected_500_seed
cex_d3c9e38f7fed7af2c097a5ec,doc_ccdf273bb78b3fd567feafd4,ttd_6b2fa79f38c8529aca8ee5a1,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf#page=4,1460,0,10,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_079944347e58e7f01854/page_0004.jpg,6,5996,bounded_valid,corrected_500_seed
cex_d3c9e38f7fed7af2c097a5ec,doc_ccdf273bb78b3fd567feafd4,ttd_6b2fa79f38c8529aca8ee5a1,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf#page=6,1490,5,4,0,1,3,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_d3c9e38f7fed7af2c097a5ec,doc_ccdf273bb78b3fd567feafd4,ttd_6b2fa79f38c8529aca8ee5a1,11,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf#page=11,1467,3,14,1,8,5,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_079944347e58e7f01854/page_0011.jpg,6,5996,bounded_valid,corrected_500_seed
cex_d3c9e38f7fed7af2c097a5ec,doc_ccdf273bb78b3fd567feafd4,ttd_6b2fa79f38c8529aca8ee5a1,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf#page=10,88,1,1,0,2,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_d3c9e38f7fed7af2c097a5ec,doc_ccdf273bb78b3fd567feafd4,ttd_6b2fa79f38c8529aca8ee5a1,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf#page=12,0,0,0,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_079944347e58e7f01854/page_0012.jpg,6,5996,bounded_valid,corrected_500_seed
cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=1,1497,1,118,0,0,1,no,no,,5,5996,bounded_valid,corrected_500_seed
cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=2,1497,1,114,0,0,1,no,no,,5,5996,bounded_valid,corrected_500_seed
cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=3,1499,1,132,0,3,0,no,no,,5,5996,bounded_valid,corrected_500_seed
cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=4,1496,1,127,0,0,0,no,no,,5,5996,bounded_valid,corrected_500_seed
cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=5,7,0,2,0,0,0,no,no,,5,5996,bounded_valid,corrected_500_seed
cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,ttd_4f6e0236c7b7414d86104f70,12,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,1454,8,18,1,0,15,no,no,,4,5236,bounded_valid,corrected_500_seed
