scout_candidate_id,scout_target_id,state,region,municipality,county,unit_type,occupation_group,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BSSC-20260727-00011,BSSS-20260727-0004,AK,West,Kotzebue,,non_safety,non_safety,,unclear,Kotzebue Municipal Code — employee conduct / salary-related provisions (Title 2 / Chapter referenced in search result),https://kotzpdweb.tripod.com/city/title2.html,kotzpdweb.tripod.com,personnel_policy,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00012,BSSS-20260727-0004,AK,West,Kotzebue,,unclear,unclear,,unclear,Case No. 91-023-RC & 91-035-RC (Consol.) — Alaska Labor Relations Board decision referencing City of Kotzebue collective bargaining/permitting rejection of PERA,https://labor.alaska.gov/laborr/do/167.htm,labor.alaska.gov,arbitration_award,arbitration_award,high,strike_or_no_strike_constraint,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00013,BSSS-20260727-0004,AK,West,Kotzebue,,unclear,unclear,,unclear,"Kotzebue City ordinance council meeting record item mentioning acceptance of a Memorandum of Understanding (MOU) — resolution 24-24 (planning/land-road inventory context, not labor)",https://meetings.municode.com/adaHtmlDocument/index?cc=KOTZEBUEAK&ip=True&me=e5832f73c41c4eda86e54bd9503edf3c,meetings.municode.com,mou_or_memorandum,agenda_cover_sheet,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00014,BSSS-20260727-0004,AK,West,Kotzebue,,unclear,unclear,,unclear,Kotzebue City Council Report (January/February 2026) — Human Resources / Public Relations section (job postings & HR items),https://mccmeetingspublic.blob.core.usgovcloudapi.net/kotzebueak-meet-1b966867fb51401f92008f4ec3e2d0f9/ITEM-Attachment-001-52b9cb5c677a4e6b922d5e2cc47705c6.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,civil_service_or_hr_pay_plan,context_only,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00015,BSSS-20260727-0005,AK,West,Nome,,police,police,"City of Nome Employees Association, Local #6141 (Alaska Public Employees Association/AFT (AFL-CIO))","January 1, 2022 through December 31, 2024 (operative duration language also references continuation thereafter unless notice to amend; signing/ratification shown as 2022)","Collective Bargaining Agreement between City of Nome and City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) — “City of Nome Final Contract 2022”",https://mccmeetingspublic.blob.core.usgovcloudapi.net/nomealaska-meet-1ee6f42207544a6fba3e83c04eb57af7/ITEM-Attachment-001-ad45e828ef5344c0b10a07ed16913b97.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,cba,cba,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00016,BSSS-20260727-0005,AK,West,Nome,,police,police,"City of Nome Employees Association, Local #6141 (Alaska Public Employees Association/AFT (AFL-CIO))","January 1, 2025 through December 31, 2026","Collective Bargaining Agreement between City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) and the City of Nome — “JANUARY 1, 2025 - December 31, 2026”",https://mccmeetingspublic.blob.core.usgovcloudapi.net/nomealaska-meet-1f7d530db5c741fe8975721fc6f01c4b/ITEM-Attachment-001-e83fecb192f04370b85ce055fab08e81.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,cba,cba,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00017,BSSS-20260727-0006,AK,West,North Pole,,non_safety,non_safety,,unclear,City of North Pole Municipal Code (eCode360) — Chapter 2.36 Personnel System (includes Pay section and pay-step/other pay differentials),https://ecode360.com/47092387,ecode360.com,cba,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00018,BSSS-20260727-0007,AK,West,Seward,,unclear,unclear,Alaska Public Employees Association / Seward Public Employees Association (SPEA) Local 6585,"January 1, 2026 – December 31, 2028","Bargaining Agreement (SPEA Collective Bargaining Agreement) — City of Seward & Alaska Public Employees Association (SPEA Local 6585), 2026–2028",https://www.apea-aft.org/_files/ugd/324ba7_d9808bc8cd7a406885d6cad91349166e.pdf,apea-aft.org,budget_or_pay_plan,cba,high,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00019,BSSS-20260727-0007,AK,West,Seward,,unclear,unclear,,2026 pay plan (operative year referenced; attached pay plan text not retrievable from this source during scouting),Resolution 2025-117: Adopting the 2026 City of Seward Pay Plan (City Council packet / meeting attachment entry),https://www.cityofseward.us/home/showpublisheddocument/5524/639010735206830000,cityofseward.us,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00020,BSSS-20260727-0007,AK,West,Seward,,unclear,unclear,SPEA (referenced in packet),unclear,"Ordinance 2025-013 — Amending Seward City Code, Title 3 Personnel, Chapter 3.65 Collective Bargaining (Council packet / meeting minutes text excerpt)",https://www.cityofseward.us/home/showpublisheddocument/5334/638926024129700000,cityofseward.us,wage_schedule,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00021,BSSS-20260727-0008,AK,West,Unalaska,,police,police,Public Safety Employees Association (PSEA),"July 1, 2024 through June 30, 2027",Collective Bargaining Agreement between PSEA and City of Unalaska (Police Department non-temporary employees),https://www.unalaska.gov/sites/default/files/fileattachments/Mayor%20and%20City%20Council/page/10360/19_psea_cba.pdf,unalaska.gov,cba,cba,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00022,BSSS-20260727-0008,AK,West,Unalaska,,fire,fire,Unalaska Career Firefighters / IAFF Local 5315,"Jan 1, 2025 – June 30, 2026",Agreement between Unalaska Career Firefighters/International Association of Firefighters Local 5315 and City of Unalaska (Fire & Emergency Medical Services non-temporary employees),https://www.unalaska.gov/sites/default/files/fileattachments/Mayor%20and%20City%20Council/page/10360/28_cba_with_iaff.pdf,unalaska.gov,arbitration_award,cba,high,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00023,BSSS-20260727-0008,AK,West,Unalaska,,non_safety,non_safety,International Union of Operating Engineers (IUOE) Local 302,"July 1, 2025 - June 30, 2028",Collective Bargaining Agreement City of Unalaska & IUOE Local 302 for Public Works and Public Utilities Employees,https://www.unalaska.gov/sites/default/files/fileattachments/mayor_and_city_council/meeting/10436/14bviii_resolution_2025-48_iuoe_302_dpw-dpu.pdf,unalaska.gov,arbitration_award,cba,high,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00024,BSSS-20260727-0008,AK,West,Unalaska,,unclear,unclear,,unclear,CITY OF UNALASKA ORDINANCE 2024-04: Amending UCO § 3.40.040 to adopt a new pay range matrix (and amending § 3.40.050 basis of pay rates),https://www.unalaska.gov/sites/default/files/fileattachments/Mayor%20and%20City%20Council/page/10238/2024-04_implementing_new_pay_range_matrix.pdf,unalaska.gov,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00025,BSSS-20260727-0008,AK,West,Unalaska,,unclear,unclear,,unclear,CHAPTER 3.40: PAY (Unalaska City Code) and § 3.40.040 PAY RANGE MATRIX,https://codelibrary.amlegal.com/codes/unalaska/latest/unalaska_ak/0-0-0-34770,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00026,BSSS-20260727-0009,AK,West,Valdez,,fire,fire,"International Association of Fire Fighters, Local 5618 (exclusive bargaining representative per ordinance)",unclear,Ordinance 26-02 — Amending Title 2 by Creating Chapter 2.96 Titled Firefighter Collective Bargaining,https://ecode360.com/VA4680/laws/LF2741348.pdf,ecode360.com,cba,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00027,BSSS-20260727-0010,AK,West,Wrangell,,non_safety,non_safety,International Brotherhood of Electrical Workers Local 1547 (IBEW 1547),"July 1, 2021 - June 30, 2024","Collective Bargaining Agreement between City & Borough of Wrangell and International Brotherhood of Electrical Workers Local 1547, AFL-CIO (July 1, 2021 through June 30, 2024)",https://www.wrangell.com/sites/default/files/fileattachments/finance/page/6531/2021-149_ibew_collective_bargaining_agreement_-_final_2021-2024.pdf,wrangell.com,cba,cba,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00028,BSSS-20260727-0010,AK,West,Wrangell,,non_safety,non_safety,International Brotherhood of Electrical Workers (IBEW) Local 1547,"July 1, 2017 - June 30, 2020","Collective Bargaining Agreement of 6-20-17 (modified 7-10-17) between City & Borough of Wrangell and IBEW Local 1547 (effective July 1, 2017 through June 30, 2020)",https://www.wrangell.com/sites/default/files/fileattachments/community/page/6381/collective_bargaining_agreement_of_6-20-17_modfied_7-10-17_2.pdf,wrangell.com,cba,cba,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00029,BSSS-20260727-0010,AK,West,Wrangell,,unclear,unclear,,unclear,Chapter 3.58: Personnel Rules and Policies (includes collective bargaining rights references) — City & Borough of Wrangell municipal code,https://ecode360.com/46983997,ecode360.com,cba,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00030,BSSS-20260727-0011,AL,South,Alabaster,,non_safety,non_safety,,unclear,"City of Alabaster, Alabama — Employee Handbook and General Policies and Procedures Manual",https://mccmeetingspublic.blob.core.usgovcloudapi.net/alabastal-meet-6e32e6864f3742a8a20bc302cbe19064/ITEM-Attachment-001-1ade28ff865e4fe2ab422d19fdeadbab.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00031,BSSS-20260727-0012,AL,South,Athens,,non_safety,non_safety,,unclear,"Chapter 62 - PERSONNEL (City of Athens, AL)",https://library.municode.com/al/athens/codes/code_of_ordinances?nodeId=COOR_CH62PE_ARTIINGE,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00032,BSSS-20260727-0012,AL,South,Athens,,non_safety,non_safety,,unclear,City of Athens Personnel Policies and Procedures Handbook (Document Center),https://athensalabama.us/DocumentCenter/View/2857/City-of-Athens-Personnel-Policies-and-Procedures-Handbook-12224,athensalabama.us,wage_schedule,wage_schedule_or_compensation_plan,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00033,BSSS-20260727-0012,AL,South,Athens,,unclear,unclear,,unclear,Ordinance 888 Amendments (Master classification plan for employees) — AgendaCenter minutes PDF snippet,https://www.athensalabama.us/AgendaCenter/ViewFile/Minutes/_11242025-551,athensalabama.us,agenda_packet_or_minutes,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00034,BSSS-20260727-0013,AL,South,Bessemer,,non_safety,non_safety,,unclear,CITY OF BESSEMER SALARY SCHEDULE (Regular Rates) — Effective 11/1/2025 (Acknowledged by Personnel Board 12/4/2025),https://www.pbjcal.org/documents/salary/03BS/regular.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00035,BSSS-20260727-0013,AL,South,Bessemer,,unclear,unclear,,unclear,CITY OF BESSEMER PUBLIC SAFETY SALARY SCHEDULE — Effective 11/01/2025 (Acknowledged by Board on 12/4/2025),https://pbjcal.org/documents/salary/03BS/publicsafety.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00036,BSSS-20260727-0014,AL,South,Daphne,,non_safety,non_safety,,unclear,Ordinance 2024-39 — An Ordinance Adopting Classification and Compensation Plan (Exhibit A: Job Classification Schedule with pay grades/ranges),https://www.daphneal.com/DocumentCenter/View/6257/Ordinance-2024-39-Adopting-Classification-and-Compensation-Plan,daphneal.com,budget_or_pay_plan,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00037,BSSS-20260727-0014,AL,South,Daphne,,non_safety,non_safety,,unclear,"Ordinance 2017-73 — Amending City of Daphne Pay Plan (includes longevity pay, COLA, and public safety position pay-scale adjustments)",https://www.daphneal.com/DocumentCenter/View/990/Ordinance-2017-73---Amending-City-of-Daphne-Pay-Plan,daphneal.com,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00038,BSSS-20260727-0014,AL,South,Daphne,,non_safety,non_safety,,unclear,"Code of Ordinances (Municode) — Chapter 16, Personnel; job classification schedule/pay grade & salary range references (effective date shown in excerpt)",https://library.municode.com/AL/Daphne/codes/Code_of_Ordinances?nodeId=COOR_CH16PE_S16-2ADDRALPO,library.municode.com,wage_schedule,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
