run_id,row_index,row_identity_key,municipality_id,municipality,state,worker_id,census_gov_id,prompt_started_at,prompt_finished_at,elapsed_seconds,sleep_before_seconds,sleep_after_seconds,planned_sleep_before_seconds,planned_sleep_after_seconds,pacing_mode,adaptive_sleep_level_seconds,adaptive_sleep_event,backend,model,live_attempted,success_status,parse_status,failure_type,response_id_present,input_tokens,output_tokens,reasoning_tokens,total_tokens
all_2026-07-27_132715,11,municipality_id:cog_2025_160707,cog_2025_160707,Alabaster,AL,,160707,2026-07-27T13:33:30.623719-04:00,2026-07-27T13:33:52.742656-04:00,22.119,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26190,1150,707,27340
all_2026-07-27_132715,12,municipality_id:cog_2025_207518,cog_2025_207518,Athens,AL,,207518,2026-07-27T13:33:52.742753-04:00,2026-07-27T13:34:29.808908-04:00,37.065,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,37904,2238,1207,40142
all_2026-07-27_132715,13,municipality_id:cog_2025_160637,cog_2025_160637,Bessemer,AL,,160637,2026-07-27T13:34:29.809155-04:00,2026-07-27T13:34:46.491737-04:00,16.682,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,18009,1395,642,19404
all_2026-07-27_132715,14,municipality_id:cog_2025_160546,cog_2025_160546,Daphne,AL,,160546,2026-07-27T13:34:46.491906-04:00,2026-07-27T13:35:17.966125-04:00,31.474,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,30774,2900,1454,33674
all_2026-07-27_132715,15,municipality_id:cog_2025_160548,cog_2025_160548,Fairhope,AL,,160548,2026-07-27T13:35:17.966247-04:00,2026-07-27T13:35:46.999649-04:00,29.033,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,25866,1743,915,27609
all_2026-07-27_132715,16,municipality_id:cog_2025_183677,cog_2025_183677,Gadsden,AL,,183677,2026-07-27T13:35:46.999835-04:00,2026-07-27T13:36:12.004490-04:00,25.004,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,24774,2169,1079,26943
all_2026-07-27_132715,17,municipality_id:cog_2025_122554,cog_2025_122554,Homewood,AL,,122554,2026-07-27T13:36:12.004667-04:00,2026-07-27T13:36:47.357384-04:00,35.352,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26476,1373,965,27849
all_2026-07-27_132715,18,municipality_id:cog_2025_193062,cog_2025_193062,Northport,AL,,193062,2026-07-27T13:36:47.357809-04:00,2026-07-27T13:37:22.486117-04:00,35.128,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,31595,1547,1139,33142
all_2026-07-27_132715,19,municipality_id:cog_2025_160663,cog_2025_160663,Opelika,AL,,160663,2026-07-27T13:37:22.486291-04:00,2026-07-27T13:37:52.310768-04:00,29.824,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22216,1618,838,23834
all_2026-07-27_132715,20,municipality_id:cog_2025_183682,cog_2025_183682,Pelham,AL,,183682,2026-07-27T13:37:52.310981-04:00,2026-07-27T13:38:20.615818-04:00,28.304,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,30367,2487,1057,32854
all_2026-07-27_132715,21,municipality_id:cog_2025_220399,cog_2025_220399,Bella Vista,AR,,220399,2026-07-27T13:38:20.616028-04:00,2026-07-27T13:38:39.560902-04:00,18.944,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,12822,1862,817,14684
all_2026-07-27_132715,22,municipality_id:cog_2025_161059,cog_2025_161059,Bryant,AR,,161059,2026-07-27T13:38:39.561069-04:00,2026-07-27T13:39:06.701551-04:00,27.14,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,30461,1413,950,31874
all_2026-07-27_132715,23,municipality_id:cog_2025_160895,cog_2025_160895,Centerton,AR,,160895,2026-07-27T13:39:06.701831-04:00,2026-07-27T13:39:21.445345-04:00,14.743,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,13827,1187,407,15014
all_2026-07-27_132715,24,municipality_id:cog_2025_194955,cog_2025_194955,El Dorado,AR,,194955,2026-07-27T13:39:21.445484-04:00,2026-07-27T13:39:45.816390-04:00,24.37,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,21824,2053,987,23877
all_2026-07-27_132715,25,municipality_id:cog_2025_194954,cog_2025_194954,Jacksonville,AR,,194954,2026-07-27T13:39:45.816679-04:00,2026-07-27T13:40:15.006330-04:00,29.189,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22420,1846,809,24266
all_2026-07-27_132715,26,municipality_id:cog_2025_161050,cog_2025_161050,Maumelle,AR,,161050,2026-07-27T13:40:15.006593-04:00,2026-07-27T13:40:42.743012-04:00,27.736,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22384,2261,714,24645
all_2026-07-27_132715,27,municipality_id:cog_2025_161086,cog_2025_161086,Searcy,AR,,161086,2026-07-27T13:40:42.743221-04:00,2026-07-27T13:40:59.769943-04:00,17.026,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,21639,1430,702,23069
all_2026-07-27_132715,28,municipality_id:cog_2025_160897,cog_2025_160897,Siloam Springs,AR,,160897,2026-07-27T13:40:59.770125-04:00,2026-07-27T13:41:30.348791-04:00,30.578,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,34394,2832,1124,37226
all_2026-07-27_132715,29,municipality_id:cog_2025_122864,cog_2025_122864,Van Buren,AR,,122864,2026-07-27T13:41:30.348961-04:00,2026-07-27T13:42:03.116689-04:00,32.767,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26953,2309,1202,29262
all_2026-07-27_132715,30,municipality_id:cog_2025_183727,cog_2025_183727,West Memphis,AR,,183727,2026-07-27T13:42:03.116892-04:00,2026-07-27T13:42:33.347866-04:00,30.23,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,31802,2205,1166,34007
all_2026-07-27_132715,31,municipality_id:cog_2025_160845,cog_2025_160845,Apache Junction,AZ,,160845,2026-07-27T13:42:33.348095-04:00,2026-07-27T13:42:54.431363-04:00,21.083,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,14011,3002,439,17013
all_2026-07-27_132715,32,municipality_id:cog_2025_160836,cog_2025_160836,Bullhead City,AZ,,160836,2026-07-27T13:42:54.431514-04:00,2026-07-27T13:43:17.113744-04:00,22.682,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,27965,1263,825,29228
all_2026-07-27_132715,33,municipality_id:cog_2025_122747,cog_2025_122747,El Mirage,AZ,,122747,2026-07-27T13:43:17.113910-04:00,2026-07-27T13:43:39.301300-04:00,22.187,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,23148,1559,817,24707
all_2026-07-27_132715,34,municipality_id:cog_2025_100252,cog_2025_100252,Kingman,AZ,,100252,2026-07-27T13:43:39.301545-04:00,2026-07-27T13:44:07.825985-04:00,28.523,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26322,1683,859,28005
all_2026-07-27_132715,35,municipality_id:cog_2025_183703,cog_2025_183703,Oro Valley,AZ,,183703,2026-07-27T13:44:07.826450-04:00,2026-07-27T13:44:36.124641-04:00,28.297,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,23949,2082,663,26031
all_2026-07-27_132715,36,municipality_id:cog_2025_189586,cog_2025_189586,Prescott,AZ,,189586,2026-07-27T13:44:36.125140-04:00,2026-07-27T13:44:46.005112-04:00,9.879,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,17001,521,490,17522
all_2026-07-27_132715,37,municipality_id:cog_2025_160849,cog_2025_160849,Prescott Valley,AZ,,160849,2026-07-27T13:44:46.005317-04:00,2026-07-27T13:45:19.139604-04:00,33.134,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22447,2106,937,24553
all_2026-07-27_132715,38,municipality_id:cog_2025_183705,cog_2025_183705,Sahuarita,AZ,,183705,2026-07-27T13:45:19.139818-04:00,2026-07-27T13:45:50.247345-04:00,31.137,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26882,2193,1130,29075
all_2026-07-27_132715,39,municipality_id:cog_2025_160851,cog_2025_160851,San Luis,AZ,,160851,2026-07-27T13:45:50.247818-04:00,2026-07-27T13:46:16.961788-04:00,26.719,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,27468,1869,1113,29337
all_2026-07-27_132715,40,municipality_id:cog_2025_160822,cog_2025_160822,Sierra Vista,AZ,,160822,2026-07-27T13:46:16.962021-04:00,2026-07-27T13:46:38.917288-04:00,21.956,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,19129,2367,757,21496
all_2026-07-27_132715,41,municipality_id:cog_2025_161196,cog_2025_161196,Agoura Hills,CA,,161196,2026-07-27T13:46:38.917594-04:00,2026-07-27T13:46:56.026990-04:00,17.109,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,18572,1331,837,19903
all_2026-07-27_132715,42,municipality_id:cog_2025_183819,cog_2025_183819,Albany,CA,,183819,2026-07-27T13:46:56.027177-04:00,2026-07-27T13:47:33.192976-04:00,37.166,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,30186,2832,1372,33018
all_2026-07-27_132715,43,municipality_id:cog_2025_161200,cog_2025_161200,Chowchilla,CA,,161200,2026-07-27T13:47:33.193192-04:00,2026-07-27T13:47:57.859612-04:00,24.666,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,30567,2105,920,32672
all_2026-07-27_132715,44,municipality_id:cog_2025_211211,cog_2025_211211,Galt,CA,,211211,2026-07-27T13:47:57.859839-04:00,2026-07-27T13:48:40.674573-04:00,42.814,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,39547,3798,1942,43345
all_2026-07-27_132715,45,municipality_id:cog_2025_207597,cog_2025_207597,Imperial Beach,CA,,207597,2026-07-27T13:48:40.674764-04:00,2026-07-27T13:49:07.152822-04:00,26.478,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,29907,2134,807,32041
all_2026-07-27_132715,46,municipality_id:cog_2025_183837,cog_2025_183837,Laguna Beach,CA,,183837,2026-07-27T13:49:07.152998-04:00,2026-07-27T13:49:46.542302-04:00,39.389,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,32228,4055,2109,36283
all_2026-07-27_132715,47,municipality_id:cog_2025_123099,cog_2025_123099,Orinda,CA,,123099,2026-07-27T13:49:46.542489-04:00,2026-07-27T13:50:24.533618-04:00,37.991,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,31407,2871,1492,34278
all_2026-07-27_132715,48,municipality_id:cog_2025_161222,cog_2025_161222,Seal Beach,CA,,161222,2026-07-27T13:50:24.533950-04:00,2026-07-27T13:50:55.460080-04:00,30.926,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22988,2444,1178,25432
all_2026-07-27_132715,49,municipality_id:cog_2025_189638,cog_2025_189638,South El Monte,CA,,189638,2026-07-27T13:50:55.460259-04:00,2026-07-27T13:51:08.199430-04:00,12.739,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,14261,1245,418,15506
all_2026-07-27_132715,50,municipality_id:cog_2025_161249,cog_2025_161249,Yucca Valley,CA,,161249,2026-07-27T13:51:08.199614-04:00,2026-07-27T13:51:31.627456-04:00,23.427,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26452,1829,1087,28281
all_2026-07-27_132715,51,municipality_id:cog_2025_161355,cog_2025_161355,Castle Rock,CO,,161355,2026-07-27T13:51:31.627653-04:00,2026-07-27T13:51:49.028487-04:00,17.4,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,18164,1277,588,19441
all_2026-07-27_132715,52,municipality_id:cog_2025_204113,cog_2025_204113,Commerce City,CO,,204113,2026-07-27T13:51:49.028685-04:00,2026-07-27T13:52:30.221462-04:00,41.192,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,37844,2518,1440,40362
all_2026-07-27_132715,53,municipality_id:cog_2025_207617,cog_2025_207617,Englewood,CO,,207617,2026-07-27T13:52:30.221892-04:00,2026-07-27T13:52:46.082099-04:00,15.86,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,18006,1725,606,19731
all_2026-07-27_132715,54,municipality_id:cog_2025_161426,cog_2025_161426,Evans,CO,,161426,2026-07-27T13:52:46.082292-04:00,2026-07-27T13:53:07.102865-04:00,21.02,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,24095,1733,1060,25828
all_2026-07-27_132715,55,municipality_id:cog_2025_194649,cog_2025_194649,Fountain,CO,,194649,2026-07-27T13:53:07.103077-04:00,2026-07-27T13:53:31.444775-04:00,24.341,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26040,1662,880,27702
all_2026-07-27_132715,56,municipality_id:cog_2025_123724,cog_2025_123724,Lafayette,CO,,123724,2026-07-27T13:53:31.444989-04:00,2026-07-27T13:54:15.293728-04:00,43.848,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,35884,3086,1709,38970
all_2026-07-27_132715,57,municipality_id:cog_2025_161398,cog_2025_161398,Montrose,CO,,161398,2026-07-27T13:54:15.294038-04:00,2026-07-27T13:54:39.086832-04:00,23.792,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22271,1580,810,23851
all_2026-07-27_132715,58,municipality_id:cog_2025_161329,cog_2025_161329,Northglenn,CO,,161329,2026-07-27T13:54:39.087114-04:00,2026-07-27T13:55:02.281751-04:00,23.194,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26604,1855,1069,28459
all_2026-07-27_132715,59,municipality_id:cog_2025_161356,cog_2025_161356,Parker,CO,,161356,2026-07-27T13:55:02.282007-04:00,2026-07-27T13:55:30.105617-04:00,27.823,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,27532,2337,941,29869
all_2026-07-27_132715,60,municipality_id:cog_2025_101405,cog_2025_101405,Wheat Ridge,CO,,101405,2026-07-27T13:55:30.105843-04:00,2026-07-27T13:55:39.070083-04:00,8.964,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,17980,638,607,18618
all_2026-07-27_132715,61,municipality_id:cog_2025_161466,cog_2025_161466,East Hartford,CT,,161466,2026-07-27T13:55:39.070274-04:00,2026-07-27T13:56:16.516830-04:00,37.446,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,39742,3220,1572,42962
all_2026-07-27_132715,62,municipality_id:cog_2025_124049,cog_2025_124049,Enfield,CT,,124049,2026-07-27T13:56:16.516975-04:00,2026-07-27T13:57:03.929764-04:00,47.413,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,60014,3117,1876,63131
all_2026-07-27_132715,63,municipality_id:cog_2025_161456,cog_2025_161456,Fairfield,CT,,161456,2026-07-27T13:57:03.929946-04:00,2026-07-27T13:57:41.818634-04:00,37.888,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,31393,2629,1172,34022
all_2026-07-27_132715,64,municipality_id:cog_2025_161457,cog_2025_161457,Greenwich,CT,,161457,2026-07-27T13:57:41.818920-04:00,2026-07-27T13:58:22.516344-04:00,40.697,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26401,1739,627,28140
all_2026-07-27_132715,65,municipality_id:cog_2025_161502,cog_2025_161502,Groton,CT,,161502,2026-07-27T13:58:22.516525-04:00,2026-07-27T13:59:15.305868-04:00,52.789,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,28616,2449,848,31065
all_2026-07-27_132715,66,municipality_id:cog_2025_161496,cog_2025_161496,Hamden,CT,,161496,2026-07-27T13:59:15.306038-04:00,2026-07-27T13:59:46.240133-04:00,30.934,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,28239,2406,1038,30645
all_2026-07-27_132715,67,municipality_id:cog_2025_161472,cog_2025_161472,Southington,CT,,161472,2026-07-27T13:59:46.240350-04:00,2026-07-27T13:59:58.420305-04:00,12.18,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,13854,1542,437,15396
all_2026-07-27_132715,68,municipality_id:cog_2025_124046,cog_2025_124046,Stratford,CT,,124046,2026-07-27T13:59:58.420505-04:00,2026-07-27T14:00:31.093206-04:00,32.672,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,35728,2589,1296,38317
all_2026-07-27_132715,69,municipality_id:cog_2025_101709,cog_2025_101709,Trumbull,CT,,101709,2026-07-27T14:00:31.093478-04:00,2026-07-27T14:01:01.906895-04:00,30.813,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,23143,3151,1320,26294
all_2026-07-27_132715,70,municipality_id:cog_2025_124059,cog_2025_124059,Wallingford,CT,,124059,2026-07-27T14:01:01.907092-04:00,2026-07-27T14:01:40.510316-04:00,38.603,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,29397,1922,1053,31319
all_2026-07-27_132715,71,municipality_id:cog_2025_124144,cog_2025_124144,Camden,DE,,124144,2026-07-27T14:01:40.510598-04:00,2026-07-27T14:02:05.938220-04:00,25.427,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,18236,1451,725,19687
all_2026-07-27_132715,72,municipality_id:cog_2025_161521,cog_2025_161521,Clayton,DE,,161521,2026-07-27T14:02:05.938390-04:00,2026-07-27T14:02:36.720122-04:00,30.781,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,26940,972,942,27912
all_2026-07-27_132715,73,municipality_id:cog_2025_161528,cog_2025_161528,Elsmere,DE,,161528,2026-07-27T14:02:36.720327-04:00,2026-07-27T14:02:52.447279-04:00,15.727,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,18258,1784,735,20042
all_2026-07-27_132715,74,municipality_id:cog_2025_161523,cog_2025_161523,Harrington,DE,,161523,2026-07-27T14:02:52.447507-04:00,2026-07-27T14:03:22.158203-04:00,29.71,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,22092,1589,885,23681
all_2026-07-27_132715,75,municipality_id:cog_2025_189795,cog_2025_189795,Laurel,DE,,189795,2026-07-27T14:03:22.158388-04:00,2026-07-27T14:03:44.112747-04:00,21.954,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,30375,1632,957,32007
all_2026-07-27_132715,76,municipality_id:cog_2025_161537,cog_2025_161537,Lewes,DE,,161537,2026-07-27T14:03:44.112963-04:00,2026-07-27T14:03:54.387107-04:00,10.274,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,16739,590,560,17329
all_2026-07-27_132715,77,municipality_id:cog_2025_101820,cog_2025_101820,Millsboro,DE,,101820,2026-07-27T14:03:54.387296-04:00,2026-07-27T14:04:07.050898-04:00,12.663,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,21176,714,683,21890
all_2026-07-27_132715,78,municipality_id:cog_2025_161539,cog_2025_161539,Milton,DE,,161539,2026-07-27T14:04:07.051067-04:00,2026-07-27T14:04:36.698430-04:00,29.647,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,27548,2103,934,29651
all_2026-07-27_132715,79,municipality_id:cog_2025_207648,cog_2025_207648,New Castle,DE,,207648,2026-07-27T14:04:36.698603-04:00,2026-07-27T14:05:36.316059-04:00,59.617,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,34920,2590,1282,37510
all_2026-07-27_132715,80,municipality_id:cog_2025_161541,cog_2025_161541,Selbyville,DE,,161541,2026-07-27T14:05:36.316316-04:00,2026-07-27T14:07:06.330029-04:00,90.011,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,failed,failed,timeout_or_capacity,no,,,,
all_2026-07-27_132715,81,municipality_id:cog_2025_161617,cog_2025_161617,Atlantic Beach,FL,,161617,2026-07-27T14:07:06.330575-04:00,2026-07-27T14:07:39.975331-04:00,33.644,0.0,0.0,0.0,0.0,fixed,,fixed,direct-sdk,gpt-5.4-nano,yes,completed_parseable,parseable,,yes,28439,1659,862,30098
