scout_candidate_id,scout_target_id,state,region,municipality,county,unit_type,occupation_group,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BSSC-20260727-00014,BSSS-20260727-0004,AK,West,Kotzebue,,unclear,unclear,,unclear,Kotzebue City Council Report (January/February 2026) — Human Resources / Public Relations section (job postings & HR items),https://mccmeetingspublic.blob.core.usgovcloudapi.net/kotzebueak-meet-1b966867fb51401f92008f4ec3e2d0f9/ITEM-Attachment-001-52b9cb5c677a4e6b922d5e2cc47705c6.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,civil_service_or_hr_pay_plan,context_only,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00018,BSSS-20260727-0007,AK,West,Seward,,unclear,unclear,Alaska Public Employees Association / Seward Public Employees Association (SPEA) Local 6585,"January 1, 2026 – December 31, 2028","Bargaining Agreement (SPEA Collective Bargaining Agreement) — City of Seward & Alaska Public Employees Association (SPEA Local 6585), 2026–2028",https://www.apea-aft.org/_files/ugd/324ba7_d9808bc8cd7a406885d6cad91349166e.pdf,apea-aft.org,budget_or_pay_plan,cba,high,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00019,BSSS-20260727-0007,AK,West,Seward,,unclear,unclear,,2026 pay plan (operative year referenced; attached pay plan text not retrievable from this source during scouting),Resolution 2025-117: Adopting the 2026 City of Seward Pay Plan (City Council packet / meeting attachment entry),https://www.cityofseward.us/home/showpublisheddocument/5524/639010735206830000,cityofseward.us,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00020,BSSS-20260727-0007,AK,West,Seward,,unclear,unclear,SPEA (referenced in packet),unclear,"Ordinance 2025-013 — Amending Seward City Code, Title 3 Personnel, Chapter 3.65 Collective Bargaining (Council packet / meeting minutes text excerpt)",https://www.cityofseward.us/home/showpublisheddocument/5334/638926024129700000,cityofseward.us,wage_schedule,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00022,BSSS-20260727-0008,AK,West,Unalaska,,fire,fire,Unalaska Career Firefighters / IAFF Local 5315,"Jan 1, 2025 – June 30, 2026",Agreement between Unalaska Career Firefighters/International Association of Firefighters Local 5315 and City of Unalaska (Fire & Emergency Medical Services non-temporary employees),https://www.unalaska.gov/sites/default/files/fileattachments/Mayor%20and%20City%20Council/page/10360/28_cba_with_iaff.pdf,unalaska.gov,arbitration_award,cba,high,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00023,BSSS-20260727-0008,AK,West,Unalaska,,non_safety,non_safety,International Union of Operating Engineers (IUOE) Local 302,"July 1, 2025 - June 30, 2028",Collective Bargaining Agreement City of Unalaska & IUOE Local 302 for Public Works and Public Utilities Employees,https://www.unalaska.gov/sites/default/files/fileattachments/mayor_and_city_council/meeting/10436/14bviii_resolution_2025-48_iuoe_302_dpw-dpu.pdf,unalaska.gov,arbitration_award,cba,high,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00024,BSSS-20260727-0008,AK,West,Unalaska,,unclear,unclear,,unclear,CITY OF UNALASKA ORDINANCE 2024-04: Amending UCO § 3.40.040 to adopt a new pay range matrix (and amending § 3.40.050 basis of pay rates),https://www.unalaska.gov/sites/default/files/fileattachments/Mayor%20and%20City%20Council/page/10238/2024-04_implementing_new_pay_range_matrix.pdf,unalaska.gov,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00025,BSSS-20260727-0008,AK,West,Unalaska,,unclear,unclear,,unclear,CHAPTER 3.40: PAY (Unalaska City Code) and § 3.40.040 PAY RANGE MATRIX,https://codelibrary.amlegal.com/codes/unalaska/latest/unalaska_ak/0-0-0-34770,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00030,BSSS-20260727-0011,AL,South,Alabaster,,non_safety,non_safety,,unclear,"City of Alabaster, Alabama — Employee Handbook and General Policies and Procedures Manual",https://mccmeetingspublic.blob.core.usgovcloudapi.net/alabastal-meet-6e32e6864f3742a8a20bc302cbe19064/ITEM-Attachment-001-1ade28ff865e4fe2ab422d19fdeadbab.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00031,BSSS-20260727-0012,AL,South,Athens,,non_safety,non_safety,,unclear,"Chapter 62 - PERSONNEL (City of Athens, AL)",https://library.municode.com/al/athens/codes/code_of_ordinances?nodeId=COOR_CH62PE_ARTIINGE,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00032,BSSS-20260727-0012,AL,South,Athens,,non_safety,non_safety,,unclear,City of Athens Personnel Policies and Procedures Handbook (Document Center),https://athensalabama.us/DocumentCenter/View/2857/City-of-Athens-Personnel-Policies-and-Procedures-Handbook-12224,athensalabama.us,wage_schedule,wage_schedule_or_compensation_plan,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00033,BSSS-20260727-0012,AL,South,Athens,,unclear,unclear,,unclear,Ordinance 888 Amendments (Master classification plan for employees) — AgendaCenter minutes PDF snippet,https://www.athensalabama.us/AgendaCenter/ViewFile/Minutes/_11242025-551,athensalabama.us,agenda_packet_or_minutes,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00034,BSSS-20260727-0013,AL,South,Bessemer,,non_safety,non_safety,,unclear,CITY OF BESSEMER SALARY SCHEDULE (Regular Rates) — Effective 11/1/2025 (Acknowledged by Personnel Board 12/4/2025),https://www.pbjcal.org/documents/salary/03BS/regular.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00035,BSSS-20260727-0013,AL,South,Bessemer,,unclear,unclear,,unclear,CITY OF BESSEMER PUBLIC SAFETY SALARY SCHEDULE — Effective 11/01/2025 (Acknowledged by Board on 12/4/2025),https://pbjcal.org/documents/salary/03BS/publicsafety.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00036,BSSS-20260727-0014,AL,South,Daphne,,non_safety,non_safety,,unclear,Ordinance 2024-39 — An Ordinance Adopting Classification and Compensation Plan (Exhibit A: Job Classification Schedule with pay grades/ranges),https://www.daphneal.com/DocumentCenter/View/6257/Ordinance-2024-39-Adopting-Classification-and-Compensation-Plan,daphneal.com,budget_or_pay_plan,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00037,BSSS-20260727-0014,AL,South,Daphne,,non_safety,non_safety,,unclear,"Ordinance 2017-73 — Amending City of Daphne Pay Plan (includes longevity pay, COLA, and public safety position pay-scale adjustments)",https://www.daphneal.com/DocumentCenter/View/990/Ordinance-2017-73---Amending-City-of-Daphne-Pay-Plan,daphneal.com,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00038,BSSS-20260727-0014,AL,South,Daphne,,non_safety,non_safety,,unclear,"Code of Ordinances (Municode) — Chapter 16, Personnel; job classification schedule/pay grade & salary range references (effective date shown in excerpt)",https://library.municode.com/AL/Daphne/codes/Code_of_Ordinances?nodeId=COOR_CH16PE_S16-2ADDRALPO,library.municode.com,wage_schedule,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00039,BSSS-20260727-0014,AL,South,Daphne,,unclear,unclear,,unclear,Ordinance 2021-52 — Ordinance Adopting Classification and Compensation Plan (Exhibit A: Job Classification Schedule with pay grades/ranges),https://www.daphneal.com/DocumentCenter/View/2962/Ordinance-2021-52---Ordinance-Adopting-Classification-and-Compensation-Plan,daphneal.com,budget_or_pay_plan,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00040,BSSS-20260727-0015,AL,South,Fairhope,,unclear,unclear,,unclear,"Ordinance No. 1573 (amending Ordinance No. 1510) — Personnel Rules, Policies and Procedures Ordinance (Section IV: Wage and Salary Administration; overtime/comp time; police exceptions referenced)",https://www.fairhopeal.gov/home/showpublisheddocument/11472/635975287333430000,fairhopeal.gov,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00041,BSSS-20260727-0015,AL,South,Fairhope,,unclear,unclear,,unclear,"CITY OF FAIRHOPE — Ordinances packet / posted document containing text: “Final Adoption - An Ordinance to amend Ordinance No. 1510 known as the Personnel Rules, Policies and Procedures Ordinance …” (includes Personnel Rules amendments and references Section III/Hours of Work and Attendance and Section VIII/Employee Responsibilities & Conduct)",https://www.fairhopeal.gov/home/showpublisheddocument/19301/636640426661670000,fairhopeal.gov,unknown_or_needs_review,index_page,low,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00042,BSSS-20260727-0016,AL,South,Gadsden,,non_safety,non_safety,,unclear,RESOLUTION NO. R-192-21 — Amending Section 1 of Resolution R-403-04 (as amended) Regarding Steps in Pay Plan,https://cityofgadsden.com/Archive.aspx?ADID=10546,cityofgadsden.com,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00044,BSSS-20260727-0016,AL,South,Gadsden,,unclear,unclear,,unclear,APPENDIX B — POLICE AND FIRE CIVIL SERVICE (Code of Ordinances),https://library.municode.com/al/gadsden/codes/code_of_ordinances?nodeId=COOR_APXBPOFICISE_S3DE,library.municode.com,civil_service_or_hr_pay_plan,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00045,BSSS-20260727-0017,AL,South,Homewood,,non_safety,non_safety,,unclear,Chapter 16 - PERSONNEL (includes compensation framework definitions; employer compensation set by governing body),https://library.municode.com/al/homewood/codes/code_of_ordinances?nodeId=COOR_CH16PE_ARTIIPORE_S16-23OAME,library.municode.com,personnel_policy,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00046,BSSS-20260727-0018,AL,South,Northport,,non_safety,non_safety,,unclear,Ordinance No. 2046 (Automatic Employee Step Raises) — Northport Municipal Code (Section 2-303 / Exhibit A),https://mcclibraryfunctions.azurewebsites.us/api/ordinanceDownload/12968/1048968/pdf,mcclibraryfunctions.azurewebsites.us,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00047,BSSS-20260727-0019,AL,South,Opelika,,unclear,unclear,,unclear,Code of Ordinances: Chapter 2 Administration (sec. 2-88 and related provisions incl. definitions and overtime rate of pay),https://library.municode.com/AL/opelika/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTIIOFEM_DIV3CIAT_S2-88CO,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,medium,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00049,BSSS-20260727-0020,AL,South,Pelham,,non_safety,non_safety,,unclear,Employee Pay Plan 10.4.2025,https://pelhampd.com/DocumentCenter/View/22040/Employee-Pay-Plan-1042025,pelhampd.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00050,BSSS-20260727-0020,AL,South,Pelham,,non_safety,non_safety,,unclear,Employee Handbook 100124 (includes Salary Administration / Compensation Plan sections),https://pelhamalabama.gov/DocumentCenter/View/20352/Employee-Handbook-100124,pelhamalabama.gov,civil_service_or_hr_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00051,BSSS-20260727-0020,AL,South,Pelham,,unclear,unclear,,unclear,Public Safety Plan 10.4.2025,https://pelhampd.com/DocumentCenter/View/22042/Public-Safety-Plan-1042025,pelhampd.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00052,BSSS-20260727-0020,AL,South,Pelham,,unclear,unclear,,unclear,City of Pelham Civil Service System Act (HB97 ENROLLED) / Civil-Service-Act-10012024,https://pelhamalabama.gov/DocumentCenter/View/20351/Civil-Service-Act-10012024,pelhamalabama.gov,civil_service_or_hr_pay_plan,ordinance_or_policy,high,,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00053,BSSS-20260727-0021,AR,South,Bella Vista,,non_safety,non_safety,,unclear,"Code of Ordinances (Bella Vista City) - Personnel/Workplace Policy Excerpts (e.g., drug-free workplace; non-federal-law covered employees)",https://library.municode.com/ar/bella_vista_city/codes/code_of_ordinances?nodeId=PTIGEOR_CH2AD_ARTVIFI,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
