scout_target_id,state,region,municipality,municipality_id,search_query_family,matched_non_safety_opportunity_flag,selection_reason
BSSS-20260727-0001,AK,West,Cordova,cog_2025_100228,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0024,AR,South,El Dorado,cog_2025_194955,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0025,AR,South,Jacksonville,cog_2025_194954,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0026,AR,South,Maumelle,cog_2025_161050,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0027,AR,South,Searcy,cog_2025_161086,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0028,AR,South,Siloam Springs,cog_2025_160897,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0029,AR,South,Van Buren,cog_2025_122864,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0030,AR,South,West Memphis,cog_2025_183727,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0031,AZ,West,Apache Junction,cog_2025_160845,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0032,AZ,West,Bullhead City,cog_2025_160836,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0033,AZ,West,El Mirage,cog_2025_122747,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0034,AZ,West,Kingman,cog_2025_100252,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0035,AZ,West,Oro Valley,cog_2025_183703,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0036,AZ,West,Prescott,cog_2025_189586,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0037,AZ,West,Prescott Valley,cog_2025_160849,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0038,AZ,West,Sahuarita,cog_2025_183705,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0039,AZ,West,San Luis,cog_2025_160851,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0040,AZ,West,Sierra Vista,cog_2025_160822,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0041,CA,West,Agoura Hills,cog_2025_161196,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0042,CA,West,Albany,cog_2025_183819,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0043,CA,West,Chowchilla,cog_2025_161200,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0044,CA,West,Galt,cog_2025_211211,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0045,CA,West,Imperial Beach,cog_2025_207597,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0046,CA,West,Laguna Beach,cog_2025_183837,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0047,CA,West,Orinda,cog_2025_123099,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0048,CA,West,Seal Beach,cog_2025_161222,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0049,CA,West,South El Monte,cog_2025_189638,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0050,CA,West,Yucca Valley,cog_2025_161249,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0051,CO,West,Castle Rock,cog_2025_161355,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0052,CO,West,Commerce City,cog_2025_204113,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0053,CO,West,Englewood,cog_2025_207617,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0054,CO,West,Evans,cog_2025_161426,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0055,CO,West,Fountain,cog_2025_194649,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0056,CO,West,Lafayette,cog_2025_123724,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0057,CO,West,Montrose,cog_2025_161398,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0058,CO,West,Northglenn,cog_2025_161329,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0059,CO,West,Parker,cog_2025_161356,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0060,CO,West,Wheat Ridge,cog_2025_101405,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0061,CT,Northeast,East Hartford,cog_2025_161466,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0062,CT,Northeast,Enfield,cog_2025_124049,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0063,CT,Northeast,Fairfield,cog_2025_161456,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0064,CT,Northeast,Greenwich,cog_2025_161457,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0065,CT,Northeast,Groton,cog_2025_161502,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0066,CT,Northeast,Hamden,cog_2025_161496,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0067,CT,Northeast,Southington,cog_2025_161472,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0068,CT,Northeast,Stratford,cog_2025_124046,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0069,CT,Northeast,Trumbull,cog_2025_101709,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0070,CT,Northeast,Wallingford,cog_2025_124059,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0071,DE,South,Camden,cog_2025_124144,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0072,DE,South,Clayton,cog_2025_161521,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0073,DE,South,Elsmere,cog_2025_161528,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0074,DE,South,Harrington,cog_2025_161523,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0075,DE,South,Laurel,cog_2025_189795,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0076,DE,South,Lewes,cog_2025_161537,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0077,DE,South,Millsboro,cog_2025_101820,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0078,DE,South,Milton,cog_2025_161539,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0079,DE,South,New Castle,cog_2025_207648,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0080,DE,South,Selbyville,cog_2025_161541,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0081,FL,South,Atlantic Beach,cog_2025_161617,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0082,FL,South,Florida City,cog_2025_101935,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0083,FL,South,Holly Hill,cog_2025_194770,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0084,FL,South,Key Biscayne,cog_2025_161612,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0085,FL,South,Lake City,cog_2025_161602,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0086,FL,South,Lantana,cog_2025_101986,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0087,FL,South,Miami Springs,cog_2025_207662,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0088,FL,South,North Palm Beach,cog_2025_124275,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0089,FL,South,South Daytona,cog_2025_207692,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0090,FL,South,West Park,cog_2025_215760,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0091,GA,South,Albany,cog_2025_193161,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0092,GA,South,Alpharetta,cog_2025_161874,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0093,GA,South,Brookhaven,cog_2025_240468,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0094,GA,South,Dunwoody,cog_2025_221292,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0095,GA,South,Johns Creek,cog_2025_219538,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0096,GA,South,Mableton,cog_2025_251616,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0097,GA,South,Marietta,cog_2025_161839,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0098,GA,South,Smyrna,cog_2025_102178,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0099,GA,South,Stonecrest,cog_2025_247151,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0100,GA,South,Valdosta,cog_2025_194685,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0101,IA,Midwest,Bondurant,cog_2025_104456,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0102,IA,Midwest,Carroll,cog_2025_164320,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0103,IA,Midwest,Fairfield,cog_2025_190201,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0104,IA,Midwest,Fort Madison,cog_2025_211717,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0105,IA,Midwest,Grinnell,cog_2025_193322,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0106,IA,Midwest,Keokuk,cog_2025_164468,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0107,IA,Midwest,Le Mars,cog_2025_208053,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0108,IA,Midwest,Mount Pleasant,cog_2025_126635,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0109,IA,Midwest,Pleasant Hill,cog_2025_164535,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0110,IA,Midwest,Waverly,cog_2025_164305,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0111,ID,West,Blackfoot,cog_2025_207749,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0112,ID,West,Chubbuck,cog_2025_184861,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0113,ID,West,Garden City,cog_2025_162036,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0114,ID,West,Hailey,cog_2025_162048,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0115,ID,West,Hayden,cog_2025_124667,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0116,ID,West,Jerome,cog_2025_162085,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0117,ID,West,Middleton,cog_2025_162061,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0118,ID,West,Payette,cog_2025_162109,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0119,ID,West,Rathdrum,cog_2025_211673,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0120,ID,West,Sandpoint,cog_2025_162055,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0121,IL,Midwest,Aurora,cog_2025_185079,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0122,IL,Midwest,Downers Grove,cog_2025_207885,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0123,IL,Midwest,Maine,cog_2025_162822,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0124,IL,Midwest,Proviso,cog_2025_185063,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0125,IL,Midwest,Rockford,cog_2025_204332,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0126,IL,Midwest,Schaumburg,cog_2025_125141,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0127,IL,Midwest,Thornton,cog_2025_162829,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0128,IL,Midwest,Wheeling,cog_2025_207883,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0129,IL,Midwest,Worth,cog_2025_162830,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0130,IL,Midwest,York,cog_2025_194902,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0131,IN,Midwest,Center,cog_2025_183879,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0132,IN,Midwest,Clay,cog_2025_212007,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0133,IN,Midwest,Lawrence,cog_2025_164004,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0134,IN,Midwest,North,cog_2025_126202,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0135,IN,Midwest,Perry,cog_2025_207980,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0136,IN,Midwest,Portage,cog_2025_185309,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0137,IN,Midwest,Warren,cog_2025_103975,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0138,IN,Midwest,Washington,cog_2025_164005,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0139,IN,Midwest,Wayne,cog_2025_163727,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0140,IN,Midwest,Wayne,cog_2025_164006,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0141,KS,Midwest,Andover,cog_2025_184268,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0142,KS,Midwest,Arkansas City,cog_2025_164706,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0143,KS,Midwest,Bruno,cog_2025_164965,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0144,KS,Midwest,El Dorado,cog_2025_201801,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0145,KS,Midwest,Fairmount,cog_2025_190270,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0146,KS,Midwest,Great Bend,cog_2025_208090,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0147,KS,Midwest,McPherson,cog_2025_164795,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0148,KS,Midwest,Ottawa,cog_2025_164733,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0149,KS,Midwest,Riverside,cog_2025_104986,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0150,KS,Midwest,Rockford,cog_2025_127196,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0151,KS,Midwest,Soldier,cog_2025_127200,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0152,KY,South,Ashland,cog_2025_105364,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0153,KY,South,Danville,cog_2025_165801,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0154,KY,South,Madisonville,cog_2025_165857,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0155,KY,South,Mount Washington,cog_2025_190352,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0156,KY,South,Murray,cog_2025_105367,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0157,KY,South,Paducah,cog_2025_225796,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0158,KY,South,Radcliff,cog_2025_105393,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0159,KY,South,Shelbyville,cog_2025_185637,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0160,KY,South,St. Matthews,cog_2025_165869,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0161,KY,South,Winchester,cog_2025_165826,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0162,LA,South,Baker,cog_2025_166053,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0163,LA,South,Carencro,cog_2025_127834,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0164,LA,South,Covington,cog_2025_166125,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0165,LA,South,Crowley,cog_2025_193416,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0166,LA,South,Gonzales,cog_2025_127804,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0167,LA,South,Mandeville,cog_2025_166127,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0168,LA,South,Pineville,cog_2025_166102,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0169,LA,South,West Monroe,cog_2025_105774,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0170,LA,South,Youngsville,cog_2025_204584,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0171,LA,South,Zachary,cog_2025_166055,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0172,MA,Northeast,Andover,cog_2025_166486,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0173,MA,Northeast,Billerica,cog_2025_128142,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0174,MA,Northeast,Brookline,cog_2025_166534,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0175,MA,Northeast,Chelmsford,cog_2025_166522,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0176,MA,Northeast,Dartmouth,cog_2025_166477,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0177,MA,Northeast,Falmouth,cog_2025_106081,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0178,MA,Northeast,Lexington,cog_2025_128144,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0179,MA,Northeast,Natick,cog_2025_166526,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0180,MA,Northeast,Plymouth,cog_2025_106157,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0181,MA,Northeast,Shrewsbury,cog_2025_166571,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0182,MD,South,Centreville,cog_2025_166420,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0183,MD,South,Cheverly,cog_2025_184206,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0184,MD,South,Delmar,cog_2025_208254,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0185,MD,South,Denton,cog_2025_184207,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0186,MD,South,District Heights,cog_2025_166411,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0187,MD,South,Fruitland,cog_2025_106008,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0188,MD,South,Glenarden,cog_2025_166413,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0189,MD,South,Leonardtown,cog_2025_212029,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0190,MD,South,Middletown,cog_2025_166391,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
