annualization_assumption,annualization_hours_used,base_or_non_base,candidate_id,cba_non_cba_hint,character_end_offset,character_start_offset,codified_record_id,comparable_wage_candidate_link,comparison_cycle_candidate,direction_bucket,effective_period_end,effective_period_start,evidence_category,extraction_id,fields_repaired,fields_still_missing,final_locator,gap_claim_blockers,gap_claim_readiness,grade,lane_position,line_offset,manual_review_reason,matched_cycle_link,mechanism_attributes,municipality,municipality_cycle_id_candidate,non_base_component_type,normalization_blocker_tags,normalization_notes,normalization_status,normalized_annual_equivalent,normalized_at,normalized_growth_type,normalized_hourly_equivalent,normalized_pay_basis,normalized_percentage_growth,normalized_record_id,normalized_value_confidence,occupation_or_classification,original_locator,original_normalization_status,page_number,paragraph_offset,parsed_annual_salary,parsed_biweekly_rate,parsed_cola_cpi_value,parsed_contract_year,parsed_currency_amount,parsed_cycle_label,parsed_daily_rate,parsed_effective_date,parsed_end_date,parsed_fiscal_year,parsed_hourly_rate,parsed_lump_sum,parsed_monthly_rate,parsed_percentage_value,parsed_premium_amount,parsed_premium_percentage,parsed_start_date,parsed_step_or_grade_value,parsed_stipend_or_allowance,parsed_weekly_rate,payband,primary_mechanism_cluster,prior_comparable_wage_candidate_link,priority_bucket,quant_span_types,rank,rating_id,raw_base_nonbase_text,raw_compensation_text,raw_context_notes,raw_effective_period_text,raw_paraphrase,raw_rank_step_grade_text,raw_span_text,raw_unit_or_group_text,raw_unit_text,raw_value_text,raw_values_preserved,readiness_id,region,repair_confidence,repair_evidence_basis,report_usability_bucket,rescue_basket,rescue_completed_at,rescue_id,rescue_lane,rescue_status,retained_source_id,safety_category,scout_target_id,section_heading,source_family,source_id,source_review_download_id,source_title,span_id,span_sha256,state,step,unit_or_group,verification_row_id
standard_2080_hours,2080,base,B4X2500LIVE-20260729-005529,non_cba_or_other_hint,16245,16225,B4X2500COD-20260730-58193ea2944eb05f313f88c5,,undated-source-B4X2500LIVE-20260729-005529,neutral_or_general,,,quantitative_compensation,B4X2500TXT-20260730-b81b5e702711ae85f26a,[],"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",https://lanesboro-mn.gov/wp-content/uploads/2023/08/CHAPTER-30.pdf,"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",not_ready,,492,292,safety_category;occupation_or_unit;2014_2024_effective_cycle,B4X2500MC-c6b45bdb164a7abed1819343,"[""base_wage_direct_value""]",Lanesboro,B4X2500MC-c6b45bdb164a7abed1819343,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,624000.0,2026-07-30T22:04:39Z,not_growth_value,300.0,hourly,,B4X2500NORM-1d9bbcf7a1ade77f4ff471de,moderate,unknown,https://lanesboro-mn.gov/wp-content/uploads/2023/08/CHAPTER-30.pdf,normalization_partial,,57,,,,,300.0,,,,,,300.0,,,,,,,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-1f6805b1ed401f123628e5f2,base,Hourly Rate $300.00,Chapter 30 (General Provisions) — Compensation of officers and employees (rates established by City Council);,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Hourly Rate $300.00,,hourly_rate,$300.00,True,B4X2500RDY-20260730-aaab21d35c05d8becbc9,Midwest,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:04:17.087249Z,B4X2500RESCUE-d00a3bae73d38c41548c10cb,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-418ca318f46b1d3c9760,unclear,B4X2500-20260729-05464,,other_local_government_pay_policy,B4X2500LIVE-20260729-005529,B4X2500SRD-20260730-418ca318f46b1d3c9760,Chapter 30 (General Provisions) — Compensation of officers and employees (rates established by City Council),B4X2500SPAN-20260730-f6919e3c227df32774393fb6,4d3032e6337f0e0a813ed745da026363396fdcee9c59986aa8810c6e43e092fe,MN,,unresolved_unit,B4X2500V-20260730-03512
standard_2080_hours,2080,base,B4X2500LIVE-20260729-001116,non_cba_or_other_hint,117395,117213,B4X2500COD-20260730-4073b61a14f73d3020adcd7b,B4X2500PAIR-cd6ba83d0d8510ef8c0bd4d6,undated-source-B4X2500LIVE-20260729-001116,non_safety_advantage,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-84a2e6857696b0731ed2,[],"[""comparable_wage_value"", ""pay_basis"", ""2014_2024_effective_cycle""]",https://townofchesterville.me/_files/ugd/f41968_077c6a57903e4ea0b702208522d5ec48.pdf,"[""comparable_wage_value"", ""pay_basis"", ""2014_2024_effective_cycle""]",not_ready,,3,2458,comparable_wage_value;pay_basis;2014_2024_effective_cycle,B4X2500MC-b3fd72c7cbe7b37eab8403d3,"[""automatic_raise_mechanism"", ""base_wage_direct_value""]",Chesterville,B4X2500MC-b3fd72c7cbe7b37eab8403d3,,"[""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,39520.0,2026-07-30T22:04:39Z,COLA_CPI,19.0,mixed,2.0,B4X2500NORM-1da3c8aaca5140909262b4b3,moderate,clerical_admin,https://www.townofchesterville.me/_files/ugd/f41968_077c6a57903e4ea0b702208522d5ec48.pdf,normalization_partial,,478,,,2.0,,18.5,,,,,,19.0,,,2.0,,,,,,19.0,,automatic_wage_growth,B4X2500PAIR-cd6ba83d0d8510ef8c0bd4d6,high_priority_verification_ready,"[""COLA_or_CPI_adjustment"", ""hourly_rate""]",,B4X2500-RATING-20260730-98419c37dcf149dc6fadc180,base,"Town Clerk/Tax Coll 18,720 19,094 16,298 2,797 29,230 29,250 29,250 30/wk (26wks) @$18.50, 30/wk (26wks)@$19 18/hr per week (936/yr) @ $20/hr 2% COLA = $20.40/hr 2% COLA = $20.40/hr",Town of Chesterville (ME) Budget / Payroll & Taxes – Fire Department line items and suggested pay; ADMINISTRATION,,The passage combines a raw compensation term with possible wage-setting context for later review.,,"Town Clerk/Tax Coll 18,720 19,094 16,298 2,797 29,230 29,250 29,250 30/wk (26wks) @$18.50, 30/wk (26wks)@$19 18/hr per week (936/yr) @ $20/hr 2% COLA = $20.40/hr 2% COLA = $20.40/hr",clerical_admin,COLA_or_CPI_adjustment;hourly_rate,$18.50; $19.00; $20.00; $20.40; $20.40; 2%; 2%,True,B4X2500RDY-20260730-e0fb1909a23e366dd91b,Northeast,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:04:14.057754Z,B4X2500RESCUE-ff9706193fcf261e2ab6fcf6,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-5907826dd158824aa3ce,non_safety,B4X2500-20260729-01086,ADMINISTRATION,budget_or_pay_plan,B4X2500LIVE-20260729-001116,B4X2500SRD-20260730-5907826dd158824aa3ce,Town of Chesterville (ME) Budget / Payroll & Taxes – Fire Department line items and suggested pay,B4X2500SPAN-20260730-1a20a1d976fd7cd402e311a2,6ee843e99c20d07db6a1392271e4d7176ae565dd67602d10c74ac70fe576c9d3,ME,,clerical_admin,B4X2500V-20260730-01947
standard_2080_hours,2080,base,B4X2500LIVE-20260729-007772,non_cba_or_other_hint,2130,2030,B4X2500COD-20260730-496911dc9d3d3b07a759c619,,undated-source-B4X2500LIVE-20260729-007772,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-0ab6769402e0d0baaf7f,[],"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",https://cityofbennington.com/wp-content/uploads/2018/10/2018-07-23.pdf,"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",not_ready,,894,39,safety_category;occupation_or_unit;2014_2024_effective_cycle,B4X2500MC-80c6f9e1458b874533dba75a,"[""base_wage_direct_value""]",Bennington,B4X2500MC-80c6f9e1458b874533dba75a,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,34320.0,2026-07-30T22:04:39Z,not_growth_value,16.5,hourly,,B4X2500NORM-1e42c596de39f57c93248452,moderate,unknown,https://www.cityofbennington.com/wp-content/uploads/2018/10/2018-07-23.pdf,normalization_partial,,11,,,,,16.5,,,,,,16.5,,,,,,,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-19e58667bf015ef209a0a7da,base,"Motion by David Galvan, seconded by Trudi Rathbun to raise Dustin Murk's hourly wage from $16.50 to",Bennington City Council Regular Meeting Minutes (wage/hourly wage increase discussion);,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"Motion by David Galvan, seconded by Trudi Rathbun to raise Dustin Murk's hourly wage from $16.50 to",,hourly_rate,$16.50,True,B4X2500RDY-20260730-52ce6d18582c6410e938,Midwest,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T22:56:23.885971Z,B4X2500RESCUE-ac2b68de9f54988c26f7efef,rescue_lane_001,downgraded_unusable,B4X2500SRD-20260730-fbc343914857c8149474,unclear,B4X2500-20260729-07756,,budget_or_pay_plan,B4X2500LIVE-20260729-007772,B4X2500SRD-20260730-fbc343914857c8149474,Bennington City Council Regular Meeting Minutes (wage/hourly wage increase discussion),B4X2500SPAN-20260730-1c008fe632b77202be08f267,89b398851e143beb13167310b661eaae0152915b4ba2024744a6d3d8c2fa0eac,KS,,unresolved_unit,B4X2500V-20260730-04663
standard_2080_hours,2080,base,B4X2500LIVE-20260729-000312,non_cba_or_other_hint,15851,15769,B4X2500COD-20260730-fc0279bef1578f110343d5da,,undated-source-B4X2500LIVE-20260729-000312,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-79c095e74f23f39731d8,[],"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",https://kansaspublicnotices.com/KSLegals/2025/34726-2025-11-06_1003.pdf,"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",not_ready,,885,155,safety_category;occupation_or_unit;2014_2024_effective_cycle,B4X2500MC-8c9fb7ee9290c85d2a2339d2,"[""base_wage_direct_value""]",Afton,B4X2500MC-8c9fb7ee9290c85d2a2339d2,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,58240.0,2026-07-30T22:04:39Z,not_growth_value,28.0,hourly,,B4X2500NORM-1e510433231d1985b2f3bada,moderate,unknown,https://kansaspublicnotices.com/KSLegals/2025/34726-2025-11-06_1003.pdf,normalization_partial,,4,,,,,28.0,,,,,,28.0,,,,,,,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-7691222ba44b8d41fee4f4be,base,$Up to $28 per hour: this Charter Ordinance shall become effective if approved by,Resolution Establishing Rate of Compensation to be Paid to Township Officers of Afton Township (Public Notice PDF);,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,$Up to $28 per hour: this Charter Ordinance shall become effective if approved by,,hourly_rate,$28.00,True,B4X2500RDY-20260730-d5c8576c5bc2fcc517a8,Midwest,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T22:56:23.687194Z,B4X2500RESCUE-c53816bb3acb99b5ea440a7a,rescue_lane_001,downgraded_unusable,B4X2500SRD-20260730-2fdf95bb0406fae25e2c,unclear,B4X2500-20260729-00252,,other_local_government_pay_policy,B4X2500LIVE-20260729-000312,B4X2500SRD-20260730-2fdf95bb0406fae25e2c,Resolution Establishing Rate of Compensation to be Paid to Township Officers of Afton Township (Public Notice PDF),B4X2500SPAN-20260730-8f73b21890ea78d32182134e,a359719bec875e5c4aad13a73f2d586d9506ec3cf5039ac039d7187b85d5895b,KS,,unresolved_unit,B4X2500V-20260730-04670
standard_2080_hours,2080,base,B4X2500LIVE-20260729-005775,non_cba_or_other_hint,22977,22894,B4X2500COD-20260730-e62e9c1343abfef177f4b81b,,undated-source-B4X2500LIVE-20260729-005775,neutral_or_general,,,quantitative_compensation,B4X2500TXT-20260730-cf05eadbabb9566f9aef,[],"[""2014_2024_effective_cycle""]",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2025/25-MED-10-1213.pdf,"[""2014_2024_effective_cycle""]",near_ready,,6,451,2014_2024_effective_cycle,B4X2500MC-adf75fdd21e29ae71fb4d628,"[""base_wage_direct_value""]",Marion,B4X2500MC-adf75fdd21e29ae71fb4d628,,"[""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,64084.8,2026-07-30T22:04:39Z,not_growth_value,30.81,hourly,,B4X2500NORM-1e52d2ab1db66dfae1f9fd14,moderate,fire,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2025/25-MED-10-1213.pdf,normalization_partial,,66,,,,,76893.0,,,,,,30.81,,,,,,,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-f8e922ef99e74ea339e08980,base,"its proposed adjustment of $76,893 .03, representing $30.81 per hour, is a reasona",Fact-Finding Report (Marion Township Fire Department) — State Employment Relations Board (SERB);,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"its proposed adjustment of $76,893 .03, representing $30.81 per hour, is a reasona",fire,hourly_rate,"$76,893.00; $30.81",True,B4X2500RDY-20260730-5dc314b9062bc1e32620,Midwest,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:20:14.066802Z,B4X2500RESCUE-7e599727d8cd1dc01c07dd40,rescue_lane_004,rescued_near_gap_ready,B4X2500SRD-20260730-dc93bc24cdc4d813d0de,fire,B4X2500-20260729-05795,,factfinding_report,B4X2500LIVE-20260729-005775,B4X2500SRD-20260730-dc93bc24cdc4d813d0de,Fact-Finding Report (Marion Township Fire Department) — State Employment Relations Board (SERB),B4X2500SPAN-20260730-217a65e1ffaaa264866412f9,cd9f9222044cb15009e0cd437e2238d797d9e75a139bb3ad4bab284fc209d63a,OH,,fire,B4X2500V-20260730-03998
standard_2080_hours,2080,base,B4X2500LIVE-20260729-007317,non_cba_or_other_hint,12331,12233,B4X2500COD-20260730-11a685221eedb92e29082647,,2020,neutral_or_general,,2020-01-01,quantitative_compensation,B4X2500TXT-20260730-a948e4d7c15e47e23a12,[],"[""safety_category"", ""occupation_or_unit""]",https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,"[""safety_category"", ""occupation_or_unit""]",not_ready,,15,204,safety_category;occupation_or_unit,B4X2500MC-fcbc79d3964b7e6f7b221fe7,"[""base_wage_direct_value""]",Newhalen,B4X2500MC-fcbc79d3964b7e6f7b221fe7,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,16640.0,2026-07-30T22:04:39Z,not_growth_value,8.0,hourly,,B4X2500NORM-1e85303e7460c1ed08bf807f,moderate,unknown,https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,normalization_partial,,20,,,,2020,8.0,2020,,,,,8.0,,,,,,2020-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-961ca6cad2850a07abed1803,base,"Council may, at its discretion, require community service at the equivalent rate of $8 per hour.",City of Newhalen Code of Ordinances 2020 (Personnel; salary schedule provisions);,2020,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"Council may, at its discretion, require community service at the equivalent rate of $8 per hour.",,hourly_rate,$8.00,True,B4X2500RDY-20260730-f0df5b91a633303f217b,West,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T22:56:14.037782Z,B4X2500RESCUE-868425c28ce08c89ee1054e8,rescue_lane_001,still_partial,B4X2500SRD-20260730-551f9aab5ffc3dad0758,unclear,B4X2500-20260729-07341,,budget_or_pay_plan,B4X2500LIVE-20260729-007317,B4X2500SRD-20260730-551f9aab5ffc3dad0758,City of Newhalen Code of Ordinances 2020 (Personnel; salary schedule provisions),B4X2500SPAN-20260730-8b4f8b2e19f48450ac2dcc48,e4db087b949a112fc6b5b7c5bc647e66b2ab49ba1e700f8fc319b6b78eb18b0f,AK,,unresolved_unit,B4X2500V-20260730-02885
standard_2080_hours,2080,base,B4X2500LIVE-20260729-002212,non_cba_or_other_hint,173826,173755,B4X2500COD-20260730-2fc597eec520dc8afa282d66,,2025,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-ec320aed7b67e9bc2122,[],"[""comparable_wage_value"", ""pay_basis"", ""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",https://heathtx.com/wp-content/uploads/Proposed-Budget-FY2025-26-Final-V.3.pdf,"[""comparable_wage_value"", ""pay_basis"", ""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",not_ready,,648,4556,comparable_wage_value;pay_basis;safety_category;occupation_or_unit;2014_2024_effective_cycle,B4X2500MC-73159cd1a130458bfde7ab8b,"[""base_wage_direct_value""]",Heath,B4X2500MC-73159cd1a130458bfde7ab8b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,3244800.0,2026-07-30T22:04:39Z,not_growth_value,1560.0,mixed,,B4X2500NORM-1e90c3eb74117fc656f051cd,moderate,unknown,https://www.heathtx.com/wp-content/uploads/Proposed-Budget-FY2025-26-Final-V.3.pdf,normalization_partial,,1213,,1040.0,,,1040.0,,,,,2025,1560.0,,,,,,,,,1040.0,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-9148127805c7e60f78773e5c,base,"Bi-Weekly $1,040.00 $1,300.00 $1,560.00 Hourly $13.000 $16.250 $19.500",Proposed Budget FY2025-26 (General Government Pay Plan section);,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"Bi-Weekly $1,040.00 $1,300.00 $1,560.00 Hourly $13.000 $16.250 $19.500",,hourly_rate,"$1,040.00; $1,300.00; $1,560.00; $13.00; $16.25; $19.50",True,B4X2500RDY-20260730-4856957978209e342005,South,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:20:19.325056Z,B4X2500RESCUE-bd712f287ee949f77cb4977e,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-02795bdc0026cae1d2fc,unclear,B4X2500-20260729-02229,,budget_or_pay_plan,B4X2500LIVE-20260729-002212,B4X2500SRD-20260730-02795bdc0026cae1d2fc,Proposed Budget FY2025-26 (General Government Pay Plan section),B4X2500SPAN-20260730-69fab149318d10090427d21f,e1fb080239f93c246e46097db47b47d34ee2f5e68267d760b48453dc027ecc67,TX,,unresolved_unit,B4X2500V-20260730-05603
standard_2080_hours,2080,base,B4X2500LIVE-20260729-005511,non_cba_or_other_hint,91421,91410,B4X2500COD-20260730-c347f5c3a43135199a959f14,,undated-source-B4X2500LIVE-20260729-005511,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-f73bf53fc33f5a48587c,[],"[""comparable_wage_value"", ""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",https://fuldamn.com/documents/134/2025_Ordinances.pdf,"[""comparable_wage_value"", ""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",not_ready,,456,1999,comparable_wage_value;safety_category;occupation_or_unit;2014_2024_effective_cycle,B4X2500MC-a2bb24620880701f1a7bfbea,"[""base_wage_direct_value""]",Fulda,B4X2500MC-a2bb24620880701f1a7bfbea,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,5720.0,2026-07-30T22:04:39Z,not_growth_value,2.75,hourly,,B4X2500NORM-1ec0b9f7af9d1c64f1b7369a,moderate,unknown,https://fuldamn.com/documents/134/2025_Ordinances.pdf,normalization_partial,,318,,,,,2.75,,,,,,2.75,,,,,,,,,,,quantitative_base_wage_needs_normalization,,medium_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-315c00f899e8a33311967d44,base,$2.75/hr.,"Fulda, Minnesota Code of Ordinances (includes Ambulance Service compensation provisions);",,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,$2.75/hr.,,hourly_rate,$2.75,True,B4X2500RDY-20260730-e2fd4127e6697a66c052,Midwest,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:04:16.657540Z,B4X2500RESCUE-4f6066dc95a9add7ed325df3,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-698d2acff752163c9187,unclear,B4X2500-20260729-05450,,other_local_government_pay_policy,B4X2500LIVE-20260729-005511,B4X2500SRD-20260730-698d2acff752163c9187,"Fulda, Minnesota Code of Ordinances (includes Ambulance Service compensation provisions)",B4X2500SPAN-20260730-5e3bc4d9884854bbbdb3da59,3d0acba660eabab8b4d9b53f15c2f130f15ac9503eca8c9939d8373430457b06,MN,,unresolved_unit,B4X2500V-20260730-02072
standard_2080_hours,2080,base,B4X2500LIVE-20260729-007789,non_cba_or_other_hint,5087,5060,B4X2500COD-20260730-06b31ca0d604a31cd978760e,,undated-source-B4X2500LIVE-20260729-007789,neutral_or_general,,,quantitative_compensation,B4X2500TXT-20260730-574e62b6d86a3ddf3b67,[],"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",https://eskridgeks.org/home/wp-content/uploads/5-22-17-Approved-minutes.pdf,"[""safety_category"", ""occupation_or_unit"", ""2014_2024_effective_cycle""]",not_ready,,918,124,safety_category;occupation_or_unit;2014_2024_effective_cycle,B4X2500MC-ffd0c22d1d6e32df42e816c3,"[""base_wage_direct_value""]",Eskridge,B4X2500MC-ffd0c22d1d6e32df42e816c3,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""effective_period_or_cycle_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,32240.0,2026-07-30T22:04:38Z,not_growth_value,15.5,hourly,,B4X2500NORM-1f15cf035d371e1bb504b67b,moderate,unknown,https://eskridgeks.org/home/wp-content/uploads/5-22-17-Approved-minutes.pdf,normalization_partial,,33,,,,,15.5,,,,,,15.5,,,,,,,,,,,quantitative_base_wage_needs_normalization,,low_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-abc512ef11a1cd67d96867ce,base,a total of $15.50 per hour.,"5/22/17 Unapproved/Approved Minutes — personnel raises (e.g., .50 cent increases; effective on next pay period);",,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,a total of $15.50 per hour.,,hourly_rate,$15.50,True,B4X2500RDY-20260730-4f4e88d36777e0f5e8eb,Midwest,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T22:56:24.384631Z,B4X2500RESCUE-2b63302305d66ed6ea8a7bf6,rescue_lane_001,downgraded_unusable,B4X2500SRD-20260730-c8ea275d03a07fa2d213,unclear,B4X2500-20260729-07773,,agenda_packet_or_minutes,B4X2500LIVE-20260729-007789,B4X2500SRD-20260730-c8ea275d03a07fa2d213,"5/22/17 Unapproved/Approved Minutes — personnel raises (e.g., .50 cent increases; effective on next pay period)",B4X2500SPAN-20260730-1c5400769ffe2afeb592b55c,c95522471d6e8642f4ff23f9c6d033b1a9c13b81cc5e2906d62e127fe2b75f9c,KS,,unresolved_unit,B4X2500V-20260730-00393
standard_2080_hours,2080,base,B4X2500LIVE-20260729-006662,non_cba_or_other_hint,1696,1643,B4X2500COD-20260730-2a511969d6208ffe9a804785,,2022,neutral_or_general,,2022-12-05,quantitative_compensation,B4X2500TXT-20260730-3048058ced604643b52b,[],"[""comparable_wage_value"", ""safety_category"", ""occupation_or_unit""]",https://westfield.vt.gov/wp-content/uploads/minutes-agendas-newsletters/sbunapprovedminutes_2022-12-05.pdf,"[""comparable_wage_value"", ""safety_category"", ""occupation_or_unit""]",not_ready,,849,32,comparable_wage_value;safety_category;occupation_or_unit,B4X2500MC-a9311fcab5283212b2474128,"[""base_wage_direct_value""]",Westfield,B4X2500MC-a9311fcab5283212b2474128,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,4160.0,2026-07-30T22:04:39Z,not_growth_value,2.0,hourly,,B4X2500NORM-1f36ec470c4d5d4dab5a7bc6,moderate,unknown,https://westfield.vt.gov/wp-content/uploads/minutes-agendas-newsletters/sbunapprovedminutes_2022-12-05.pdf,normalization_partial,,8,,,,2022,2.0,2022,,2022-12-05,,,2.0,,,,,,2022-12-05,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-b5bd81f58bf42a1620deb68c,base,• Eric Kennison’s hourly rate will increase by $2/hr.,"WESTFIELD SELECTBOARD/BUDGET MEETING – Minutes (December 5, 2022);",2022-12-05,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,• Eric Kennison’s hourly rate will increase by $2/hr.,,hourly_rate,$2.00,True,B4X2500RDY-20260730-33889b0f2b2ec4e080d2,Northeast,low,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:20:22.968813Z,B4X2500RESCUE-aa4aea0782770ab6c99768b0,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-01397cd3aa572f7a13d8,unclear,B4X2500-20260729-06465,,budget_or_pay_plan,B4X2500LIVE-20260729-006662,B4X2500SRD-20260730-01397cd3aa572f7a13d8,"WESTFIELD SELECTBOARD/BUDGET MEETING – Minutes (December 5, 2022)",B4X2500SPAN-20260730-a5ee423eaa22588e9d147390,3c823101c71a0c5c2fb4e483288782645c29d806f12b8d62d89a560f62dc0565,VT,,unresolved_unit,B4X2500V-20260730-02786
