source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
B4X2500SRD-20260730-79d1acbd0eac72d975bb,B4X2500V-20260730-03770,B4X2500LIVE-20260729-008877,B4X2500-20260729-08757,NJ,Northeast,White,"White Township Committee Meeting Minutes (January 8, 2025) - source doc attachment (may include labor/pay policy items)",https://static1.squarespace.com/static/61dc5497482bfa121c784b0c/t/6984cfb8426fbc1c84c3d0c6/1770311608521/1.30.25+minutes+final.doc,https://static1.squarespace.com/static/61dc5497482bfa121c784b0c/t/6984cfb8426fbc1c84c3d0c6/1770311608521/1.30.25+minutes+final.doc,mou_or_memorandum,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,doc,.doc,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-79d1acbd0eac72d975bb.doc,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-79d1acbd0eac72d975bb.doc,sha256:efaff95a29c8ebf0dbfbe42c2166a279e2de4ab6eff894810ef665b02f6e4433,locally_available,local_only_not_replicated,local_research_workspace,160256,efaff95a29c8ebf0dbfbe42c2166a279e2de4ab6eff894810ef665b02f6e4433
B4X2500SRD-20260730-f69852ce3f18aa735ff6,B4X2500V-20260730-03816,B4X2500LIVE-20260729-003232,B4X2500-20260729-03224,NE,Midwest,Oconto,Village of Oconto agendas & meeting minutes - Minutes Jan 12 2026 (docx),https://img1.wsimg.com/blobby/go/4d36e6dc-8443-4de3-b5d3-018e98bae612/downloads/7080f748-dd6f-49e0-a683-933ec7827baf/Minutes%20Jan%2012%202026.docx?ver=1780338026484,https://img1.wsimg.com/blobby/go/4d36e6dc-8443-4de3-b5d3-018e98bae612/downloads/7080f748-dd6f-49e0-a683-933ec7827baf/Minutes%20Jan%2012%202026.docx,agenda_packet_or_minutes,low_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-f69852ce3f18aa735ff6.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-f69852ce3f18aa735ff6.docx,sha256:4c22d697b64a3f98b3a6178eef5ba03c737f3ecbca1b50a92b98e9c1dff73f38,locally_available,local_only_not_replicated,local_research_workspace,17632,4c22d697b64a3f98b3a6178eef5ba03c737f3ecbca1b50a92b98e9c1dff73f38
B4X2500SRD-20260730-5c6205053f36c5f222ab,B4X2500V-20260730-01035,B4X2500LIVE-20260729-005788,B4X2500-20260729-05808,OH,Midwest,Payne,"Jan 26, 2026 Council Minutes (ZIP archive; may include labor/pay agenda items)",https://www.villageofpayne.com/app/download/17428543/1_26_26%2BMinutes.zip,https://villageofpayne.com/app/download/17428543/1_26_26%2BMinutes.zip,salary_ordinance,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,office_open_xml_or_zip,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-5c6205053f36c5f222ab.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-5c6205053f36c5f222ab.docx,sha256:0892f7fa352724e905a2dec1a1771693214532295023bb97763aea8da84e93a6,locally_available,local_only_not_replicated,local_research_workspace,38887,0892f7fa352724e905a2dec1a1771693214532295023bb97763aea8da84e93a6
B4X2500SRD-20260730-78ac09386288ac79fd18,B4X2500V-20260730-02482,B4X2500LIVE-20260729-009576,B4X2500-20260729-09535,OK,South,Chouteau,"Town of Chouteau — January 12, 2026 Town Minutes (Docx) (link present on Town meeting-agendas page; not safely retrievable via this environment)",https://www.chouteauok.com/_files/ugd/8ce8d6_cfafa21bd24348d78e9ddcc6160d5395.docx?dn=January+12%2C+2026+Town+Minutes+%281%29.docx,https://eefd32a5-5a8d-4d42-8764-348d46a5f6b2.filesusr.com/ugd/8ce8d6_cfafa21bd24348d78e9ddcc6160d5395.docx,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-78ac09386288ac79fd18.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-78ac09386288ac79fd18.docx,sha256:4b7f453f3df395ef0872796b4f3a2629f09f6e2afdcba47aed2a0f2bbacf3223,locally_available,local_only_not_replicated,local_research_workspace,19259,4b7f453f3df395ef0872796b4f3a2629f09f6e2afdcba47aed2a0f2bbacf3223
B4X2500SRD-20260730-912619c018a0d9b29ad7,B4X2500V-20260730-03954,B4X2500LIVE-20260729-009570,B4X2500-20260729-09518,OK,South,Antlers,05-06-26 minutes (minutes document; fetch failed),https://cityofantlers.com/wp-content/uploads/2026/05/05-06-26-minutes.doc,https://cityofantlers.com/wp-content/uploads/2026/05/05-06-26-minutes.doc,salary_ordinance,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,doc,.doc,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-912619c018a0d9b29ad7.doc,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-912619c018a0d9b29ad7.doc,sha256:928c431fe1e3b5c9c8f83c75f268ac7b93160a88c1463f0462d7c18dd5873722,locally_available,local_only_not_replicated,local_research_workspace,69632,928c431fe1e3b5c9c8f83c75f268ac7b93160a88c1463f0462d7c18dd5873722
B4X2500SRD-20260730-cb51e70268520c36d474,B4X2500V-20260730-03958,B4X2500LIVE-20260729-009912,B4X2500-20260729-09934,OR,West,Haines,"Council Meeting Minutes (October 28, 2025)",https://www.cityofhainesor.org/uploads/1/0/7/3/10737093/octmtgmin.10-28-2025.doc,https://cityofhainesor.org/uploads/1/0/7/3/10737093/octmtgmin.10-28-2025.doc,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,doc,.doc,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-cb51e70268520c36d474.doc,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-cb51e70268520c36d474.doc,sha256:d96739e4420e40caf061f76d4db926f47b07fb16791ef30775cf79fdd9fc3f46,locally_available,local_only_not_replicated,local_research_workspace,104448,d96739e4420e40caf061f76d4db926f47b07fb16791ef30775cf79fdd9fc3f46
B4X2500SRD-20260730-0a165401c515e3bf7526,B4X2500V-20260730-05434,B4X2500LIVE-20260729-005759,B4X2500-20260729-05780,OH,Midwest,Franklin,18-254 Acceptance of Teamsters Union 413 Collective Bargaining Agreement effective 01019-123121,https://franklin-townshipohio.gov/wp-content/uploads/2023/12/18-254-Acceptance-of-Teamsters-Union-413-Collective-Bargaining-Agreement-effective-01019-123121.doc,https://franklin-townshipohio.gov/wp-content/uploads/2023/12/18-254-Acceptance-of-Teamsters-Union-413-Collective-Bargaining-Agreement-effective-01019-123121.doc,cba,high_priority_verification_ready,cba_hint,non_safety_constraint_signal,retained_other_document,doc,.doc,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-0a165401c515e3bf7526.doc,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-0a165401c515e3bf7526.doc,sha256:28b055cd4b2f2b2ec0e19af969fb28956d199b81d143abc859e58bba6394d596,locally_available,local_only_not_replicated,local_research_workspace,50688,28b055cd4b2f2b2ec0e19af969fb28956d199b81d143abc859e58bba6394d596
B4X2500SRD-20260730-6c0f4f120b1dc4a89bc4,B4X2500V-20260730-01157,B4X2500LIVE-20260729-002427,B4X2500-20260729-02437,OR,West,Idanha,Ordinance 69 (document on City of Idanha website; content not retrievable here),https://www.cityofidanha.us/_files/ugd/0f2e04_9695452882c4451085761f5807c2e301.docx?dn=Ord.+69.docx,https://cityofidanha.us/_files/ugd/0f2e04_9695452882c4451085761f5807c2e301.docx,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-6c0f4f120b1dc4a89bc4.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-6c0f4f120b1dc4a89bc4.docx,sha256:4683e07a3be56ed3755767214680d46111b1c8e2abc4ca0a45392c4ff83a258f,locally_available,local_only_not_replicated,local_research_workspace,38114,4683e07a3be56ed3755767214680d46111b1c8e2abc4ca0a45392c4ff83a258f
B4X2500SRD-20260730-5f50514ed37c53840d94,B4X2500V-20260730-05541,B4X2500LIVE-20260729-003379,B4X2500-20260729-03407,SD,Midwest,South Shore,Resolution 2023-05-01 (DOCX) - Town of South Shore,https://static1.squarespace.com/static/6138b10c719a1c497b0b4d72/t/6463c649ae99ac745f775539/1684260425141/Resolution+2023-05-01.docx,https://static1.squarespace.com/static/6138b10c719a1c497b0b4d72/t/6463c649ae99ac745f775539/1684260425141/Resolution+2023-05-01.docx,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-5f50514ed37c53840d94.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-5f50514ed37c53840d94.docx,sha256:5e31dd7f6150fa3e7ba37c462d4e420165f54a758e7510641c7dc56f768721aa,locally_available,local_only_not_replicated,local_research_workspace,33238,5e31dd7f6150fa3e7ba37c462d4e420165f54a758e7510641c7dc56f768721aa
B4X2500SRD-20260730-0e50b9157208bf71d457,B4X2500V-20260730-05652,B4X2500LIVE-20260729-007295,B4X2500-20260729-07291,VA,South,Dungannon,"June 5th, 2023 Council Minutes (linked DOCX from Town of Dungannon minutes index)",https://townofdungannon.weebly.com/uploads/2/6/0/4/26046212/june_5th%5Elllllllj_2023_minutes.docx,https://townofdungannon.weebly.com/uploads/2/6/0/4/26046212/june_5th%5Elllllllj_2023_minutes.docx,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-0e50b9157208bf71d457.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-0e50b9157208bf71d457.docx,sha256:d81c11db0f983f32c68d5e0a2c464e0d0f1f20b72bb922693e316c2604b4bde0,locally_available,local_only_not_replicated,local_research_workspace,19749,d81c11db0f983f32c68d5e0a2c464e0d0f1f20b72bb922693e316c2604b4bde0
B4X2500SRD-20260730-77930f408eeeab4d8b84,B4X2500V-20260730-05673,B4X2500LIVE-20260729-006655,B4X2500-20260729-06446,VT,Northeast,Kirby,"Selectboard Minutes (uninspected DOCX): January 13, 2026 Budget Meeting Minutes",https://irp.cdn-website.com/47bd5126/files/uploaded/1-13-26minutes.docx,https://irp.cdn-website.com/47bd5126/files/uploaded/1-13-26minutes.docx,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-77930f408eeeab4d8b84.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-77930f408eeeab4d8b84.docx,sha256:89ed5e72477ea1a88ac8764a80455d4b870f8899c3732f87fa3e1e03d4404cad,locally_available,local_only_not_replicated,local_research_workspace,14357,89ed5e72477ea1a88ac8764a80455d4b870f8899c3732f87fa3e1e03d4404cad
B4X2500SRD-20260730-7c436c3bc58fae4eb93b,B4X2500V-20260730-05713,B4X2500LIVE-20260729-005869,B4X2500-20260729-05921,WI,Midwest,Avoca,6-08-2026 Meeting Minutes (linked from Village of Avoca 'Agenda and Minutes' index; attachment is .docx and could not be inspected),https://villageofavocawi.gov/vertical/sites/%7BB6FE007E-B4A8-4A0A-9C01-F1DF9A4B63FE%7D/uploads/6-08-2026_Meeting_Minutes.docx,https://villageofavocawi.gov/vertical/sites/%7BB6FE007E-B4A8-4A0A-9C01-F1DF9A4B63FE%7D/uploads/6-08-2026_Meeting_Minutes.docx,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-7c436c3bc58fae4eb93b.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-7c436c3bc58fae4eb93b.docx,sha256:428871664e022f4ef43b7c5e57019458c57ae9faded9212aa5329fe1bfb78495,locally_available,local_only_not_replicated,local_research_workspace,39942,428871664e022f4ef43b7c5e57019458c57ae9faded9212aa5329fe1bfb78495
