retained_source_id,candidate_id,file_sha256,file_size_bytes,local_retained_path,duplicate_file_group_id
RS429-c107759240c483b0843d,TS4L-9a09c3613e16d8a97593,d652309bed10eab2eedbc944ebfde55d2233001aeff543e94ab17f2a95d24f1c,57511,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c107759240c483b0843d.html,
RS429-83b318c4ca1aae0db067,TS4L-a1f72c7eaac5c376d84f,79e49dadb4c23c5dc6cd5f6887e92fd89c8055b8e9b7e608935250ac94ad8b99,5904782,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-83b318c4ca1aae0db067.pdf,
RS429-a1041591353e2f23459e,TS4L-a9b0c5cebd4af19c46d1,7966627ca8a2d029be2e6d62e3383adfd95326cee309475c4e93bbecb4831879,1314602,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a1041591353e2f23459e.pdf,
RS429-bab5e33abee02b2708fd,TS4L-ab2835f9a40702ccca9d,790939637ace87c1e752607145657ca9e7ce878aafc976759b4ed748a690021c,3628648,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bab5e33abee02b2708fd.pdf,
RS429-5409652bf0e90bd3cf4c,TS4L-b2fef76c51996bf48d5f,829257d5395042a96fe94d2d6a697946f9d5f5476acfc2dcd86dfa3d36f54e26,1250008,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5409652bf0e90bd3cf4c.pdf,
RS429-bb4d36d48b9916ce1b81,TS4L-c02b04de6ef106a65708,9a80e47945b20a089c0e3bb79e3fc46fac5106bb7c1145f51f16696a528f03e2,1006633,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bb4d36d48b9916ce1b81.pdf,
RS429-a41bf2298e64f457781b,TS4L-c6f811af184d68979d52,1657a1b3271f1344991e9d1e523ba61d9ff6738bdee64b06a9fb691187f85f01,2869190,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a41bf2298e64f457781b.pdf,
RS429-8f3a752232c6a206d617,TS4L-cd5e61e5bdf5b3f61ef8,6ef296c60773d1091cecb55df5b7a7cabec991ac66fba75d641a45d65eaffa9a,540714,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-8f3a752232c6a206d617.pdf,
RS429-55a1c826e4c7f79f15a3,TS4L-eed5bbf802bf4ab2e768,e7864ce64d52088587086b39600cb0ea18b5abd13885a850f5409b9f4d769aee,64403,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-55a1c826e4c7f79f15a3.pdf,
RS429-970a9c435d67171cf376,TS4L-ef525a87b5ef8a9814a0,5bbb6d399a58c54a8f98051824dd3bc0510974cce84d52ff979123befa34971b,24116681,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-970a9c435d67171cf376.pdf,
RS429-953a19b34c439d6910b7,TS4L-fe036995dc9dff8e03b3,29826a6588d3856abfc08ee7e2ea48cd34d23faf8e9d2277d709829d7941459a,17381703,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-953a19b34c439d6910b7.pdf,
RS429-6d16c2a7bb4cb6910547,TS4L-007dbad731d5396346d8,25d3d1982e32129a67ae661669d7e3d10215f663b81426b5dec3764d976ec518,1833921,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6d16c2a7bb4cb6910547.pdf,
RS429-767fb2f198ec17fd2864,TS4L-02a4d3fce9c67c79378c,0115a166b1f290ac133a65cec01a09240654b4361243b4a4df4ecb814ed492e8,88298,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-767fb2f198ec17fd2864.pdf,
RS429-6e0fc605dc5756d3db1f,TS4L-03304781c9163016bed0,c9efa19640b6ebdfb5588761b37ddcf6f61e2261650497fbbdf09081941174ca,1071142,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6e0fc605dc5756d3db1f.pdf,
RS429-5c19ac096c6f0b67594f,TS4L-04462a16b388e3c06ec4,99b9736be32308fa790719dbfb7a8f3da60460a513cd7f772cd870a08feab47b,20975663,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5c19ac096c6f0b67594f.pdf,
RS429-29d55cef32a1ed7be923,TS4L-0747cbb350fcb4663219,019d4463cd52a6d6c699378d650dcfebd3933061a4ca2b299ec83c1c06815d85,492532,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-29d55cef32a1ed7be923.pdf,
RS429-3dd9f1327324a10bd53e,TS4L-0c36220e2a172042f55b,aadf6738414fd9a1647375b4f47c03e8e7f6e05532590ae7dadf4333c20197a6,630980,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-3dd9f1327324a10bd53e.pdf,
RS429-1faeac9175aae59e6494,TS4L-0ce7b03152197ce5c276,75d72fffe75bc0c7ccda0a2959e6680a9d91c15a311ea153ad0686ad3c267970,824708,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1faeac9175aae59e6494.pdf,
RS429-d933c9d6fc5c06a84109,TS4L-168fbe9c99507706d055,c894d2cc52890ecc43a36f15e7766b853a56eedb745feebb9001c681820ebf6f,1252393,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d933c9d6fc5c06a84109.pdf,
RS429-aac3c9de207685eee8ab,TS4L-1818beaf93ad4bcb2fb2,4d703c69ec6502d94c12c664099e4d9a781765d5afcf1ac83c45bd96fe428bc4,167231,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-aac3c9de207685eee8ab.html,
RS429-846faedd549b778a5152,TS4L-1d85817a3c8ea5a05a56,9c6143999e349ed8c4416ef319a0087c2c9ddb36d81a7770883cf805224a97a5,588459,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-846faedd549b778a5152.pdf,
RS429-eebf9ada8e5614f81110,TS4L-1f781adb207e35bd1c5f,8c9b21606d062ab11714383cb8073eec6056144e912281fc318e25d9d93dfd65,266969,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eebf9ada8e5614f81110.pdf,
RS429-ee6c869d501c296a7925,TS4L-1ff9f2e16c7b9d78d284,0cee614bb344541c8ae7a4fb58c16c031a6c7f0963f9fd9856ed19c3e6fecd3b,1791730,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ee6c869d501c296a7925.pdf,
RS429-4a85f0efcda6709eff33,TS4L-24988abb8b5b0a3c7f3e,eebaac8de5ae3dfdcaf75e5287883a248afee7165f7141b6e3d9c7c0807231de,2672293,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-4a85f0efcda6709eff33.pdf,
RS429-b44f7434fd91c8a89d6e,TS4L-288a414f85335d8df1e8,963851c91964ede540da9d0f9aa488ac73546ad9dc521d586fe7463b2765982d,2653522,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b44f7434fd91c8a89d6e.pdf,
RS429-68464540e7dc476eabc7,TS4L-303dd8855a77b716a4bb,b594115fd60e35d02d4e646d387a874bffe4df8b177c2a77678dcd1eb49ac430,614838,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-68464540e7dc476eabc7.pdf,
RS429-516bcb125496f9abad35,TS4L-327a52164af278d0e51f,8f1704eedd453e30fbcd3608ef0a585815226b8f901fee07421feb993681f09e,571327,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-516bcb125496f9abad35.pdf,
RS429-a425d9ff6d69f1aba7e5,TS4L-3b31cd0fd1d3cd9bd0f3,31b0dafe038c804d1d248311bedcd79ff2bbae370449432d8cadc310cfc8f766,2172222,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a425d9ff6d69f1aba7e5.pdf,
RS429-5d41c50c559abb6217cc,TS4L-3f57c7c48f60aa1545d0,1aa2a3ed64d232c677c6258acc80e15f9af8f961fd87596273e0b687341ba992,5710550,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5d41c50c559abb6217cc.pdf,
RS429-986b0d029b672787f736,TS4L-3f73ffd33eb980c24434,b6bc25980ff465a7a2d1070135bfa52991fedf8c076b521a96671b4fcae790ac,187725,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-986b0d029b672787f736.pdf,
RS429-fd9711a8d35f7c0c9f69,TS4L-4623e87e77692493efd4,43e0f97035fe90185971f3540d5950fa62a500da3e51f40ce4479300aacc2363,402506,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fd9711a8d35f7c0c9f69.pdf,
RS429-d475420c31cfe8c4f035,TS4L-48a3b9a23d52bedaa661,17c64953387f07512880312f68a3e1bd7d494557c5b51ec5e1bfe3aee5f0b643,253659,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d475420c31cfe8c4f035.pdf,
RS429-0d02559995800650d5e8,TS4L-4a4cb123a1f2ff8ccef6,a5ff8883e41e2a98cda0b113ed6b390b30dda94e8f666e544c9b603dc5140746,53451,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0d02559995800650d5e8.pdf,
RS429-4b5a7f6a77b9e64deec8,TS4L-4e617afe327acb786e49,bb0d696cd76c875891707ef9dda598bac7ac5bac15f4092f077b1c73fecf2c85,162239,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-4b5a7f6a77b9e64deec8.html,
RS429-a7b5070e66cf0acde09c,TS4L-521a418c4c22b5628f61,c34b9d66f008f7c884fe0c87a75d1b7f900e39872ee829478ef08ed848ca3a58,332956,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a7b5070e66cf0acde09c.pdf,
RS429-42f9f73c43a825c2cf74,TS4L-634d30d6b1140190fbca,d2e8aa0fab06fbc44b2ef1ceb6bb6bbf718c5a64342645d53bc2b8a695bd2bb9,114789,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-42f9f73c43a825c2cf74.html,
RS429-10cc3df77f2a35331854,TS4L-66d5846bd673c3beeb07,5b0e0c1109d9ab591c384a19c4287016f89e01536411bd741674332c425b6fc1,56146,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-10cc3df77f2a35331854.pdf,
RS429-5abe3f6e17a5761c6636,TS4L-6bbb8757ebdeafdf01e4,3877ae86bea3c924d9cac5d31792f3b03210090cf48a00905e9df0605cb0b587,265303,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5abe3f6e17a5761c6636.pdf,
RS429-5f13a7fa01e0a43a7f6b,TS4L-6d479e19ca91cf40335f,f03c074a348359cdff294afe362fdd9e1eaf7a97c287d98ba5266070c65c1a0d,52964,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5f13a7fa01e0a43a7f6b.pdf,
RS429-23a0f9e9625a3097894c,TS4L-73775a9184d77735eeb4,25e8f175c45daf39e10ec3ea41b7ff7875e08cc59c5976512934ebeb9a3f6a63,947468,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-23a0f9e9625a3097894c.pdf,
RS429-33a929bbb1d73dab1241,TS4L-76ec9b2dbf03157e90cf,c49a367c7b8a7d567ffd34a9adb484b80e1f1a07e6ac830b1137d5a43ac0909b,3417469,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-33a929bbb1d73dab1241.pdf,
RS429-039b02c28c27a26001dc,TS4L-7b27c18ad36f3513f1b9,78317c8f63bb02936d8a23891b398633bec33cedaa1d903eb46fd38d0cd8ea0e,342360,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-039b02c28c27a26001dc.pdf,
RS429-fa1350e8a8b491812090,TS4L-7cb2b2f8fe0ac98787d7,392d04a9e8c1bfda44060ae3d8c7783a1b2ef4ba339f8b6d2ad6e54782a5ea6f,151928,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fa1350e8a8b491812090.html,
RS429-e2d8074a013057ad25c3,TS4L-7fa11dce5b5c1034b530,ecc6bb23f0232d77b0d6d0c7225bf9999704b4cd8bea8525f2aed9ebd888a1cf,6558576,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e2d8074a013057ad25c3.pdf,
