candidate_id,lane_id,priority_tier,verification_status,dry_run_status,live_download_status,pdf_page_access_planned,text_extraction_planned,ocr_planned
TS4L-1ff9f2e16c7b9d78d284,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2378458fd602ed2d7dcd,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-24988abb8b5b0a3c7f3e,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-288a414f85335d8df1e8,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-303dd8855a77b716a4bb,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-327a52164af278d0e51f,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3b31cd0fd1d3cd9bd0f3,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3f57c7c48f60aa1545d0,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3f73ffd33eb980c24434,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-40ecce79a21a8174baba,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4623e87e77692493efd4,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-48a3b9a23d52bedaa661,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4a4cb123a1f2ff8ccef6,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4e617afe327acb786e49,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4f072dbdc04fc09beae9,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-521a418c4c22b5628f61,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-634d30d6b1140190fbca,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-66d5846bd673c3beeb07,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6bbb8757ebdeafdf01e4,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6d479e19ca91cf40335f,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-73775a9184d77735eeb4,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-76ec9b2dbf03157e90cf,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7b27c18ad36f3513f1b9,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7cb2b2f8fe0ac98787d7,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7fa11dce5b5c1034b530,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-825ff018d473a20a9ff0,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8b41f21259d77beb1c57,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8c2c014bc005080e9783,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9352bcad1f5b79be8c34,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-945864d2fb70ff3ab742,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-97cae2bbc60da28063b2,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-99d3ab76f2228d202b72,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9b217627fe31ef4c1d04,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9d76845fdf24db968375,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a88a6fd0bfcb97dfec6d,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a96bee2acc6beac4884b,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b01831de87ace42b7b0f,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b26fb70c654e89b16f24,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b5eba08724e81c214d1d,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b617721424fd9353ae37,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b682e7b98c855c406ef9,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c736f83438465d7ee395,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-cc8b2bb57e261f03abe6,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d28df5e917fa4d7bd178,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d9128eebf89021e76894,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ddc756009a04bb40d91c,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e15f9380dc403bf0e548,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e3a3bb323bbf2f5de1ae,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e3b23d94d788ad5f4347,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e4112ce5dfe0216f7e9a,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e9665cf11ecd27438dee,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f163b8717d42d4aee607,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-fcdbc9316eebaaf88fe2,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-fd41859209501998826d,lane_1,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-05593b01b76714aabcf0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0a135257bde4fd82bb32,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0b4106c58196f61fae52,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0bf0c53b487e939cd752,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0c03013d44e4063f6dc0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0f78c5bba4a0b2da0dcf,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1060acb949fb3fb2e122,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1263f090769ff1705a2f,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-126405992b11dd87ffc4,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-12682f61a5df8c0f4f31,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-12c679dc6c564bba3616,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-13907cad71ba29ad40fe,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-14b8ef0a6d8d55d517ca,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-15ee8aea347cd6f19f73,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-15fec28f95b7d7f4168e,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1abec87e5e40f790ad74,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1c56aa07ae014d529726,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1c7cefa9bbbd7df8a29a,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1cad58835412642d9173,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1df40ff88b7f3e987c7e,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-20f523e843fc7de877fa,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-24200973265955182652,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-24345dbc0ab57dcf3d1e,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2477a214a652ae9d0c36,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2b475cdfc6b0388a2571,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2d2d8e5e85597f6acc12,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2e2a0724b88d46e188cc,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2f671424e7d3b62d3753,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-33635ba1f9d8c341d947,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-38e99e8f52612d0633ec,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3b33b6337549143b691b,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3bb92eb78617d70a41ee,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3d3dcbc2ee0b9abfdce4,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3ef2ee30930d402eb4ec,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3f208a626ed634fbcc78,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-42f6787a71e8b19c8dea,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-465b49ae86720f3a1eb6,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-46b38ea2c8a767d795e0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-47bc35df77cb459f9100,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-490a8211b65b67b22a28,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4d731016bd52a44b00b7,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4db5ed3abe3298faed6d,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4ed745eaf952789e839d,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4f072b6ea1f4c3e8bb62,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-520a07ebf4561f009575,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-526e5006e48f2145205f,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-55915047ab7fba23ab11,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-574756cabf17e85416eb,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5a9c67b82e7e68ae1331,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5b09bca682db3f4c12ad,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5b271ec82e04377e0fb5,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5bfec12baa5278568433,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5c74288cf14e904abce0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5e172c0886e7033b3f82,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-603600a95d37e0b0f2d8,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-652060bfaf21d47fa725,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-65919c2632c5c4ecc811,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-65f4d9945f2fab545eb7,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-66a77b0b70dabe782646,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-66e3706fbe84b241e6be,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6df3c9f0939986b517b5,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6f16f57240a347254f76,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-726b4981e819c1cb6b08,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-72b0c841677d1a4745c0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-749a617d404866ff93bd,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7668370ae7109bdbb0e8,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-77d7ffa473078182a4d6,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7c1a29d100be920563a9,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7dd3f100acf139f901dc,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7f9a97ae93a8819b039b,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7fe1aa060f2c81a0851d,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-851d781de98837dff4eb,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-86fc9a9b40c3017546c9,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-87da16ee320ec62aad7f,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-89794d2bc0f628b20b24,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8a29958a381a9c4dbf6c,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8c09429772620a1fae12,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8e048606808bb3b878b1,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8e3e335736343674eb0e,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8f5e1d1b86e3bce3d7f2,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8feef858d081f1836282,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-91fa45faf804be91e7ee,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-927732af8c44f8cb92c6,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-93c9ae0c4d54845f4fd0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9460b82039d871d1199a,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-954305cdcb283841279b,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-96ba0592b25db5bf2c2c,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-98290706fa0537ab0fdf,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9e38d1dce29a179b575e,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9fdfe3dafde0824c7f19,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a87b8b8449d028cc65e0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a88533ca5d4738f32e0e,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a8ba7c297d868e5f3809,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-aa025692b3f0df067262,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ad64ccb524289e9a7cfa,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b21f1a9452910a919fef,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b35f887ea07f8d108ef0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b819851f99a60d4e200f,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b9a7960cb5ab882c75ad,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b9ebc935be482f055a12,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-bcfb80b849d5f366ae95,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-be155254fc856829368b,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-beb020c6317b96e3f7f0,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-bec27c7aa0576452ebcd,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c0e93d74e425f8a0cad1,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c1a7b71f39f65eef3392,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c4d96d4f150ee82e68ca,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c56896186b3e34951ba4,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c5a868f7ac3dca3494e2,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c6c4bcbb5860ad040f45,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c84e3f49a00a59d530a7,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c8cf8b7243d046c0b5ca,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-cb18b94e3ad10c1d57b4,lane_2,tier_b,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
