candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status,retained_source_id,source_review_download_status,download_status,http_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,notes
TS4L-5bfec12baa5278568433,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/05/m2017-044.pdf,"STATE OF NEW YORK PUBLIC EMPLOYMENT RELATIONS BOARD — Fact Finding Between West Babylon Union Free School District and Civil Service Employees Association (Non-Teaching Unit), PERB Case No. M2017-044",Babylon,NY,safety_and_non_safety_bargaining_units,"Non-teaching school district support staff (e.g., food service, custodial, transportation as described in PERB fact-finding context)",Civil Service Employees Association (CSEA) (Non-Teaching Unit),PERB Case No. M2017-044 (Fact-Finding Report; received 3/07/2018 per PERB listing),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Potential same-city match (West Babylon UFSD is in the Babylon/West Babylon area),Overlaps expected window (2014-2024): fact-finding received 2018,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded,RS429-f4351c9bb1d94d3bc516,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:35Z,"get_http_403; attempts=1; elapsed_seconds=0.077; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-66e3706fbe84b241e6be,lane_2,tier_b,verification_ready_medium,https://www.michigan.gov/-/media/Project/Websites/leo/Documents/BER-2016-Decisions/2016-Decisions/20161018cu15i028.pdf,"MICHIGAN EMPLOYMENT RELATIONS COMMISSION (BER) — Commission Decision / Recommended Order (Van Buren Township — Police Officers Labor Council), dated in 2016 (BER decision PDF)",Van Buren charter,MI,safety_and_non_safety_bargaining_units,Police Officers (public safety),Police Officers Labor Council (Van Buren Township),MERC/BER decision (2016) referencing Act 312 arbitration / bargaining over issues related to pension (exact CBA term not asserted here),2016-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Van Buren Township (Wayne County, MI)",Within 2014-2024 target window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:05Z,verified_source_lead_not_downloaded,RS429-345ed612942fbe5b4cd5,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:37Z,"get_http_403; attempts=1; elapsed_seconds=0.097; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-98290706fa0537ab0fdf,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/03/ia83-013-award-7-27-84.pdf,PERB Arbitration Award (PERB Case No. IA83-013): Town of New Windsor and New Windsor Police Benevolent Association (received 7/27/1984),New Windsor,NY,safety_and_non_safety_bargaining_units,Police (safety),New Windsor Police Benevolent Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_found,outside_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:57Z,verified_source_lead_not_downloaded,RS429-1d806f8fb6148c15285b,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:48Z,"get_http_403; attempts=1; elapsed_seconds=0.074; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-ad64ccb524289e9a7cfa,lane_2,tier_b,verification_ready_medium,https://www.michigan.gov/-/media/Project/Websites/leo/Documents/BER/2017-MERC-Decisions/20170425c16g079.pdf?rev=9c629185db1d4c3f8945967a24b3fe58,"Employment Relations Commission (MERC) Decision and Recommended/Final Order: Charter Township of West Bloomfield v. West Bloomfield Township Fire Fighters, Local 1721, IAFF — Case No. C16 G-079 (issued 2017-04-25)",West Bloomfield charter,MI,safety_and_non_safety_bargaining_units,Fire Fighters (IAFF Local 1721),"West Bloomfield Township Fire Fighters, Local 1721, International Association of Fire Fighters (IAFF)",2016-2017 (case docket C16 G-079; decision issued 2017-04-25),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:11Z,verified_source_lead_not_downloaded,RS429-cafc1aba4df8927ad7e9,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:49Z,"get_http_403; attempts=1; elapsed_seconds=0.056; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-cdca56d430ec90c3b672,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/03/ia89-004-award-4-9-90.pdf,OPINION AND AWARD — Town of Poughkeepsie Police Benevolent Association — PERB Case No. IA 89-4 (M 88-506),Poughkeepsie,NY,safety_and_non_safety_bargaining_units,Safety (police),Town of Poughkeepsie Police Benevolent Association,PERB Case No. IA 89-4 (interest arbitration award; outside requested 2014-2024 window),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Town of Poughkeepsie (not City; municipal-name mismatch vs 'Poughkeepsie' if user intended the City only),Outside target window (appears earlier than 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:08Z,verified_source_lead_not_downloaded,RS429-464a8eb9cc0314c1b4f8,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:53Z,"get_http_403; attempts=1; elapsed_seconds=0.068; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-d94b3b63eb05781a8f63,lane_2,tier_b,verification_ready_medium,https://www.iaff.org/news/cfc/,Colorado Local’s Impressive Road to First Contract (IAFF) — mentions Wheat Ridge Fire Protection District / Local 4881 contract negotiations,Wheat Ridge,CO,safety_and_non_safety_bargaining_units,firefighters (IAFF),Wheat Ridge Local 4881 (IAFF),referenced negotiations leading to a one-year contract starting by 2014–2015 context (exact dates not stated in the lead),2014,2015,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,partial_city_match (Wheat Ridge referenced; employer described as Wheat Ridge Fire Protection District),overlaps_target_window (2014–2024) based on 2014/2015 narrative,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:33Z,verified_source_lead_not_downloaded,RS429-3cda9c90f8b231d83cef,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:53Z,"get_http_403; attempts=1; elapsed_seconds=0.544; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-dae0bc160c5e02e53e83,lane_2,tier_b,verification_ready_medium,https://www.michigan.gov/leo/-/media/Project/Websites/leo/Documents/BER/MERC-meetings/2024/11-12-24-Meeting-Packet-for-Virtual-Attendees.pdf?hash=7A5F45F3D0A87C6283023CDDF845AF3B&rev=805033f14d68438bb3f02cc05c08394f,"MERC Meeting Packet (Virtual Attendees) — Listing: Brownstown, Charter Township of & Technical, Professional & Officeworkers Association of Michigan (MERC Case No. 24-J-1797-GM)",Brownstown charter,MI,safety_and_non_safety_bargaining_units,Non-safety (technical/professional & officeworkers),"Technical, Professional & Officeworkers Association of Michigan",Case initiated 10/14/2024 (mediation listing in MERC meeting packet),2024,2026,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"exact municipality match (Brownstown, Charter Township of, MI)",overlaps target window partially (initiative 10/14/2024 is within 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:19Z,verified_source_lead_not_downloaded,RS429-94e71c1fcdb5cb6bb03d,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:54Z,"get_http_403; attempts=1; elapsed_seconds=0.063; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-f686c4b4a7fb4fde3ac8,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/town-colonie-and-colonie-police-benevolent-association,PERB: Town of Colonie and Colonie Police Benevolent Association (Opinion and Award / Compulsory Interest Arbitration),Colonie,NY,safety_and_non_safety_bargaining_units,Police (police officers and sergeants),Colonie Police Benevolent Association (PBA),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,cycle_window_unclear_from_search_snippet,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:34Z,verified_source_lead_not_downloaded,RS429-aa036663774841d59b2b,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:56Z,"get_http_403; attempts=1; elapsed_seconds=0.077; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-2715aca0a278e66b3f71,lane_3,tier_b,verification_ready_medium,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual%20Reports/2022%20ATR%20Final%20Web%20Version%20condensed.pdf,Town of Foxborough Annual Report 2022 (includes Annual Town Meeting articles funding cost items for collective bargaining contracts),Foxborough,MA,non_safety_municipal_units,Highway/Water (DPW employees),"Foxborough Highway and Water Employees Union, AFSCME","Contract dated July 1, 2022 to June 30, 2023 (referenced in Annual Town Meeting articles)",2022-07-01,2023-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlapping_2014_2024_window_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:29Z,verified_source_lead_not_downloaded,RS429-195756339d8aef41baaf,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:59Z,"get_http_403; attempts=1; elapsed_seconds=0.433; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-faa8207d4a1164eccd00,lane_3,tier_b,verification_ready_medium,https://www.garfieldmi.gov/download/13178/2024-budget.pdf,"2024 Budget Report for Garfield Township (Charter Township of Garfield, MI)",Garfield charter,MI,non_safety_municipal_units,Non-safety township departments and roles shown in budget wage lines,,Budget year 2024 (document filename indicates 2024-budget),2024,2024,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,likely_same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:09Z,verified_source_lead_not_downloaded,RS429-765e4fb05008fc764f4a,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:10Z,"get_http_403; attempts=1; elapsed_seconds=0.455; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-3f7e2c9e53ec5bfcf801,lane_4,tier_b,verification_ready_medium,https://www.villageofgoshen-ny.gov/wp-content/uploads/bsk-pdf-manager/2024/11/11.12.24-CONTRACT-FRONT-END-BOILER-REPLACEMENT-BID-DOCUMENT.pdf,Village of Goshen bid/contract documents including prevailing wage schedule (PDF) — boiler replacement project,Goshen,NY,safety_and_non_safety_compensation_units,non-safety (public works/contracted labor wage schedule) — used as compensation schedule proxy,N/A (prevailing wage schedule for public works project rather than union unit),prevailing wage schedule described as effective July 2024 through June 2025 (as indicated on the document; exact effective dates not revalidated in this lead),2024-07-01 (as indic,2025-06-30 (as indic,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,match_to_Goshen_Village_NY_not_verified,overlaps_2014_2024_window_but_not_verified_exact_overlap,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded,RS429-67823ad1d338d1c754e4,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:14Z,"get_http_403; attempts=1; elapsed_seconds=0.197; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-4901febb5e548fb39dab,lane_4,tier_b,verification_ready_medium,https://www.monroemi.gov/UserFiles/Servers/Server_10126506/File/City%20Hall/Departments/Human_Resources/Union%20Agreements/2022/Firefighter%20Contract%20July%202021-2026.pdf,"Firefighter Contract July 2021-2026 (City of Monroe, MI) — PDF",Monroe charter,MI,safety_and_non_safety_compensation_units,Firefighters / Public Safety,Firefighters (labor agreement),July 2021 - 2026,2021-07-01,2026-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,likely_city_of_monroe_match_from_host_domain_monroemi.gov,overlaps_target_window_2014-2024_from_2021-2024_portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded,RS429-0d1d0ebe6697ac9ee934,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:14Z,"get_http_403; attempts=1; elapsed_seconds=0.347; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-672e38d3f5a82994eda1,lane_4,tier_b,verification_ready_medium,https://perb.ny.gov/impasse-between-town-shawangunk-and-town-shawangunk-highway-association,Impasse Between: Town of Shawangunk and Town of Shawangunk Highway Association (Fact Finder’s Recommendations) (Case No. M2024-133 FF),Shawangunk,NY,safety_and_non_safety_compensation_units,"Highway Department employees (non-public-safety unit; includes HMEO, HMEO Mechanic, Working Supervisor titles)",Town of Shawangunk Highway Association (successor bargaining unit per PERB filing/representation process),"CBA expired Dec 31, 2023; successor negotiations for wages commencing Jan 1, 2024 (wage schedule shown through proposed future dates in the report)",2021-01-01,2023-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"exact municipality match (Shawangunk, NY)","overlaps target window (document centers wages commencing Jan 1, 2024; prior CBA years 2021-2023 included)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded,RS429-b5ba4ea9bfb4bd72cde7,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:39Z,"get_http_403; attempts=1; elapsed_seconds=0.073; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-9cc85e0d11c59bb6802d,lane_4,tier_b,verification_ready_medium,https://www.iaff.org/news/strong-union-work-pays-off-for-poplar-bluff-mo-local-2543/,"IAFF news: “Strong Union Work Pays Off for Poplar Bluff, MO Local 2543”",Poplar Bluff,MO,safety_and_non_safety_compensation_units,Firefighters / Public safety bargaining unit (Local 2543 referenced),IAFF Local 2543 (referenced),2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,exact_match,unknown_overlap_with_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:28Z,verified_source_lead_not_downloaded,RS429-d6f33ebf079284dfc520,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:53Z,"get_http_403; attempts=1; elapsed_seconds=0.453; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
