hex_cell_id,geography_panel,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude,mechanism_tag,side,implementation_event_count,root_compensation_event_count,unique_municipality_count,unique_cycle_count,urban_event_count,rural_event_count,unknown_urbanicity_count
CONUS50-+00000-+00015,lower_48,0.0,1299038.106,34.723294,-95.902895,retroactive,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00015,lower_48,0.0,1299038.106,34.929783,-95.718636,retroactive_pay,fire,1,1,1,1,1,0,0
CONUS50-+00000-+00015,lower_48,0.0,1299038.106,34.723294,-95.902895,retroactive_pay,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,no_direct_compensation_outcome,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,none_identified,remains_unclear,2,2,1,1,2,0,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,ordinance_adoption,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,ordinance_council_adoption,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,payroll_effective_date,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,retroactive,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00017,lower_48,0.0,1472243.186,35.943753,-96.05314,retroactive_pay,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00020,lower_48,0.0,1732050.808,38.507339,-95.637764,none_identified,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00020,lower_48,0.0,1732050.808,38.507339,-95.637764,ordinance_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00020,lower_48,0.0,1732050.808,38.507339,-95.637764,ordinance_council_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00020,lower_48,0.0,1732050.808,38.507339,-95.637764,payroll_effective_date,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00020,lower_48,0.0,1732050.808,38.507339,-95.637764,retroactive,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00020,lower_48,0.0,1732050.808,38.507339,-95.637764,retroactive_pay,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00021,lower_48,0.0,1818653.348,39.339329,-95.461198,across_the_board_raise,police,1,1,1,1,0,1,0
CONUS50-+00000-+00021,lower_48,0.0,1818653.348,39.339329,-95.461198,classification_band_change,police,1,1,1,1,0,1,0
CONUS50-+00000-+00021,lower_48,0.0,1818653.348,39.339329,-95.461198,none_identified,police,1,1,1,1,0,1,0
CONUS50-+00000-+00021,lower_48,0.0,1818653.348,39.339329,-95.461198,unclear,police,1,1,1,1,0,1,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.916421,-95.927428,benefit_cost_change,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.918428,-96.165733,none_identified,remains_unclear,4,4,3,4,0,4,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.918428,-96.165733,one_time,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.683043,-96.269889,ordinance_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.683043,-96.269889,ordinance_council_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.916421,-95.927428,payroll_effective_date,remains_unclear,3,3,2,3,0,3,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.918428,-96.165733,retroactive,remains_unclear,4,4,3,4,0,4,0
CONUS50-+00000-+00023,lower_48,0.0,1991858.429,40.918428,-96.165733,retroactive_pay,remains_unclear,4,4,3,4,0,4,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.62279,-96.29815,none_identified,police,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.490235,-96.067924,none_identified,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.62279,-96.29815,ordinance_adoption,police,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.62279,-96.29815,ordinance_council_adoption,police,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.490235,-96.067924,ordinance_council_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.62279,-96.29815,payroll_effective_date,police,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.490235,-96.067924,payroll_effective_date,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.62279,-96.29815,retroactive,police,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.490235,-96.067924,retroactive,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.62279,-96.29815,retroactive_pay,police,1,1,1,1,0,1,0
CONUS50-+00000-+00025,lower_48,0.0,2165063.509,42.490235,-96.067924,retroactive_pay,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00026,lower_48,0.0,2251666.05,43.418215,-95.53666,non_base_compensation_other,police,1,1,1,1,0,1,0
CONUS50-+00000-+00026,lower_48,0.0,2251666.05,43.418215,-95.53666,none_identified,police,1,1,1,1,0,1,0
CONUS50-+00000-+00026,lower_48,0.0,2251666.05,43.418215,-95.53666,payroll_effective_date,police,1,1,1,1,0,1,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,base_wage_change,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,43.714686,-96.00668,budget_pay_plan_process,side_independent,2,2,2,2,0,1,1
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,43.714686,-96.00668,fiscal_constraint,side_independent,2,2,2,2,0,1,1
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,43.714686,-96.00668,no_direct_compensation_outcome,side_independent,2,2,2,2,0,1,1
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.234778,-96.239679,non_base_compensation_other,police,1,1,1,1,0,1,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,none_identified,police,4,4,3,3,0,4,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,none_identified,remains_unclear,5,5,4,5,0,5,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,payroll_effective_date,police,4,4,3,3,0,4,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,payroll_effective_date,remains_unclear,5,5,4,5,0,5,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,43.714686,-96.00668,payroll_effective_date,side_independent,2,2,2,2,0,1,1
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,recurring,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,retroactive,police,3,3,2,3,0,3,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,retroactive,remains_unclear,5,5,4,5,0,5,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,retroactive_pay,police,3,3,2,3,0,3,0
CONUS50-+00000-+00027,lower_48,0.0,2338268.59,44.232947,-95.871071,retroactive_pay,remains_unclear,5,5,4,5,0,5,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,benefit_cost_change,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.511569,-95.89261,budget_pay_plan_process,police,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,budget_pay_plan_process,side_independent,2,2,2,2,0,2,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.511569,-95.89261,fiscal_constraint,police,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,fiscal_constraint,side_independent,2,2,2,2,0,2,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.511569,-95.89261,no_direct_compensation_outcome,police,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,45.012763,-96.189057,no_direct_compensation_outcome,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,no_direct_compensation_outcome,side_independent,2,2,2,2,0,2,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.449061,-95.789201,non_base_compensation_other,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,none_identified,remains_unclear,5,5,3,2,1,4,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.511569,-95.89261,ordinance_adoption,police,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,45.012763,-96.189057,ordinance_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,ordinance_adoption,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.511569,-95.89261,ordinance_council_adoption,police,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,45.012763,-96.189057,ordinance_council_adoption,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,ordinance_council_adoption,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,payroll_effective_date,remains_unclear,4,4,3,2,1,3,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,45.015038,-95.930294,payroll_effective_date,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,retroactive,remains_unclear,3,3,2,2,0,3,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,retroactive_pay,remains_unclear,3,3,2,2,0,3,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.449061,-95.789201,settlement_or_mou,remains_unclear,1,1,1,1,1,0,0
CONUS50-+00000-+00028,lower_48,0.0,2424871.131,44.464282,-96.251729,settlement_or_mou,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,across_the_board_raise,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,base_wage_change,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,budget_pay_plan_process,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,cola_cpi_adjustment,police,2,2,1,2,2,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,fiscal_constraint,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,no_direct_compensation_outcome,mixed,1,1,1,1,1,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,no_direct_compensation_outcome,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,non_base_compensation_other,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,none_identified,mixed,1,1,1,1,1,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,none_identified,police,2,2,1,2,2,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,none_identified,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,payroll_effective_date,police,2,2,1,2,2,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,payroll_effective_date,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,payroll_effective_date,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,recurring,police,2,2,1,2,2,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,recurring,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,retroactive,police,2,2,1,2,2,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,retroactive,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,retroactive_pay,police,2,2,1,2,2,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,retroactive_pay,remains_unclear,2,2,1,2,0,2,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.611628,-95.532189,unclear,mixed,1,1,1,1,1,0,0
CONUS50-+00000-+00029,lower_48,0.0,2511473.671,45.315182,-95.60537,unclear,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.648762,-95.802139,budget_pay_plan_process,non_safety,2,2,1,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.648762,-95.802139,fiscal_constraint,non_safety,2,2,1,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.648762,-95.802139,no_direct_compensation_outcome,non_safety,2,2,1,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.284912,-95.718697,none_identified,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.648762,-95.802139,ordinance_adoption,non_safety,1,1,1,1,0,1,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.648762,-95.802139,ordinance_council_adoption,non_safety,2,2,1,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.284912,-95.718697,payroll_effective_date,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.284912,-95.718697,retroactive,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.284912,-95.718697,retroactive_pay,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00030,lower_48,0.0,2598076.211,46.648762,-95.802139,unclear,non_safety,1,1,1,1,0,1,0
CONUS50-+00000-+00031,lower_48,0.0,2684678.752,46.857795,-95.859862,no_direct_compensation_outcome,police,1,1,1,1,0,0,1
CONUS50-+00000-+00031,lower_48,0.0,2684678.752,46.857795,-95.859862,non_base_compensation_other,police,2,2,1,2,0,0,2
CONUS50-+00000-+00031,lower_48,0.0,2684678.752,46.857795,-95.859862,none_identified,police,3,3,1,3,0,0,3
CONUS50-+00000-+00031,lower_48,0.0,2684678.752,46.857795,-95.859862,ordinance_adoption,police,1,1,1,1,0,0,1
CONUS50-+00000-+00031,lower_48,0.0,2684678.752,46.857795,-95.859862,ordinance_council_adoption,police,1,1,1,1,0,0,1
CONUS50-+00000-+00031,lower_48,0.0,2684678.752,46.857795,-95.859862,payroll_effective_date,police,2,2,1,2,0,0,2
CONUS50-+00000-+00032,lower_48,0.0,2771281.292,47.70632,-96.018258,budget_pay_plan_process,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00032,lower_48,0.0,2771281.292,47.70632,-96.018258,fiscal_constraint,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00032,lower_48,0.0,2771281.292,47.70632,-96.018258,no_direct_compensation_outcome,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00032,lower_48,0.0,2771281.292,47.70632,-96.018258,ordinance_adoption,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00032,lower_48,0.0,2771281.292,47.70632,-96.018258,ordinance_council_adoption,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00032,lower_48,0.0,2771281.292,47.70632,-96.018258,payroll_effective_date,side_independent,1,1,1,1,0,1,0
CONUS50-+00000-+00033,lower_48,0.0,2857883.832,48.844462,-95.762434,no_direct_compensation_outcome,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00033,lower_48,0.0,2857883.832,48.701061,-96.183554,non_base_compensation_other,remains_unclear,1,1,1,1,0,1,0
CONUS50-+00000-+00033,lower_48,0.0,2857883.832,48.701061,-96.183554,none_identified,remains_unclear,2,2,2,2,0,2,0
CONUS50-+00000-+00033,lower_48,0.0,2857883.832,48.844462,-95.762434,ordinance_council_adoption,remains_unclear,1,1,1,1,0,1,0
