normalized_record_id,codified_record_id,rating_id,span_id,source_id,retained_source_id,candidate_id,municipality,state,region,source_family,cba_non_cba_hint,priority_bucket,evidence_category,primary_mechanism_cluster,original_locator,final_locator,page_number,section_heading,character_start_offset,character_end_offset,paragraph_offset,line_offset,raw_span_text,raw_paraphrase,raw_compensation_text,raw_value_text,raw_unit_text,raw_effective_period_text,raw_unit_or_group_text,raw_rank_step_grade_text,raw_base_nonbase_text,raw_context_notes,parsed_currency_amount,parsed_percentage_value,parsed_hourly_rate,parsed_annual_salary,parsed_monthly_rate,parsed_biweekly_rate,parsed_weekly_rate,parsed_daily_rate,parsed_lump_sum,parsed_stipend_or_allowance,parsed_premium_amount,parsed_premium_percentage,parsed_cola_cpi_value,parsed_step_or_grade_value,parsed_effective_date,parsed_start_date,parsed_end_date,parsed_contract_year,parsed_fiscal_year,parsed_cycle_label,normalized_pay_basis,normalized_hourly_equivalent,normalized_annual_equivalent,annualization_assumption,annualization_hours_used,normalized_percentage_growth,normalized_growth_type,base_or_non_base,non_base_component_type,unit_or_group,safety_category,occupation_or_classification,rank,step,grade,payband,effective_period_start,effective_period_end,municipality_cycle_id_candidate,comparison_cycle_candidate,normalized_value_confidence,normalization_status,normalization_blocker_tags,normalization_notes,source_title,quant_span_types,mechanism_attributes,direction_bucket,report_usability_bucket,span_sha256,scout_target_id,verification_row_id,source_review_download_id,readiness_id,extraction_id,normalized_at
B4X2500NORM-2699ab8a9fc8c1112d6042ce,B4X2500COD-20260730-190cc1e864fe532d52706a67,B4X2500-RATING-20260730-401d30836ae0fd20f38daad0,B4X2500SPAN-20260730-ebe3fc8a7775050e8a4ccc42,B4X2500LIVE-20260729-007066,B4X2500SRD-20260730-c351eb9c99208807d4ca,B4X2500LIVE-20260729-007066,Eufaula,OK,South,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://www.cityofeufaulaok.com/wp-content/uploads/2026/04/Agenda-Book-04.06.26.pdf,https://cityofeufaulaok.com/wp-content/uploads/2026/04/Agenda-Book-04.06.26.pdf,,,38962,39006,222,954,Lodge Number 207 for Fiscal Year 2026-2027.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Lodge Number 207 for Fiscal Year 2026-2027.,,contract_year_or_fiscal_year,2026-07-01; 2027-06-30,police,,,"Collective Bargaining Agreement between the City of Eufaula and Fraternal Order of Police, Lodge No. 207 (Fiscal Years July 1, 2026 - June 30, 2027);",,,,,,,,,,,,,,,2026-07-01,2026-07-01,2027-06-30,2026,2026,2026-2027,unknown,,,not_safe_to_annualize,,,unknown,unclear,,police,police,police,,,,,2026-07-01,2027-06-30,B4X2500MC-935135da6398b35b5a9c1c7a,2026-2027,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Collective Bargaining Agreement between the City of Eufaula and Fraternal Order of Police, Lodge No. 207 (Fiscal Years July 1, 2026 - June 30, 2027)","[""contract_year_or_fiscal_year""]",[],not_applicable,pi_report_context_only,d88fd476f7412cbbd58598baf717333d0b120ca83962c52ad5fe0684fca17aa8,B4X2500-20260729-07039,B4X2500V-20260730-04030,B4X2500SRD-20260730-c351eb9c99208807d4ca,B4X2500RDY-20260730-e49d58372564e22148e0,B4X2500TXT-20260730-4e6427aeede966daa310,2026-07-30T22:04:38Z
B4X2500NORM-269a245e59454870fab23873,B4X2500COD-20260730-d0e8bbb8f9a907a817f5764a,B4X2500-RATING-20260730-50a6af40c030bf431bee3d54,B4X2500SPAN-20260730-eabc2187fdee59d2b5b1a5b7,B4X2500LIVE-20260729-003985,B4X2500SRD-20260730-0eb128c77e94fe99881d,B4X2500LIVE-20260729-003985,Newburgh,NY,Northeast,cba,cba_hint,medium_priority_verification_ready,quantitative_compensation,timing_implementation,https://ecommons.cornell.edu/bitstreams/ab3ac541-b9c3-48f1-a68c-4eb27c242ed9/download,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/12/94/06/12940612512708518067347616296141622763,,MEAL ALLOWANCE,17554,17581,125,414,"Effective January 1,2001,","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Effective January 1,2001,",,effective_date,2001,police,,,NYS PERB Contract Collection (Police bargaining) — Town of Newburgh Police Bargaining Unit / Policemen's Benevolent Association (PBA) (metadata/bitstream lead); MEAL ALLOWANCE,,,,,,,,,,,,,,,,2001-01-01,,2001,,2001,unknown,,,not_safe_to_annualize,,,unknown,unclear,,police,police,police,,,,,2001-01-01,,B4X2500MC-76c40fcdc52769a26ade39ec,2001,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",NYS PERB Contract Collection (Police bargaining) — Town of Newburgh Police Bargaining Unit / Policemen's Benevolent Association (PBA) (metadata/bitstream lead),"[""effective_date""]","[""implementation_or_retroactivity_advantage""]",neutral_or_general,pi_report_context_only,57043fbf64d18f033c0e76fe73d81317ed6dff73a1cc919602aeeeeaef8e9fa6,B4X2500-20260729-03811,B4X2500V-20260730-03843,B4X2500SRD-20260730-0eb128c77e94fe99881d,B4X2500RDY-20260730-2e75518b6e20b3136f6d,B4X2500TXT-20260730-a67000c3a5c2a6d21596,2026-07-30T22:04:39Z
B4X2500NORM-269cc0679ee720a2f8f795c0,B4X2500COD-20260730-80f57bd4d4149132208a116e,B4X2500-RATING-20260730-ccc4a5b7dcd52dd92488ea89,B4X2500SPAN-20260730-61aa1dd18b06989df1609f61,B4X2500LIVE-20260729-002349,B4X2500SRD-20260730-f0a6fcee5900e8d3b4a2,B4X2500LIVE-20260729-002349,Sand City,CA,West,mou_or_memorandum,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,automatic_wage_growth,https://d3n9y02raazwpg.cloudfront.net/sandcity/2be31209-a2b6-11ef-ab4b-005056a89546-4b719464-99ac-4a15-8a03-d622ffbda647-1747338739.pdf,https://d3n9y02raazwpg.cloudfront.net/sandcity/2be31209-a2b6-11ef-ab4b-005056a89546-4b719464-99ac-4a15-8a03-d622ffbda647-1747338739.pdf,,,35968,36057,263,1000,"Effective the first full pay period following July 1, 2025, a 3% salary increase will be","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Effective the first full pay period following July 1, 2025, a 3% salary increase will be",3%,percentage_raise,2024-07-01; 2027-06-30; 2025-07-01,police,,,"Memorandum of Understanding Between the City of Sand City and the Sand City Police Officer Association (POA) — July 1, 2024 through June 30, 2027 (attached as Exhibit A to resolution authorizing execution);",,3.0,,,,,,,,,,,,,2024-07-01,2024-07-01,2025-07-01,2024,,2024,percentage,,,not_applicable,,3.0,across_the_board_raise,unclear,,police,police,police,,,,,2024-07-01,2025-07-01,B4X2500MC-8e5bedf03e0ac0d7ccb36963,2024,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Memorandum of Understanding Between the City of Sand City and the Sand City Police Officer Association (POA) — July 1, 2024 through June 30, 2027 (attached as Exhibit A to resolution authorizing execution)","[""percentage_raise""]","[""automatic_raise_mechanism""]",not_applicable,downstream_normalization_needed,7bfd7faeb59c119d2fc44e3983cb82c44fc8e6331281031cd8f3b41c3a663bd4,B4X2500-20260729-02364,B4X2500V-20260730-04374,B4X2500SRD-20260730-f0a6fcee5900e8d3b4a2,B4X2500RDY-20260730-511f414d675428392203,B4X2500TXT-20260730-747f2c8fa8e31f053f52,2026-07-30T22:04:39Z
B4X2500NORM-26a77616a8c2525fa796ff09,B4X2500COD-20260730-b7f8dbf04136a67c1110d9cb,B4X2500-RATING-20260730-a30e16225633b4edfab6b953,B4X2500SPAN-20260730-588693485a834b862aa5230f,B4X2500LIVE-20260729-002198,B4X2500SRD-20260730-7d8f5a2d5505fbece24a,B4X2500LIVE-20260729-002198,Freeport,TX,South,budget_or_pay_plan,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,automatic_wage_growth,https://www.freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,,15014,15081,48,321,a 3.5% increase has been included under Salaries as a placeholder.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",a 3.5% increase has been included under Salaries as a placeholder.,3.5%,percentage_raise,2020,police,,,FY2019-2020 Adopted Budget (City of Freeport Pay Scale Matrix) — Police pay ranges;,,3.5,,,,,,,,,,,,,,2020-01-01,,2020,2019,2020,percentage,,,not_applicable,,3.5,across_the_board_raise,unclear,,police,police,police,,,,,2020-01-01,,B4X2500MC-2df95c92f499d8d16daf1ce4,2020,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",FY2019-2020 Adopted Budget (City of Freeport Pay Scale Matrix) — Police pay ranges,"[""percentage_raise""]","[""automatic_raise_mechanism""]",neutral_or_general,pi_report_context_only,1c17bdd7aa339abb1213afe8ae7e398a6b617ccf052ca9e719cc388be8447d3e,B4X2500-20260729-02222,B4X2500V-20260730-01276,B4X2500SRD-20260730-7d8f5a2d5505fbece24a,B4X2500RDY-20260730-1c5cc1dc798758c50679,B4X2500TXT-20260730-33d7d7c5afe42eacc00e,2026-07-30T22:04:38Z
B4X2500NORM-26bd5c19382f688b1d4ad96c,B4X2500COD-20260730-9bc5d212296d0cc2c85a0b91,B4X2500-RATING-20260730-882afa9cd2f4da1bff4b9a33,B4X2500SPAN-20260730-e66aa2bdc34c4268053e5e7f,B4X2500LIVE-20260729-008467,B4X2500SRD-20260730-8ca377082280521b573f,B4X2500LIVE-20260729-008467,River Hills,WI,Midwest,factfinding_report,non_cba_or_other_hint,high_priority_verification_ready,mixed_quantitative_qualitative,automatic_wage_growth,https://werc.wi.gov/interest_awards/ff33857.pdf,https://werc.wi.gov/interest_awards/ff33857.pdf,,,10503,10556,117,269,"economy, the Village’s financial condition, and CPI.",The passage combines a raw compensation term with possible wage-setting context for later review.,"economy, the Village’s financial condition, and CPI.",,COLA_or_CPI_adjustment,2009; 2012,police,,,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012;",,,,,,,,,,,,,,,,2009-01-01,,2009,,2009,unknown,,,not_safe_to_annualize,,,COLA_CPI,unclear,,police,police,police,,,,,2009-01-01,,B4X2500MC-7942258bc942bc1ec3879783,2009,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012","[""COLA_or_CPI_adjustment""]","[""automatic_raise_mechanism""]",neutral_or_general,pi_report_context_only,da7de8823658f5c65bcef15dd8d38ebc88e06f5b744d86f254a4d6e230d9bdd3,B4X2500-20260729-08479,B4X2500V-20260730-02855,B4X2500SRD-20260730-8ca377082280521b573f,B4X2500RDY-20260730-f76082387fb49b4d9da2,B4X2500TXT-20260730-c1b98ab28e69561124ec,2026-07-30T22:04:39Z
B4X2500NORM-26be109b580b566b82a434d9,B4X2500COD-20260730-026c75e7ae30eef2fb5b09b6,B4X2500-RATING-20260730-f487ed07128106a318e866ab,B4X2500SPAN-20260730-4cdbe424e5f80d86a91d4d75,B4X2500LIVE-20260729-007012,B4X2500SRD-20260730-9cd69443e2e9a414dd85,B4X2500LIVE-20260729-007012,Montreat,NC,South,budget_or_pay_plan,non_cba_or_other_hint,high_priority_verification_ready,mixed_quantitative_qualitative,automatic_wage_growth,https://townofmontreat.org/wp-content/uploads/2018/06/Montreat_Personnel_Policy_Revised_07132017.pdf,https://townofmontreat.org/wp-content/uploads/2018/06/Montreat_Personnel_Policy_Revised_07132017.pdf,,,19970,20063,89,429,"consumer price index, anticipated changes in surrounding state municipal employer plans, and",The passage combines a raw compensation term with possible wage-setting context for later review.,"consumer price index, anticipated changes in surrounding state municipal employer plans, and",,COLA_or_CPI_adjustment,,,,,Town of Montreat Personnel Policy (includes Article III – The Pay Plan);,,,,,,,,,,,,,,,,,,,,,unknown,,,not_safe_to_annualize,,,COLA_CPI,unclear,,unresolved_unit,unclear,unknown,,,,,,,B4X2500MC-5c5a4a2bb76efb0e477121ed,undated-source-B4X2500LIVE-20260729-007012,moderate,normalization_mechanism_only,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Town of Montreat Personnel Policy (includes Article III – The Pay Plan),"[""COLA_or_CPI_adjustment""]","[""automatic_raise_mechanism""]",not_applicable,pi_report_context_only,4d961c4c50cc1a80f2bc0a7054c0bf9553c8a966152751737405b1404ca907fd,B4X2500-20260729-06984,B4X2500V-20260730-02159,B4X2500SRD-20260730-9cd69443e2e9a414dd85,B4X2500RDY-20260730-9b016cf6eb8741191e2b,B4X2500TXT-20260730-28decf07a22864d5dcc0,2026-07-30T22:04:38Z
B4X2500NORM-26cea2a765bd438c747cc8b4,B4X2500COD-20260730-df24aab9dada9294e3244998,B4X2500-RATING-20260730-c38a4b49a691d590b8c55706,B4X2500SPAN-20260730-9d2257ddff9d4d5fe1b742b6,B4X2500LIVE-20260729-004530,B4X2500SRD-20260730-5d16fc9da91f57c671ee,B4X2500LIVE-20260729-004530,Wadesboro,NC,South,budget_or_pay_plan,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,automatic_wage_growth,https://www.wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,221047,221151,1223,4474,"Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY","$14,548.00; 0.5%",percentage_raise,2017,,,,Town of Wadesboro FY 2017-18 Annual Budget — Personnel: Salary Schedule (allocation of positions to salary grades);,14548.0,0.5,,,,,,,,,,,,,,2017-01-01,,2017,2017,2017,percentage,,,not_applicable,,0.5,across_the_board_raise,unclear,,unresolved_unit,unclear,unknown,,,,,2017-01-01,,B4X2500MC-241959fcaa1c304961d545c2,2017,moderate,normalization_mechanism_only,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""base_nonbase_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Town of Wadesboro FY 2017-18 Annual Budget — Personnel: Salary Schedule (allocation of positions to salary grades),"[""percentage_raise""]","[""automatic_raise_mechanism""]",neutral_or_general,pi_report_context_only,f94d19b746af8cf0dd6402e746b08e1105c45f7068bf460ff3f1a2a74ec237cd,B4X2500-20260729-04509,B4X2500V-20260730-00725,B4X2500SRD-20260730-5d16fc9da91f57c671ee,B4X2500RDY-20260730-befa9432839b3bb0d049,B4X2500TXT-20260730-c15d2017e375621b09c5,2026-07-30T22:04:39Z
B4X2500NORM-26da5a02b9865ada02ff8574,B4X2500COD-20260730-031fdf7dc7255138c4aa77a4,B4X2500-RATING-20260730-c58d35547c1a77560ade75b6,B4X2500SPAN-20260730-bb760320377e367494df818c,B4X2500LIVE-20260729-002967,B4X2500SRD-20260730-a788b021399b5b277062,B4X2500LIVE-20260729-002967,Port Huron charter,MI,Midwest,mou_or_memorandum,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,automatic_wage_growth,https://www.maff.org/contracts,https://maff.org/contracts,,,1694,1854,8,21,"Their annual salaries will increase by 2.5% effective July 1, 2027 and another 2.5% effective July 1, 2028, in addition to hourly wage increases listed above.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Their annual salaries will increase by 2.5% effective July 1, 2027 and another 2.5% effective July 1, 2028, in addition to hourly wage increases listed above.",2.5%; 2.5%,percentage_raise,2027-07-01; 2028-07-01,,,,Port Huron Township Fire Fighters - Contract Settlements (wage increases);,,2.5,,,,,,,,,,,,,2027-07-01,2027-07-01,2028-07-01,2027,,2027,percentage,,,not_applicable,,2.5,across_the_board_raise,unclear,,unresolved_unit,unclear,unknown,,,,,2027-07-01,2028-07-01,B4X2500MC-89a6d25a2c232765a8ec3167,2027,moderate,normalization_mechanism_only,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""base_nonbase_unresolved"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Port Huron Township Fire Fighters - Contract Settlements (wage increases),"[""percentage_raise""]","[""automatic_raise_mechanism""]",neutral_or_general,downstream_normalization_needed,241b371cf4a3e673bccc8a7fa944a8b060179cf2d50c255bf603241b9e42a881,B4X2500-20260729-02898,B4X2500V-20260730-04895,B4X2500SRD-20260730-a788b021399b5b277062,B4X2500RDY-20260730-1184bcf0dfe2dd04ba27,B4X2500TXT-20260730-13ac86faa5abfdc519c3,2026-07-30T22:04:39Z
B4X2500NORM-26e29ee36eb67616e1339ba4,B4X2500COD-20260730-b29d89c71d4ad04577a93586,B4X2500-RATING-20260730-2e8f81d182a0eaf34357570d,B4X2500SPAN-20260730-1af5b109348e25dd93dc3572,B4X2500LIVE-20260729-005385,B4X2500SRD-20260730-617eff96a55eacd7c4b9,B4X2500LIVE-20260729-005385,East Jordan,MI,Midwest,wage_schedule,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,weak_context_exclusion,https://d3n9y02raazwpg.cloudfront.net/eastjordancity/a2d837ef-1db6-11ef-b231-0050569183fa-d6a8f613-69e0-415d-93a9-8f6f6f362549-1717169244.pdf,https://d3n9y02raazwpg.cloudfront.net/eastjordancity/a2d837ef-1db6-11ef-b231-0050569183fa-d6a8f613-69e0-415d-93a9-8f6f6f362549-1717169244.pdf,,ORDINANCE #268-A,89162,89202,478,2335,FISCAL YEAR 2023/2024 BUDGET AMENDMENTS,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",FISCAL YEAR 2023/2024 BUDGET AMENDMENTS,,contract_year_or_fiscal_year,2023; 2024,public_works,,,East Jordan City Commission agenda packet (includes DPW/FOPLC wage schedule attachment); ORDINANCE #268-A,,,,,,,,,,,,,,,,2023-01-01,2024-12-31,2023,2023,2023-2024,unknown,,,not_safe_to_annualize,,,unknown,unclear,,public_works,non_safety,public_works,,,,,2023-01-01,2024-12-31,B4X2500MC-56ccbb70e1b1ecbf17fffbfc,2023-2024,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",East Jordan City Commission agenda packet (includes DPW/FOPLC wage schedule attachment),"[""contract_year_or_fiscal_year""]",[],not_applicable,exclude_from_report,23299c893f95547439681430cea8e0dd3442d3f228198818dad30d36bdb5b2ff,B4X2500-20260729-05363,B4X2500V-20260730-04908,B4X2500SRD-20260730-617eff96a55eacd7c4b9,B4X2500RDY-20260730-3ab1c30c7a82d405dcde,B4X2500TXT-20260730-e1d1f14834e86537cb02,2026-07-30T22:04:39Z
B4X2500NORM-26f71b0c80cba22c8754d9d6,B4X2500COD-20260730-d8d76294d2f70d44c20da649,B4X2500-RATING-20260730-77d1d6d37f0c3796eb46ad3a,B4X2500SPAN-20260730-cd83de11c8b26485e7ea3ef6,B4X2500LIVE-20260729-007877,B4X2500SRD-20260730-1e92e7587050d616c044,B4X2500LIVE-20260729-007877,Bloomfield charter,MI,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,timing_implementation,https://www.bloomfieldtwpmi.gov/media/s15fxgoa/final-2025-2028-bt-iaff-local-3045-contract-102925-signed.pdf,https://bloomfieldtwpmi.gov/media/s15fxgoa/final-2025-2028-bt-iaff-local-3045-contract-102925-signed.pdf,,,74543,74595,427,1572,"Effective April 1, 2025 through December 31, 2025:","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Effective April 1, 2025 through December 31, 2025:",,effective_date,2025-04-01; 2028-03-31; 2025-12-31,fire,,,"BT Association of Professional Firefighters IAFF Contract - April 1, 2025 to March 31, 2028 (signed);",,,,,,,,,,,,,,,2025-04-01,2025-04-01,2025-12-31,2025,,2025,unknown,,,not_safe_to_annualize,,,unknown,unclear,,fire,fire,fire,,,,,2025-04-01,2025-12-31,B4X2500MC-375f18e0f5f0092397d541c8,2025,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","BT Association of Professional Firefighters IAFF Contract - April 1, 2025 to March 31, 2028 (signed)","[""effective_date""]","[""implementation_or_retroactivity_advantage""]",not_applicable,pi_report_context_only,0fc931a1ffd7251a0654b031978dcca683bac9e9b3e074ed985d5bd6a096c385,B4X2500-20260729-07840,B4X2500V-20260730-01986,B4X2500SRD-20260730-1e92e7587050d616c044,B4X2500RDY-20260730-d06525e45b81c607c291,B4X2500TXT-20260730-f203a1732862041b1f21,2026-07-30T22:04:39Z
B4X2500NORM-270b425eaca5c1f5b63319d0,B4X2500COD-20260730-37f5aeff009e64b9fe0accdd,B4X2500-RATING-20260730-b5f492acb68b7bdf219ac7d9,B4X2500SPAN-20260730-a8fc6641d3909fc833127517,B4X2500LIVE-20260729-004281,B4X2500SRD-20260730-4666cfe712a71c92c825,B4X2500LIVE-20260729-004281,Golden Beach,FL,South,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,timing_implementation,https://www.goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf,,ARTICLE 12 · WAGES,36953,37032,514,1036,"Effective October 1, 2020 police officer and police sergeant salaries will be","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Effective October 1, 2020 police officer and police sergeant salaries will be",,effective_date,2020-10-01; 2022-09-30,police,sergeant,,"Agreement Between Town of Golden Beach, Florida and Florida State Lodge, Fraternal Order of Police, Inc. (FOP) — October 1, 2020 to September 30, 2022; ARTICLE 12 · WAGES",,,,,,,,,,,,,,,2020-10-01,2020-10-01,2022-09-30,2020,,2020,unknown,,,not_safe_to_annualize,,,unknown,unclear,,police,police,police,sergeant,,,,2020-10-01,2022-09-30,B4X2500MC-90c39924f357641efc5ffdff,2020,moderate,normalization_mechanism_only,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Agreement Between Town of Golden Beach, Florida and Florida State Lodge, Fraternal Order of Police, Inc. (FOP) — October 1, 2020 to September 30, 2022","[""effective_date""]","[""implementation_or_retroactivity_advantage""]",neutral_or_general,downstream_normalization_needed,4cfc07a97ccb3fdc4c5feda1098889cfe5086a4a941881ce0c8c254e6770c1f5,B4X2500-20260729-04152,B4X2500V-20260730-00111,B4X2500SRD-20260730-4666cfe712a71c92c825,B4X2500RDY-20260730-562f52648641b99e9cd8,B4X2500TXT-20260730-ce2103e367609ff97a55,2026-07-30T22:04:39Z
B4X2500NORM-272963fb1e199b0a40bebc53,B4X2500COD-20260730-3289bff7ea89b059bad2069d,B4X2500-RATING-20260730-986e18d870c6919a12940208,B4X2500SPAN-20260730-869a25af23bc9d5ac89a0fc8,B4X2500LIVE-20260729-007588,B4X2500SRD-20260730-6304e1dcf5cd1398f644,B4X2500LIVE-20260729-007588,Flora,IL,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,timing_implementation,https://ibew702.org/wp-content/uploads/2022/06/City-of-Flora-CBA-3-7-22-thru-3-6-2025.pdf,https://ibew702.org/wp-content/uploads/2022/06/City-of-Flora-CBA-3-7-22-thru-3-6-2025.pdf,,,53505,53601,670,1404,"Effective October 1, 2004, those Employees who have attained both 55 years of age with 25 years","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Effective October 1, 2004, those Employees who have attained both 55 years of age with 25 years",,effective_date,2022-03-07; 2025-03-06; 2004-10-01,,,,"Labor Agreement between City of Flora, Illinois and Local Union No. 702 (IBEW) — March 7, 2022 to March 6, 2025 (with year-to-year continuation clause);",,,,,,,,,,,,,,,2022-03-07,2022-03-07,2004-10-01,2022,,2022,unknown,,,not_safe_to_annualize,,,unknown,unclear,,unresolved_unit,unclear,unknown,,,,,2022-03-07,2004-10-01,B4X2500MC-8843fad95a5fa4606f8c5562,2022,moderate,normalization_mechanism_only,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""base_nonbase_unresolved"",""pay_basis_unresolved"",""base_nonbase_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Labor Agreement between City of Flora, Illinois and Local Union No. 702 (IBEW) — March 7, 2022 to March 6, 2025 (with year-to-year continuation clause)","[""effective_date""]","[""implementation_or_retroactivity_advantage""]",not_applicable,downstream_normalization_needed,6bcfe99039104f5cdd81b33aa6f043c855b5261eebf438000f7d2e7ebebfa388,B4X2500-20260729-07608,B4X2500V-20260730-01662,B4X2500SRD-20260730-6304e1dcf5cd1398f644,B4X2500RDY-20260730-82e553220410de565861,B4X2500TXT-20260730-ff3e0720b0f56a2b2f7b,2026-07-30T22:04:39Z
