normalized_record_id,codified_record_id,rating_id,span_id,source_id,retained_source_id,candidate_id,municipality,state,region,source_family,cba_non_cba_hint,priority_bucket,evidence_category,primary_mechanism_cluster,original_locator,final_locator,page_number,section_heading,character_start_offset,character_end_offset,paragraph_offset,line_offset,raw_span_text,raw_paraphrase,raw_compensation_text,raw_value_text,raw_unit_text,raw_effective_period_text,raw_unit_or_group_text,raw_rank_step_grade_text,raw_base_nonbase_text,raw_context_notes,parsed_currency_amount,parsed_percentage_value,parsed_hourly_rate,parsed_annual_salary,parsed_monthly_rate,parsed_biweekly_rate,parsed_weekly_rate,parsed_daily_rate,parsed_lump_sum,parsed_stipend_or_allowance,parsed_premium_amount,parsed_premium_percentage,parsed_cola_cpi_value,parsed_step_or_grade_value,parsed_effective_date,parsed_start_date,parsed_end_date,parsed_contract_year,parsed_fiscal_year,parsed_cycle_label,normalized_pay_basis,normalized_hourly_equivalent,normalized_annual_equivalent,annualization_assumption,annualization_hours_used,normalized_percentage_growth,normalized_growth_type,base_or_non_base,non_base_component_type,unit_or_group,safety_category,occupation_or_classification,rank,step,grade,payband,effective_period_start,effective_period_end,municipality_cycle_id_candidate,comparison_cycle_candidate,normalized_value_confidence,normalization_status,normalization_blocker_tags,normalization_notes,source_title,quant_span_types,mechanism_attributes,direction_bucket,report_usability_bucket,span_sha256,scout_target_id,verification_row_id,source_review_download_id,readiness_id,extraction_id,normalized_at
B4X2500NORM-0fef3b861699af1b7840f40b,B4X2500COD-20260730-f06d40d9f4ff480572f2a8b3,B4X2500-RATING-20260730-4f218e057ccf0e6d1e2e68b3,B4X2500SPAN-20260730-f3d3614445d47756f32a1725,B4X2500LIVE-20260729-002499,B4X2500SRD-20260730-671737728102f6d7b428,B4X2500LIVE-20260729-002499,Avoca,IA,Midwest,mou_or_memorandum,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5737/Coa/172fb24d-1a56-4f1d-8cdf-9beec1f59534/04-21-2026-Council-Packet.pdf?disposition=inline,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5737/Coa/172fb24d-1a56-4f1d-8cdf-9beec1f59534/04-21-2026-Council-Packet.pdf,,,201308,201407,661,4839,"WHEREAS, the agreement establishes a per capita rate of $18.61 based on the 2020 Census population","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","WHEREAS, the agreement establishes a per capita rate of $18.61 based on the 2020 Census population",$18.61,hourly_rate,2020,clerical_admin,,base,Resolution No. 26-0421-09: Approving the Employment Agreement for Teresa M. Hoepner as City Clerk/Finance Director (includes approved employment terms);,18.61,,,,,,,,,,,,,,,2020-01-01,,2020,,2020,unknown,,,not_safe_to_annualize,,,unknown,base,,clerical_admin,non_safety,clerical_admin,,,,,2020-01-01,,B4X2500MC-2378788d7f938a1deb68c65c,2020,low,normalization_deferred_manual_review,"[""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Resolution No. 26-0421-09: Approving the Employment Agreement for Teresa M. Hoepner as City Clerk/Finance Director (includes approved employment terms),"[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,pi_report_context_only,b00d7f96c648376a540b51fb328dcd660d50d6b7fc0be8c23048ece12a163cc1,B4X2500-20260729-02509,B4X2500V-20260730-01604,B4X2500SRD-20260730-671737728102f6d7b428,B4X2500RDY-20260730-91494a21e75ed915523e,B4X2500TXT-20260730-8992d89b662b1a898476,2026-07-30T22:04:39Z
B4X2500NORM-0ffaa3556d024fd0cb4405d8,B4X2500COD-20260730-f8738c6e10d7961a98c154ac,B4X2500-RATING-20260730-130e2c2bae434beab193e4e5,B4X2500SPAN-20260730-96ff969506834500861ef723,B4X2500LIVE-20260729-003557,B4X2500SRD-20260730-cb3d62aa5e51e4265171,B4X2500LIVE-20260729-003557,Mendon,MA,Northeast,wage_schedule,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_03262025-142,https://mendonma.gov/AgendaCenter/ViewFile/Minutes/_03262025-142,,,1050,1135,8,33,-Christon Moxam to Heavy Equipment Operator at a rate of $23.30 with a start date of,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",-Christon Moxam to Heavy Equipment Operator at a rate of $23.30 with a start date of,$23.30,hourly_rate,,,,base,Select Board meeting minutes (vote on non-union contracts/side letters with COLA and extension);,23.3,,,,,,,,,,,,,,,,,,,,unknown,,,not_safe_to_annualize,,,unknown,base,,unresolved_unit,unclear,unknown,,,,,,,B4X2500MC-e9c2b1fcc415d8cbec47c859,undated-source-B4X2500LIVE-20260729-003557,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Select Board meeting minutes (vote on non-union contracts/side letters with COLA and extension),"[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,downstream_normalization_needed,810488180ec0461b1decaacff211e6741785b515dc1139be67bbfc0738e72452,B4X2500-20260729-03540,B4X2500V-20260730-03375,B4X2500SRD-20260730-cb3d62aa5e51e4265171,B4X2500RDY-20260730-92253602a4424988cc8c,B4X2500TXT-20260730-7fc13c05a9c37f3bb216,2026-07-30T22:04:38Z
B4X2500NORM-11233031389af5343fe5d760,B4X2500COD-20260730-9d9e67908f2a11fe10bd124e,B4X2500-RATING-20260730-ec3b119c5076a3376e12dcda,B4X2500SPAN-20260730-6b19cbd19455a28856628e19,B4X2500LIVE-20260729-003985,B4X2500SRD-20260730-0eb128c77e94fe99881d,B4X2500LIVE-20260729-003985,Newburgh,NY,Northeast,cba,cba_hint,medium_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://ecommons.cornell.edu/bitstreams/ab3ac541-b9c3-48f1-a68c-4eb27c242ed9/download,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/12/94/06/12940612512708518067347616296141622763,,I ..,51356,51470,288,1103,"SERGEANT Step Salary Level 1/1/99 Rate 1/1/2000 Rate 1/1/01 Rate I I I I 11 Afier 1 Year $52,453 $54.289 $56,189","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","SERGEANT Step Salary Level 1/1/99 Rate 1/1/2000 Rate 1/1/01 Rate I I I I 11 Afier 1 Year $52,453 $54.289 $56,189","$52,453.00; $54.29; $56,189.00",step_schedule,2000,police,sergeant; step Salary,base,NYS PERB Contract Collection (Police bargaining) — Town of Newburgh Police Bargaining Unit / Policemen's Benevolent Association (PBA) (metadata/bitstream lead); I ..,52453.0,,,,,,,,,,,,,52453.0,,2000-01-01,,2000,,2000,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,sergeant,Salary,,,2000-01-01,,B4X2500MC-fb7846f6d626ebe6f85f1050,2000,low,normalization_deferred_manual_review,"[""pay_basis_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",NYS PERB Contract Collection (Police bargaining) — Town of Newburgh Police Bargaining Unit / Policemen's Benevolent Association (PBA) (metadata/bitstream lead),"[""step_schedule""]","[""rank_or_specialization_premium""]",not_applicable,downstream_normalization_needed,3a1783a0a6d6abad47d3e67071051e32e4b884d5d5cf6863e148ef5198e9ba74,B4X2500-20260729-03811,B4X2500V-20260730-03843,B4X2500SRD-20260730-0eb128c77e94fe99881d,B4X2500RDY-20260730-2e75518b6e20b3136f6d,B4X2500TXT-20260730-a67000c3a5c2a6d21596,2026-07-30T22:04:39Z
B4X2500NORM-117e2da785989446c86d9e54,B4X2500COD-20260730-694a56aedecea9279810951d,B4X2500-RATING-20260730-1a024dc882a0d171b45d2b93,B4X2500SPAN-20260730-7b5b43b31544069fbf28e53b,B4X2500LIVE-20260729-007403,B4X2500SRD-20260730-b1ef5bf18396dd067768,B4X2500LIVE-20260729-007403,Manzanita,OR,West,wage_schedule,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://ci.manzanita.or.us/wp-content/uploads/2025/11/November-5-2025-City-Council-Packet.pdf,https://ci.manzanita.or.us/wp-content/uploads/2025/11/November-5-2025-City-Council-Packet.pdf,,,54816,54856,221,1309,"billed at a rate of $100 per $1,950.00","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","billed at a rate of $100 per $1,950.00","$100.00; $1,950.00",hourly_rate,2025; 2026,,,base,"City Council Packet (Nov 5, 2025) — FY 2025-2026 Revised Salary Schedule (Resolution No. 'FY 2025-2026 REVISED SALARY SCHEDULE');",100.0,,,,,,,,,,,,,,,2025-01-01,2026-12-31,2025,2025,2025-2026,unknown,,,not_safe_to_annualize,,,unknown,base,,unresolved_unit,unclear,unknown,,,,,2025-01-01,2026-12-31,B4X2500MC-2ba76eb7df67b58fe6b2646c,2025-2026,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","City Council Packet (Nov 5, 2025) — FY 2025-2026 Revised Salary Schedule (Resolution No. 'FY 2025-2026 REVISED SALARY SCHEDULE')","[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,pi_report_context_only,800e98750582600f4bc27f298f387b77b6a681441db37b424fa1630ab657e68e,B4X2500-20260729-07438,B4X2500V-20260730-05484,B4X2500SRD-20260730-b1ef5bf18396dd067768,B4X2500RDY-20260730-172508f57e7a73137a59,B4X2500TXT-20260730-d763b75f2b3cd7f46608,2026-07-30T22:04:39Z
B4X2500NORM-11ab3489171e3422297a0e13,B4X2500COD-20260730-b365530ae4cfab72f3cc246a,B4X2500-RATING-20260730-b3742799532501de8c1135c1,B4X2500SPAN-20260730-1431958c38afb2a4ac3e0a8c,B4X2500LIVE-20260729-003086,B4X2500SRD-20260730-0e8421066d95c6a5f6f9,B4X2500LIVE-20260729-003086,Tonka Bay,MN,Midwest,wage_schedule,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://www.cityoftonkabay.net/vertical/sites/%7B4A0B5943-C4EE-4132-80D2-7FD9E610BCBF%7D/uploads/WS_PACKET_5-9-23.pdf,https://cityoftonkabay.net/vertical/sites/%7B4A0B5943-C4EE-4132-80D2-7FD9E610BCBF%7D/uploads/WS_PACKET_5-9-23.pdf,,WATER,46135,46245,258,1015,HIRE STEP STEP STEP STEP STEP STEP 6 1 2 3 4 5 MAINTENANCE I $27.17 $28.39 $29.67 $31.01 $32.40 $33.86 $35.38,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",HIRE STEP STEP STEP STEP STEP STEP 6 1 2 3 4 5 MAINTENANCE I $27.17 $28.39 $29.67 $31.01 $32.40 $33.86 $35.38,$27.17; $28.39; $29.67; $31.01; $32.40; $33.86; $35.38,step_schedule,,police,step STEP,base,"Labor Agreement between City of Tonka Bay and Minnesota Teamsters Public and Law Enforcement Employees Union, Local No. 320 (Maintenance Employees); WATER",27.17,,,,,,,,,,,,,27.17,,,,,,,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,,STEP,,,,,B4X2500MC-61f6691f2b0eb4ac4639e198,undated-source-B4X2500LIVE-20260729-003086,low,normalization_deferred_manual_review,"[""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Labor Agreement between City of Tonka Bay and Minnesota Teamsters Public and Law Enforcement Employees Union, Local No. 320 (Maintenance Employees)","[""step_schedule""]","[""rank_or_specialization_premium""]",neutral_or_general,downstream_normalization_needed,4f90c0e914decfe162aafed8b6b87032e7add2898ccdacf184641b7bcf6bf69b,B4X2500-20260729-02993,B4X2500V-20260730-02083,B4X2500SRD-20260730-0e8421066d95c6a5f6f9,B4X2500RDY-20260730-6317107c3439b5d429fe,B4X2500TXT-20260730-c5b93d8a460bcc7ea674,2026-07-30T22:04:39Z
B4X2500NORM-124a0d0ef9ad63da425f1261,B4X2500COD-20260730-1e3a93aeb458be82c48ac6b1,B4X2500-RATING-20260730-9506cd14dc9102c402efe814,B4X2500SPAN-20260730-1f3c3bb3b537ba45321d345d,B4X2500LIVE-20260729-009485,B4X2500SRD-20260730-8c925a3679b91f286567,B4X2500LIVE-20260729-009485,Blowing Rock,NC,South,budget_or_pay_plan,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://www.blowingrock.gov/ArchiveCenter/ViewFile/Item/277,https://blowingrock.gov/ArchiveCenter/ViewFile/Item/277,,,183233,183281,707,3656,"Grade 2 Public Works Technician $35,984 $53,975","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Grade 2 Public Works Technician $35,984 $53,975","$35,984.00; $53,975.00",step_schedule,2023,public_works,grade 2,base,"Appendix 3 — Position Allocation/Salary Plan (Pay Plan and Salary Ranges), Fiscal Year 2023-24 (Town of Blowing Rock) [Archive Center landing/export URL];",35984.0,,,,,,,,,,,,,35984.0,,2023-01-01,,2023,2023,2023,unknown,,,not_safe_to_annualize,,,step_progression,base,,public_works,non_safety,public_works,,,2,,2023-01-01,,B4X2500MC-f8e607a51f47517754daa950,2023,low,normalization_deferred_manual_review,"[""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Appendix 3 — Position Allocation/Salary Plan (Pay Plan and Salary Ranges), Fiscal Year 2023-24 (Town of Blowing Rock) [Archive Center landing/export URL]","[""step_schedule""]","[""rank_or_specialization_premium""]",neutral_or_general,downstream_normalization_needed,721a3b0375011fe63f9fb914949fe04c1932eaa4acf24be47717edca1166a067,B4X2500-20260729-09443,B4X2500V-20260730-03569,B4X2500SRD-20260730-8c925a3679b91f286567,B4X2500RDY-20260730-3fde1b458476d0f71d06,B4X2500TXT-20260730-3bec644940cd2aa5818f,2026-07-30T22:04:39Z
B4X2500NORM-128d12f5f3f7fa15875b4a4c,B4X2500COD-20260730-ed7f3efdaff8b8141bacf5b8,B4X2500-RATING-20260730-72c74e0bb1b210267f34fd5b,B4X2500SPAN-20260730-acda1d51bf558d701cb3984d,B4X2500LIVE-20260729-005477,B4X2500SRD-20260730-f558425f993bab90d763,B4X2500LIVE-20260729-005477,Bagley,MN,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://www.lels.org/s/ActiveContract-Bagley-PD-12-31-2025-4xnn.pdf,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69c47a89052c6f76a9ecd5bc/1774484107463/ActiveContract+-+Bagley+PD+12-31-2025+.pdf,,S1L60,29309,29324,105,509,Step 6 $11.86,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Step 6 $11.86,$11.86,step_schedule,2023-01-01; 2025-12-31,,step 6,base,"Labor Agreement (City of Bagley and LELS Local #481) — Effective January 1, 2023 through December 31, 2025; S1L60",11.86,,,,,,,,,,,,,11.86,2023-01-01,2023-01-01,2025-12-31,2023,,2023,unknown,,,not_safe_to_annualize,,,step_progression,base,,unresolved_unit,unclear,unknown,,6,,,2023-01-01,2025-12-31,B4X2500MC-a1f63092ca28200d3248b17a,2023,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Labor Agreement (City of Bagley and LELS Local #481) — Effective January 1, 2023 through December 31, 2025","[""step_schedule""]","[""rank_or_specialization_premium""]",not_applicable,downstream_normalization_needed,c272733826b163e08aac36a20a3fc356cdefca9f0eed99e72b61d6e18c8d8b4a,B4X2500-20260729-05420,B4X2500V-20260730-03492,B4X2500SRD-20260730-f558425f993bab90d763,B4X2500RDY-20260730-47ddabc95c70b0954ef0,B4X2500TXT-20260730-93310aa3b0ec821f4830,2026-07-30T22:04:39Z
B4X2500NORM-12b81fabd881d7f3c8af5b2c,B4X2500COD-20260730-7237397593d5603bafbb7fb7,B4X2500-RATING-20260730-9b020bb7cee5a87bf560b9bb,B4X2500SPAN-20260730-b2343fcb8eddbeb3d8c3a73f,B4X2500LIVE-20260729-008974,B4X2500SRD-20260730-3bc832c1421f9821e25a,B4X2500LIVE-20260729-008974,Niskayuna,NY,Northeast,mou_or_memorandum,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://cms2.revize.com/revize/Niskayuna/bus-directory/Document%20Center/Agendas%20%26%20Minutes/Town%20Board/2022/5.24.22_town_meeting_agenda_and_packet.pdf,https://cms2.revize.com/revize/Niskayuna/bus-directory/Document%20Center/Agendas%20%26%20Minutes/Town%20Board/2022/5.24.22_town_meeting_agenda_and_packet.pdf,,,170308,170373,692,3463,Name Title Hourly wage rate Mitchell Dame Seasonal Worker $15.00,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Name Title Hourly wage rate Mitchell Dame Seasonal Worker $15.00,$15.00,hourly_rate,,,,base,Memorandum of Agreement (Tentative Changes) — AFSCME Local 1130 (Highway Union) wage/rates of pay; Town of Niskayuna Town Board packet attachment;,15.0,,,,,,,,,,,,,,,,,,,,unknown,,,not_safe_to_annualize,,,unknown,base,,unresolved_unit,unclear,unknown,,,,,,,B4X2500MC-38cb3d451a9184df51d5e34e,undated-source-B4X2500LIVE-20260729-008974,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Memorandum of Agreement (Tentative Changes) — AFSCME Local 1130 (Highway Union) wage/rates of pay; Town of Niskayuna Town Board packet attachment,"[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,downstream_normalization_needed,5f05481764c84a13c97d0539fbbe5ae274c24a9715adee56e3cc4736ca3f8a8f,B4X2500-20260729-08815,B4X2500V-20260730-03906,B4X2500SRD-20260730-3bc832c1421f9821e25a,B4X2500RDY-20260730-dd292f20a08d96c7f035,B4X2500TXT-20260730-9a0096945f3487a2c114,2026-07-30T22:04:39Z
B4X2500NORM-133670db75be0caf5a361d25,B4X2500COD-20260730-8febc377bd094674afacfeeb,B4X2500-RATING-20260730-84ae7aff2ac9926a55c6d961,B4X2500SPAN-20260730-3fba02c09217a6125a8cd380,B4X2500LIVE-20260729-006529,B4X2500SRD-20260730-108b619a53ee7bce24be,B4X2500LIVE-20260729-006529,Dupont,PA,Northeast,agenda_packet_or_minutes,non_cba_or_other_hint,medium_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://dupontpa.gov/document/council-minutes-november-11th-2025/,https://dupontpa.gov/document/council-minutes-november-11th-2025,,,6544,6616,17,91,Bruce questioned the DPW workers rate of pay. The rate of pay is $26.00.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Bruce questioned the DPW workers rate of pay. The rate of pay is $26.00.,$26.00,hourly_rate,,public_works,,base,Council Minutes (work session discussion of 3% salary increase and health insurance costs);,26.0,,,,,,,,,,,,,,,,,,,,unknown,,,not_safe_to_annualize,,,unknown,base,,public_works,non_safety,public_works,,,,,,,B4X2500MC-ab1abbc01b0da3605253b991,undated-source-B4X2500LIVE-20260729-006529,low,normalization_deferred_manual_review,"[""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Council Minutes (work session discussion of 3% salary increase and health insurance costs),"[""hourly_rate""]","[""base_wage_direct_value""]",neutral_or_general,downstream_normalization_needed,a8b55e956700e6aadb5caead035721ea214497f3954d6f17b4e718ea17c1d0a4,B4X2500-20260729-06355,B4X2500V-20260730-01091,B4X2500SRD-20260730-108b619a53ee7bce24be,B4X2500RDY-20260730-4a6de90a505f23279b29,B4X2500TXT-20260730-a1b0e01e84818d4973c6,2026-07-30T22:04:39Z
B4X2500NORM-13636cb35bf044cf1e0a545b,B4X2500COD-20260730-828b0c5a56ad93cfcc587b16,B4X2500-RATING-20260730-3d21b51536e9ec4c28c67108,B4X2500SPAN-20260730-c87d9667bca12b3e9f47388e,B4X2500LIVE-20260729-005232,B4X2500SRD-20260730-676ffecc9abe8442e818,B4X2500LIVE-20260729-005232,Montpelier,IN,Midwest,other_local_government_pay_policy,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,weak_context_exclusion,https://montpeliercity.org/wp-content/uploads/Ordinances-April-2025.pdf,https://montpeliercity.org/wp-content/uploads/Ordinances-April-2025.pdf,,,185289,185388,1304,4181,city and making arrangements for the payment of removal of the trash at the rate of $1.50 per bag.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",city and making arrangements for the payment of removal of the trash at the rate of $1.50 per bag.,$1.50,hourly_rate,2025,police,,base,"City of Montpelier Indiana Code/Ordinance Compilation (2025 S-56) — § 36.08 Special Police Officers (creation, appointment duration, compensation basis);",1.5,,,,,,,,,,,,,,,2025-01-01,,2025,,2025,unknown,,,not_safe_to_annualize,,,unknown,base,,police,police,police,,,,,2025-01-01,,B4X2500MC-6ed7900de37e7a7e94c33b3d,2025,low,normalization_deferred_manual_review,"[""pay_basis_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","City of Montpelier Indiana Code/Ordinance Compilation (2025 S-56) — § 36.08 Special Police Officers (creation, appointment duration, compensation basis)","[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,exclude_from_report,1e5dcdb0e861525751055b9f23c41e49109b48971bb9b469c70f6feb03c07c03,B4X2500-20260729-05218,B4X2500V-20260730-04620,B4X2500SRD-20260730-676ffecc9abe8442e818,B4X2500RDY-20260730-c518273a9cd8802d6ab9,B4X2500TXT-20260730-a9fbdbfc63300ce304d6,2026-07-30T22:04:39Z
B4X2500NORM-14c27a2cbb9c2c993edf44f1,B4X2500COD-20260730-cff80a507b0fc8b35fb3fb85,B4X2500-RATING-20260730-1823ebec2a8fc64e4160894b,B4X2500SPAN-20260730-19dee48bce615118dcd0b60a,B4X2500LIVE-20260729-009426,B4X2500SRD-20260730-0151ed1a2ef1d31e829f,B4X2500LIVE-20260729-009426,Gilbert,LA,South,personnel_policy,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,non_base_compensation,https://bloximages.newyork1.vip.townnews.com/hannapub.com/content/tncms/assets/v3/editorial/d/84/d84883ba-8c6b-11ed-938d-83cf54f2606d/63b5dd8a624bd.pdf.pdf,https://bloximages.newyork1.vip.townnews.com/hannapub.com/content/tncms/assets/v3/editorial/d/84/d84883ba-8c6b-11ed-938d-83cf54f2606d/63b5dd8a624bd.pdf.pdf,,,30391,30477,5,396,"EMPLOYEE TRAVEL EXPENSE WILL BE PAID AT A RATE OF $20.00 November 10, 2022 @ 5:00 p.m.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","EMPLOYEE TRAVEL EXPENSE WILL BE PAID AT A RATE OF $20.00 November 10, 2022 @ 5:00 p.m.",$20.00,hourly_rate,2022-11-10,,,base,"ORDINANCE NO. 292-A2 — AN ORDINANCE ESTABLISHING A PERSONNEL POLICY FOR THE VILLAGE OF GILBERT, LOUISIANA;",20.0,,,,,,,,,,,,,,2022-11-10,2022-11-10,,2022,,2022,unknown,,,not_safe_to_annualize,,,unknown,base,,unresolved_unit,unclear,unknown,,,,,2022-11-10,,B4X2500MC-6480cfd6ae45b08681ed4829,2022,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","ORDINANCE NO. 292-A2 — AN ORDINANCE ESTABLISHING A PERSONNEL POLICY FOR THE VILLAGE OF GILBERT, LOUISIANA","[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,downstream_normalization_needed,b4e9694c8e6ae91ac3756d14038ae40ff53c944ef6bc06962cce5b31f48ee243,B4X2500-20260729-09354,B4X2500V-20260730-03273,B4X2500SRD-20260730-0151ed1a2ef1d31e829f,B4X2500RDY-20260730-efcb6f0f484262f837f9,B4X2500TXT-20260730-309fbd38f9e361732d19,2026-07-30T22:04:39Z
B4X2500NORM-150704100674fd6948a8aa41,B4X2500COD-20260730-8bd8be5821d00bc3dcebc884,B4X2500-RATING-20260730-59386ad527c3fa561c61de72,B4X2500SPAN-20260730-85729d2d836404f96ee5f5eb,B4X2500LIVE-20260729-002953,B4X2500SRD-20260730-63c4def76a08e26b1800,B4X2500LIVE-20260729-002953,Meridian charter,MI,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://www.meridian.mi.us/media/dswdw45e/police-officers-association-of-michigan-cba-20232026.pdf,https://meridian.mi.us/media/dswdw45e/police-officers-association-of-michigan-cba-20232026.pdf,,,82279,82335,171,1295,Step 2 (1 - 2 Years) $25.70 $25.96 $26.74 $27.54 $28.37,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Step 2 (1 - 2 Years) $25.70 $25.96 $26.74 $27.54 $28.37,$25.70; $25.96; $26.74; $27.54; $28.37,step_schedule,2023; 2026,police,step 2,base,Police Officers Association of Michigan (POAM) CBA 2023-2026;,25.7,,,,,,,,,,,,,25.7,,2023-01-01,2026-12-31,2023,,2023-2026,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,,2,,,2023-01-01,2026-12-31,B4X2500MC-fa49ec5bfde45ee1ce660145,2023-2026,low,normalization_deferred_manual_review,"[""pay_basis_unresolved"",""cycle_partially_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Police Officers Association of Michigan (POAM) CBA 2023-2026,"[""step_schedule""]","[""rank_or_specialization_premium""]",not_applicable,downstream_normalization_needed,fb4116bd78b9dd6c54f4c76d33cd40a060d25bc526172b3bc5bf9ffe5ca1631f,B4X2500-20260729-02885,B4X2500V-20260730-00557,B4X2500SRD-20260730-63c4def76a08e26b1800,B4X2500RDY-20260730-ef0c93e224a18e65d6e3,B4X2500TXT-20260730-15a1627efa9937f4f36f,2026-07-30T22:04:39Z
