triage_id,candidate_queue_row_id,verification_id,verification_round_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,source_locator,triage_bucket,candidate_priority,verification_lane_id,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,source_owner_type,unit_type_scouted,population,state_candidate_rows_per_covered,matched_set_potential,official_domain_signal,triage_selection_rank,triage_stage,triage_status,triage_status_detail,source_relevance_prelim,source_officialness_prelim,employer_match_prelim,municipality_match_prelim,bargaining_unit_match_prelim,safety_unit_signal_prelim,non_safety_unit_signal_prelim,source_document_type_prelim,source_year_or_period_prelim,wage_table_signal_prelim,wage_growth_signal_prelim,mechanism_language_signal_prelim,extraction_readiness_prelim,priority_for_content_review,recommended_next_action,duplicate_handling_status,oversized_handling_status,manual_review_reason,triage_notes,reviewer,triaged_at
TRI-db75d33ee215b5e3ce6f,NSCQ-IL-20260720-0229,VER-fa9b02d9dee4cf79c58c,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162428,162428,IL,Gurnee,VILLAGE OF GURNEE,https://www.gurnee.il.us/docs/default-source/human-resources/union-contracts/final-iaff-052022-042027-w-signature.pdf?sfvrsn=ec8349b1_10,https://www.gurnee.il.us/docs/default-source/human-resources/union-contracts/final-iaff-052022-042027-w-signature.pdf?sfvrsn=ec8349b1_10,"IAFF Firefighters' Agreement (May 1, 2022 to April 20, 2027)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.gurnee.il.us/docs/default-source/human-resources/union-contracts/final-iaff-052022-042027-w-signature.pdf?sfvrsn=ec8349b1_10,high_priority_later_verify,high,lane_2,URL-82bdbab85f66febf7649,1,canonical_representative,city,fire,,2.422764,yes,likely_official,57,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-c83247aa88b60480a011,NSCQ-IL-20260720-0239,VER-41764b7344acb4ed8b02,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162270,162270,IL,Wilmette,VILLAGE OF WILMETTE,https://www.wilmette.gov/DocumentCenter/View/596/Firefighters---Wilmette-Professional-Firefighters-Union-Local-5411-January-1-2023-to-December-31-2025-PDF,https://www.wilmette.gov/DocumentCenter/View/596/Firefighters---Wilmette-Professional-Firefighters-Union-Local-5411-January-1-2023-to-December-31-2025-PDF,"Agreement Between The Village of Wilmette, Illinois and Wilmette Professional Firefighters Union, Local 5411, I.A.F.F., A.F.L.-C.I.O (January 1, 2023 - December 31, 2025)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.wilmette.gov/DocumentCenter/View/596/Firefighters---Wilmette-Professional-Firefighters-Union-Local-5411-January-1-2023-to-December-31-2025-PDF,high_priority_later_verify,high,lane_1,URL-741437c4acbe110c3535,1,canonical_representative,city,fire,,2.422764,yes,likely_official,61,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-471730ecdb34d20d4e50,NSCQ-IL-20260720-0246,VER-c9bfabaecf59e70e032e,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194708,194708,IL,Woodstock,CITY OF WOODSTOCK,https://www.woodstockil.gov/DocumentCenter/View/357/Ill-Fraternal-Order-of-Police-Labor-Council-Woodstock-Lodge-Number-191---Unit-A-PDF,https://www.woodstockil.gov/DocumentCenter/View/357/Ill-Fraternal-Order-of-Police-Labor-Council-Woodstock-Lodge-Number-191---Unit-A-PDF,COLLECTIVE BARGAINING AGREEMENT - UNIT A – POLICE OFFICERS (Illinois Fraternal Order of Police Labor Council / Woodstock Lodge #191),cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.woodstockil.gov/DocumentCenter/View/357/Ill-Fraternal-Order-of-Police-Labor-Council-Woodstock-Lodge-Number-191---Unit-A-PDF,high_priority_later_verify,high,lane_1,URL-f5f114aa8ccd157e366f,1,canonical_representative,city,police,,2.422764,yes,likely_official,65,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-2e65730a02ab53724f37,NSCQ-IL-20260720-0250,VER-9c916c3536878e907f66,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162417,162417,IL,Yorkville,CITY OF YORKVILLE,https://www.yorkville.il.us/Archive/ViewFile/Item/3618,https://www.yorkville.il.us/Archive/ViewFile/Item/3618,Collective Bargaining Agreement between the Yorkville Patrol Officers and the City (successor agreement; patrol officers),cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.yorkville.il.us/Archive/ViewFile/Item/3618,high_priority_later_verify,high,lane_2,URL-e8cf634394d127acb729,1,canonical_representative,city,police,,2.422764,yes,likely_official,69,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-1d7e90a78e896f462404,NSCQ-IL-20260720-0256,VER-061d79cff599fe1c50af,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_124970,124970,IL,Zion,CITY OF ZION,https://www.cityofzion.com/wp-content/uploads/2025/10/FOP-Patrol-contract-001-2023-2026.pdf,https://www.cityofzion.com/wp-content/uploads/2025/10/FOP-Patrol-contract-001-2023-2026.pdf,Illinois FOP Labor Council and City of Zion - Patrol Officers Collective Bargaining Agreement,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofzion.com/wp-content/uploads/2025/10/FOP-Patrol-contract-001-2023-2026.pdf,high_priority_later_verify,high,lane_1,URL-d275a17a6cf055dfa468,1,canonical_representative,city,police,,2.422764,yes,likely_official,73,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-f3e76add37bb11438117,NSCQ-IL-20260720-0265,VER-d972b3bc61085137447a,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_204276,204276,IL,Lisle,VILLAGE OF LISLE,https://www.villageoflisle.org/DocumentCenter/View/7269,https://www.villageoflisle.org/DocumentCenter/View/7269/Lisle-MAP-Chapter-210---PW?bidId=,"Lisle-MAP #210 Collective Bargaining Agreement, May 1, 2022 - April 30, 2026",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.villageoflisle.org/DocumentCenter/View/7269/Lisle-MAP-Chapter-210---PW?bidId=,high_priority_later_verify,high,lane_3,URL-bfeab29c57e449b390d9,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,77,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-4526476135f5011596a5,NSCQ-IL-20260720-0271,VER-95b5c1be4bb9145e489f,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_189920,189920,IL,Villa Park,VILLAGE OF VILLA PARK,https://www.invillapark.com/DocumentCenter/View/5861/FOP-Contract-2018-to-2021-PDF,https://www.invillapark.com/DocumentCenter/View/5861/FOP-Contract-2018-to-2021-PDF,Collective Bargaining Agreement between VILLAGE OF VILLA PARK and Illinois Fraternal Order of Police Labor Council,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.invillapark.com/DocumentCenter/View/5861/FOP-Contract-2018-to-2021-PDF,high_priority_later_verify,high,lane_3,URL-f1875383a2508ac078d9,1,canonical_representative,city,police,,2.422764,yes,likely_official,81,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-661046880648b5f10bb9,NSCQ-IL-20260720-0275,VER-78cc299308e503eaff2e,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_189920,189920,IL,Villa Park,VILLAGE OF VILLA PARK,https://www.invillapark.com/DocumentCenter/View/2564/AFSCME-Contract-2015-to-2017PDF,https://www.invillapark.com/DocumentCenter/View/2564/AFSCME-Contract-2015-to-2017PDF,"Agreement between VILLAGE OF VILLA PARK and Local 964, American Federation of State, County and Municipal Employees, Council 31, AFL-CIO (May 1, 2015 to April 30, 2017)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.invillapark.com/DocumentCenter/View/2564/AFSCME-Contract-2015-to-2017PDF,high_priority_later_verify,high,lane_1,URL-db810c9009beea6da658,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,85,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-c09bf2bb229cbc11827c,NSCQ-IL-20260720-0280,VER-ce591628d4301445b429,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162232,162232,IL,Blue Island,CITY OF BLUE ISLAND,https://www.blueisland.org/DocumentCenter/View/384,https://www.blueisland.org/DocumentCenter/View/384/Map-Contract-January-2018-to-December-2021-PDF?bidId=,"Metropolitan Alliance of Police — Agreement (January 1, 2018 to December 31, 2021)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.blueisland.org/DocumentCenter/View/384/Map-Contract-January-2018-to-December-2021-PDF?bidId=,high_priority_later_verify,high,lane_2,URL-bba10e0d47720e1294ba,1,canonical_representative,city,police,,2.422764,yes,likely_official,89,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-1ea61f3d91f6adb0f3ae,NSCQ-IL-20260720-0285,VER-26ecc3b70a0afdcb2385,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194695,194695,IL,Geneva,CITY OF GENEVA,https://www.geneva.il.us/Archive.aspx?ADID=2564,https://www.geneva.il.us/ArchiveCenter/ViewFile/Item/2564,"AGREEMENT Between the The City of Geneva, Illinois and Geneva Professional Firefighters Association Local 4287, IAFF (5-1-2020 – 4-30-2024)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.geneva.il.us/ArchiveCenter/ViewFile/Item/2564,high_priority_later_verify,high,lane_3,URL-d1735150d89dd6e9c421,1,canonical_representative,city,fire,,2.422764,yes,likely_official,93,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
