scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,source_family_query_family,target_quality_tier,dry_run_status,live_status
B4X1000-20260727-0026,broad_shard_001,26,IL,Midwest,Crest Hill,cog_2025_162695,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0027,broad_shard_001,27,IL,Midwest,Crete,cog_2025_125085,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0028,broad_shard_001,28,IL,Midwest,Godfrey,cog_2025_162521,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0029,broad_shard_001,29,IL,Midwest,Homewood,cog_2025_207778,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0030,broad_shard_001,30,IL,Midwest,Huntley,cog_2025_162476,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0031,broad_shard_001,31,IL,Midwest,Macomb,cog_2025_189936,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0032,broad_shard_001,32,IL,Midwest,Mahomet,cog_2025_124871,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0033,broad_shard_001,33,IL,Midwest,Midlothian,cog_2025_102624,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0034,broad_shard_001,34,IL,Midwest,Mount Vernon,cog_2025_162387,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0035,broad_shard_001,35,IL,Midwest,Palos Hills,cog_2025_162276,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0036,broad_shard_001,36,IL,Midwest,Peru,cog_2025_162447,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0037,broad_shard_001,37,IL,Midwest,Pontiac,cog_2025_124983,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0038,broad_shard_001,38,IL,Midwest,Prospect Heights,cog_2025_162279,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0039,broad_shard_001,39,IL,Midwest,Sandwich,cog_2025_124905,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0040,broad_shard_001,40,IL,Midwest,Shorewood,cog_2025_207874,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0041,broad_shard_001,41,IL,Midwest,Swansea,cog_2025_102831,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0042,broad_shard_001,42,IL,Midwest,Troy,cog_2025_189940,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0043,broad_shard_001,43,IL,Midwest,Washington,cog_2025_185040,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0044,broad_shard_001,44,IL,Midwest,Westchester,cog_2025_124898,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0045,broad_shard_001,45,IN,Midwest,Avon,cog_2025_212875,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0046,broad_shard_001,46,IN,Midwest,Cedar Lake,cog_2025_163593,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0047,broad_shard_001,47,IN,Midwest,Columbia City,cog_2025_126097,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0048,broad_shard_001,48,IN,Midwest,Crawfordsville,cog_2025_194670,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0049,broad_shard_001,49,IN,Midwest,Cumberland,cog_2025_163541,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0050,broad_shard_001,50,IN,Midwest,Danville,cog_2025_194676,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0051,broad_shard_001,51,IN,Midwest,Dyer,cog_2025_103822,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0052,broad_shard_001,52,IN,Midwest,Edinburgh,cog_2025_207949,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0053,broad_shard_001,53,IN,Midwest,Garrett,cog_2025_194671,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0054,broad_shard_001,54,IN,Midwest,Greensburg,cog_2025_207938,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0055,broad_shard_001,55,IN,Midwest,Hobart,cog_2025_185263,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0056,broad_shard_001,56,IN,Midwest,Huntertown,cog_2025_204408,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0057,broad_shard_001,57,IN,Midwest,Lebanon,cog_2025_194674,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0058,broad_shard_001,58,IN,Midwest,Mooresville,cog_2025_204420,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0059,broad_shard_001,59,IN,Midwest,Mount Vernon,cog_2025_163646,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0060,broad_shard_001,60,IN,Midwest,New Castle,cog_2025_126032,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0061,broad_shard_001,61,IN,Midwest,Rensselaer,cog_2025_163565,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0062,broad_shard_001,62,IN,Midwest,St. John,cog_2025_163590,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0063,broad_shard_001,63,IN,Midwest,Tell City,cog_2025_190113,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0064,broad_shard_001,64,IN,Midwest,Tipton,cog_2025_185281,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0065,broad_shard_001,65,IN,Midwest,Yorktown,cog_2025_163507,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0066,broad_shard_001,66,KS,Midwest,Abilene,cog_2025_193334,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0067,broad_shard_001,67,KS,Midwest,Beloit,cog_2025_190242,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0068,broad_shard_001,68,KS,Midwest,Bonner Springs,cog_2025_164910,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0069,broad_shard_001,69,KS,Midwest,Cherryvale,cog_2025_164811,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0070,broad_shard_001,70,KS,Midwest,Clay Center,cog_2025_208091,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0071,broad_shard_001,71,KS,Midwest,Columbus,cog_2025_164695,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0072,broad_shard_001,72,KS,Midwest,Fredonia,cog_2025_164907,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0073,broad_shard_001,73,KS,Midwest,Girard,cog_2025_104684,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0074,broad_shard_001,74,KS,Midwest,Goodland,cog_2025_126967,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0075,broad_shard_001,75,KS,Midwest,Hiawatha,cog_2025_164684,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0076,broad_shard_001,76,KS,Midwest,Hoisington,cog_2025_164679,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0077,broad_shard_001,77,KS,Midwest,Lansing,cog_2025_164784,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0078,broad_shard_001,78,KS,Midwest,Louisburg,cog_2025_126931,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0079,broad_shard_001,79,KS,Midwest,Lyons,cog_2025_164860,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0080,broad_shard_001,80,KS,Midwest,Mission Hills,cog_2025_164767,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0081,broad_shard_001,81,KS,Midwest,Park City,cog_2025_164882,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0082,broad_shard_001,82,KS,Midwest,Phillipsburg,cog_2025_164839,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0083,broad_shard_001,83,KS,Midwest,Spring Hill,cog_2025_164769,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0084,broad_shard_001,84,KS,Midwest,St. Marys,cog_2025_126947,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0085,broad_shard_001,85,KS,Midwest,Ulysses,cog_2025_208104,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0086,broad_shard_001,86,KS,Midwest,Wamego,cog_2025_104741,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0087,broad_shard_001,87,KS,Midwest,Wellington,cog_2025_164897,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0088,broad_shard_001,88,MI,Midwest,Alma,cog_2025_208293,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0089,broad_shard_001,89,MI,Midwest,Alpena,cog_2025_185887,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0090,broad_shard_001,90,MI,Midwest,Clare,cog_2025_166655,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0091,broad_shard_001,91,MI,Midwest,Clawson,cog_2025_208314,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0092,broad_shard_001,92,MI,Midwest,DeWitt,cog_2025_212966,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0093,broad_shard_001,93,MI,Midwest,Dowagiac,cog_2025_166648,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0094,broad_shard_001,94,MI,Midwest,Flushing,cog_2025_106328,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0095,broad_shard_001,95,MI,Midwest,Frankenmuth,cog_2025_194913,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0096,broad_shard_001,96,MI,Midwest,Grand Blanc,cog_2025_208291,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0097,broad_shard_001,97,MI,Midwest,Grosse Pointe Farms,cog_2025_185925,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0098,broad_shard_001,98,MI,Midwest,Houghton,cog_2025_194794,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0099,broad_shard_001,99,MI,Midwest,Huntington Woods,cog_2025_166761,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0100,broad_shard_001,100,MI,Midwest,Ironwood,cog_2025_194776,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0101,broad_shard_001,101,MI,Midwest,Kingsford,cog_2025_166660,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0102,broad_shard_001,102,MI,Midwest,Ludington,cog_2025_212035,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0103,broad_shard_001,103,MI,Midwest,Manistee,cog_2025_194780,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0104,broad_shard_001,104,MI,Midwest,Muskegon Heights,cog_2025_166754,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0105,broad_shard_001,105,MI,Midwest,Plymouth,cog_2025_106423,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0106,broad_shard_001,106,MI,Midwest,Richmond,cog_2025_166732,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0107,broad_shard_001,107,MI,Midwest,Riverview,cog_2025_166824,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0108,broad_shard_001,108,MI,Midwest,Saline,cog_2025_106411,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0109,broad_shard_001,109,MI,Midwest,Sturgis,cog_2025_194787,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0110,broad_shard_001,110,MN,Midwest,Albertville,cog_2025_167694,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0111,broad_shard_001,111,MN,Midwest,Baxter,cog_2025_211757,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0112,broad_shard_001,112,MN,Midwest,Belle Plaine,cog_2025_167638,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0113,broad_shard_001,113,MN,Midwest,Carver,cog_2025_190533,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0114,broad_shard_001,114,MN,Midwest,Chatfield,cog_2025_190537,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0115,broad_shard_001,115,MN,Midwest,Dilworth,cog_2025_106770,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0116,broad_shard_001,116,MN,Midwest,Glencoe,cog_2025_211760,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0117,broad_shard_001,117,MN,Midwest,Jordan,cog_2025_128767,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0118,broad_shard_001,118,MN,Midwest,Little Canada,cog_2025_204758,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0119,broad_shard_001,119,MN,Midwest,Luverne,cog_2025_128761,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0120,broad_shard_001,120,MN,Midwest,Mendota Heights,cog_2025_167450,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0121,broad_shard_001,121,MN,Midwest,New Prague,cog_2025_208502,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0122,broad_shard_001,122,MN,Midwest,Park Rapids,cog_2025_204750,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0123,broad_shard_001,123,MN,Midwest,Rockford,cog_2025_212052,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0124,broad_shard_001,124,MN,Midwest,Sauk Centre,cog_2025_138640,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0125,broad_shard_001,125,MN,Midwest,St. Anthony,cog_2025_212202,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0126,broad_shard_001,126,MN,Midwest,St. Charles,cog_2025_204769,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0127,broad_shard_001,127,MN,Midwest,St. Joseph,cog_2025_167653,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0128,broad_shard_001,128,MN,Midwest,St. Paul Park,cog_2025_212203,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0129,broad_shard_001,129,MN,Midwest,Victoria,cog_2025_194668,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0130,broad_shard_001,130,MN,Midwest,Waite Park,cog_2025_186057,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0131,broad_shard_001,131,MO,Midwest,Berkeley,cog_2025_169117,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0132,broad_shard_001,132,MO,Midwest,Caruthersville,cog_2025_169044,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0133,broad_shard_001,133,MO,Midwest,Centralia,cog_2025_208598,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0134,broad_shard_001,134,MO,Midwest,Crestwood,cog_2025_169125,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0135,broad_shard_001,135,MO,Midwest,Des Peres,cog_2025_169127,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0136,broad_shard_001,136,MO,Midwest,Eldon,cog_2025_194591,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0137,broad_shard_001,137,MO,Midwest,Excelsior Springs,cog_2025_193630,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0138,broad_shard_001,138,MO,Midwest,Harrisonville,cog_2025_168837,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0139,broad_shard_001,139,MO,Midwest,Jennings,cog_2025_208646,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0140,broad_shard_001,140,MO,Midwest,Kansas City,cog_2025_186236,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0141,broad_shard_001,141,MO,Midwest,Marshfield,cog_2025_169216,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0142,broad_shard_001,142,MO,Midwest,Mexico,cog_2025_204815,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0143,broad_shard_001,143,MO,Midwest,Moberly,cog_2025_107694,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0144,broad_shard_001,144,MO,Midwest,Olivette,cog_2025_169142,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0145,broad_shard_001,145,MO,Midwest,Parkville,cog_2025_169064,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0146,broad_shard_001,146,MO,Midwest,Platte City,cog_2025_129571,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0147,broad_shard_001,147,MO,Midwest,Scott City,cog_2025_169176,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0148,broad_shard_001,148,MO,Midwest,Sullivan,cog_2025_168889,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0149,broad_shard_001,149,MO,Midwest,Trenton,cog_2025_168902,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0150,broad_shard_001,150,MO,Midwest,Warrenton,cog_2025_169210,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0151,broad_shard_001,151,MO,Midwest,Willard,cog_2025_168898,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0152,broad_shard_001,152,MO,Midwest,Wright City,cog_2025_194626,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0153,broad_shard_001,153,ND,Midwest,Argusville,cog_2025_171368,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0154,broad_shard_001,154,ND,Midwest,Ashley,cog_2025_110229,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0155,broad_shard_001,155,ND,Midwest,Belfield,cog_2025_191082,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0156,broad_shard_001,156,ND,Midwest,Elgin,cog_2025_171401,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0157,broad_shard_001,157,ND,Midwest,Enderlin,cog_2025_186834,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0158,broad_shard_001,158,ND,Midwest,Fessenden,cog_2025_110258,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0159,broad_shard_001,159,ND,Midwest,Harvey,cog_2025_171492,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0160,broad_shard_001,160,ND,Midwest,Killdeer,cog_2025_225273,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0161,broad_shard_001,161,ND,Midwest,Kindred,cog_2025_171374,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0162,broad_shard_001,162,ND,Midwest,Lakota,cog_2025_171431,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0163,broad_shard_001,163,ND,Midwest,Langdon,cog_2025_110216,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0164,broad_shard_001,164,ND,Midwest,Lisbon,cog_2025_171445,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0165,broad_shard_001,165,ND,Midwest,Mekinock,cog_2025_110336,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0166,broad_shard_001,166,ND,Midwest,Mott,cog_2025_171403,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0167,broad_shard_001,167,ND,Midwest,New Salem,cog_2025_110232,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0168,broad_shard_001,168,ND,Midwest,Portland,cog_2025_171480,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-0169,broad_shard_001,169,ND,Midwest,Ray,cog_2025_171495,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-0170,broad_shard_001,170,ND,Midwest,Rugby,cog_2025_171440,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-0171,broad_shard_001,171,ND,Midwest,Surrey,cog_2025_209025,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
