scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,census_gov_id,county,population,government_name,prior_scout_covered_flag,newly_planned_this_wave_flag,unit_type_hint,occupation_group_hint,matched_safety_non_safety_opportunity_flag,source_family_query_family,source_family_diversification_reason,broad_geographic_target_reason,planned_search_query_family,planned_search_terms_redacted_or_sanitized,expected_source_family_hints,prior_candidate_overlap_flag,prior_seen_locator_risk_flag,target_quality_tier,target_inclusion_reason,expected_units_to_search,scout_purpose,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,dry_run_status,live_status,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X1000-20260727-0011,broad_shard_001,11,IA,Midwest,Manchester,cog_2025_211327,211327,Delaware County (19055; primary),5239,CITY OF MANCHESTER,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedules,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal salary ordinances wage schedules,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Manchester"" IA municipal labor agreements MOU settlement","""Manchester"" IA arbitration award factfinding labor","""Manchester"" IA salary ordinance wage schedule pay plan","""Manchester"" IA civil service HR personnel compensation classification study","""Manchester"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0012,broad_shard_001,12,IA,Midwest,Mitchellville,cog_2025_164534,164534,Polk County (19153; primary); Jasper County (19099),2617,CITY OF MITCHELLVILLE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plans,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal budget compensation pay plans,budget_or_pay_plan,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Mitchellville"" IA municipal labor agreements MOU settlement","""Mitchellville"" IA arbitration award factfinding labor","""Mitchellville"" IA salary ordinance wage schedule pay plan","""Mitchellville"" IA civil service HR personnel compensation classification study","""Mitchellville"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0013,broad_shard_001,13,IA,Midwest,Monticello,cog_2025_164458,164458,Jones County (19105; primary),4056,CITY OF MONTICELLO,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_personnel,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal civil service HR pay personnel policies,civil_service_or_hr_pay_plan; personnel_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Monticello"" IA municipal labor agreements MOU settlement","""Monticello"" IA arbitration award factfinding labor","""Monticello"" IA salary ordinance wage schedule pay plan","""Monticello"" IA civil service HR personnel compensation classification study","""Monticello"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0014,broad_shard_001,14,IA,Midwest,New Hampton,cog_2025_190191,190191,Chickasaw County (19037; primary),3422,CITY OF NEW HAMPTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_studies,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal compensation classification studies,compensation_study; classification_study,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""New Hampton"" IA municipal labor agreements MOU settlement","""New Hampton"" IA arbitration award factfinding labor","""New Hampton"" IA salary ordinance wage schedule pay plan","""New Hampton"" IA civil service HR personnel compensation classification study","""New Hampton"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0015,broad_shard_001,15,IA,Midwest,Orange City,cog_2025_164568,164568,Sioux County (19167; primary),6397,CITY OF ORANGE CITY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_pay_policy,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal agenda minutes attached pay policy records,agenda_packet_or_minutes; other_local_government_pay_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Orange City"" IA municipal labor agreements MOU settlement","""Orange City"" IA arbitration award factfinding labor","""Orange City"" IA salary ordinance wage schedule pay plan","""Orange City"" IA civil service HR personnel compensation classification study","""Orange City"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0016,broad_shard_001,16,IA,Midwest,Red Oak,cog_2025_164512,164512,Montgomery County (19137; primary),5461,CITY OF RED OAK,false,true,broad_discovery_unspecified,police; fire; non_safety,false,broad_multi_source_crosscheck,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,official municipal labor pay document source index,all_controlled_local_government_pay_source_families,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Red Oak"" IA municipal labor agreements MOU settlement","""Red Oak"" IA arbitration award factfinding labor","""Red Oak"" IA salary ordinance wage schedule pay plan","""Red Oak"" IA civil service HR personnel compensation classification study","""Red Oak"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0017,broad_shard_001,17,IA,Midwest,Sumner,cog_2025_207994,207994,Bremer County (19017; primary); Fayette County (19065),2031,CITY OF SUMNER CITY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agreements_mous_settlements,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal labor agreements memoranda settlements,cba; mou_or_memorandum; settlement_agreement,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Sumner"" IA municipal labor agreements MOU settlement","""Sumner"" IA arbitration award factfinding labor","""Sumner"" IA salary ordinance wage schedule pay plan","""Sumner"" IA civil service HR personnel compensation classification study","""Sumner"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0018,broad_shard_001,18,IA,Midwest,Washington,cog_2025_164593,164593,Washington County (19183; primary),7252,CITY OF WASHINGTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal arbitration awards factfinding reports,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Washington"" IA municipal labor agreements MOU settlement","""Washington"" IA arbitration award factfinding labor","""Washington"" IA salary ordinance wage schedule pay plan","""Washington"" IA civil service HR personnel compensation classification study","""Washington"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0019,broad_shard_001,19,IA,Midwest,Waterloo,cog_2025_207992,207992,Black Hawk County (19013; primary),66606,CITY OF WATERLOO,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedules,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal salary ordinances wage schedules,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 1; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Waterloo"" IA municipal labor agreements MOU settlement","""Waterloo"" IA arbitration award factfinding labor","""Waterloo"" IA salary ordinance wage schedule pay plan","""Waterloo"" IA civil service HR personnel compensation classification study","""Waterloo"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0020,broad_shard_001,20,IA,Midwest,Wilton,cog_2025_164516,164516,Muscatine County (19139; primary); Cedar County (19031),2930,CITY OF WILTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plans,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal budget compensation pay plans,budget_or_pay_plan,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Wilton"" IA municipal labor agreements MOU settlement","""Wilton"" IA arbitration award factfinding labor","""Wilton"" IA salary ordinance wage schedule pay plan","""Wilton"" IA civil service HR personnel compensation classification study","""Wilton"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0021,broad_shard_001,21,IA,Midwest,Windsor Heights,cog_2025_164537,164537,Polk County (19153; primary),5067,CITY OF WINDSOR HEIGHTS,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_personnel,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal civil service HR pay personnel policies,civil_service_or_hr_pay_plan; personnel_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Windsor Heights"" IA municipal labor agreements MOU settlement","""Windsor Heights"" IA arbitration award factfinding labor","""Windsor Heights"" IA salary ordinance wage schedule pay plan","""Windsor Heights"" IA civil service HR personnel compensation classification study","""Windsor Heights"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0022,broad_shard_001,22,IA,Midwest,Winterset,cog_2025_126664,126664,Madison County (19121; primary),5374,CITY OF WINTERSET,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_studies,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal compensation classification studies,compensation_study; classification_study,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Winterset"" IA municipal labor agreements MOU settlement","""Winterset"" IA arbitration award factfinding labor","""Winterset"" IA salary ordinance wage schedule pay plan","""Winterset"" IA civil service HR personnel compensation classification study","""Winterset"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0023,broad_shard_001,23,IL,Midwest,Barrington,cog_2025_162230,162230,Cook County (17031; primary); Lake County (17097),10476,VILLAGE OF BARRINGTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_pay_policy,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal agenda minutes attached pay policy records,agenda_packet_or_minutes; other_local_government_pay_policy,false,false,strong_broad_geographic_target,priority=Tier 1; state_quota=86,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Barrington"" IL municipal labor agreements MOU settlement","""Barrington"" IL arbitration award factfinding labor","""Barrington"" IL salary ordinance wage schedule pay plan","""Barrington"" IL civil service HR personnel compensation classification study","""Barrington"" IL council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0024,broad_shard_001,24,IL,Midwest,Bensenville,cog_2025_194715,194715,DuPage County (17043; primary); Cook County (17031),18352,VILLAGE OF BENSENVILLE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,broad_multi_source_crosscheck,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,official municipal labor pay document source index,all_controlled_local_government_pay_source_families,false,false,strong_broad_geographic_target,priority=Tier 1; state_quota=86,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Bensenville"" IL municipal labor agreements MOU settlement","""Bensenville"" IL arbitration award factfinding labor","""Bensenville"" IL salary ordinance wage schedule pay plan","""Bensenville"" IL civil service HR personnel compensation classification study","""Bensenville"" IL council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0025,broad_shard_001,25,IL,Midwest,Centralia,cog_2025_162523,162523,Marion County (17121; primary); Clinton County (17027); Jefferson County (17081); Washington County (17189),11848,CITY OF CENTRALIA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agreements_mous_settlements,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal labor agreements memoranda settlements,cba; mou_or_memorandum; settlement_agreement,false,false,strong_broad_geographic_target,priority=Tier 1; state_quota=86,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Centralia"" IL municipal labor agreements MOU settlement","""Centralia"" IL arbitration award factfinding labor","""Centralia"" IL salary ordinance wage schedule pay plan","""Centralia"" IL civil service HR personnel compensation classification study","""Centralia"" IL council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0026,broad_shard_001,26,IL,Midwest,Crest Hill,cog_2025_162695,162695,Will County (17197; primary),20118,CITY OF CREST HILL,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal arbitration awards factfinding reports,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 1; state_quota=86,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Crest Hill"" IL municipal labor agreements MOU settlement","""Crest Hill"" IL arbitration award factfinding labor","""Crest Hill"" IL salary ordinance wage schedule pay plan","""Crest Hill"" IL civil service HR personnel compensation classification study","""Crest Hill"" IL council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-0027,broad_shard_001,27,IL,Midwest,Crete,cog_2025_125085,125085,Will County (17197; primary); Cook County (17031),8316,VILLAGE OF CRETE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedules,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal salary ordinances wage schedules,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 1; state_quota=86,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Crete"" IL municipal labor agreements MOU settlement","""Crete"" IL arbitration award factfinding labor","""Crete"" IL salary ordinance wage schedule pay plan","""Crete"" IL civil service HR personnel compensation classification study","""Crete"" IL council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
