scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,source_family_query_family,target_quality_tier,dry_run_status,live_status
B4X1000-20260727-3026,broad_shard_004,26,IL,Midwest,Columbia,cog_2025_162540,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3027,broad_shard_004,27,IL,Midwest,Franklin Park,cog_2025_162245,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3028,broad_shard_004,28,IL,Midwest,Harvey,cog_2025_162248,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3029,broad_shard_004,29,IL,Midwest,Hinsdale,cog_2025_162297,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3030,broad_shard_004,30,IL,Midwest,La Grange,cog_2025_211680,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3031,broad_shard_004,31,IL,Midwest,Lake Forest,cog_2025_162431,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3032,broad_shard_004,32,IL,Midwest,Lake Zurich,cog_2025_207819,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3033,broad_shard_004,33,IL,Midwest,LaSalle,cog_2025_204289,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3034,broad_shard_004,34,IL,Midwest,Matteson,cog_2025_207780,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3035,broad_shard_004,35,IL,Midwest,Morris,cog_2025_201621,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3036,broad_shard_004,36,IL,Midwest,Morton,cog_2025_102856,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3037,broad_shard_004,37,IL,Midwest,Norridge,cog_2025_194722,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3038,broad_shard_004,38,IL,Midwest,North Aurora,cog_2025_162406,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3039,broad_shard_004,39,IL,Midwest,Plano,cog_2025_201624,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3040,broad_shard_004,40,IL,Midwest,Round Lake,cog_2025_189932,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3041,broad_shard_004,41,IL,Midwest,Steger,cog_2025_162693,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3042,broad_shard_004,42,IL,Midwest,Waterloo,cog_2025_162543,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3043,broad_shard_004,43,IL,Midwest,Wood River,cog_2025_102780,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3044,broad_shard_004,44,IN,Midwest,Beech Grove,cog_2025_138037,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3045,broad_shard_004,45,IN,Midwest,Boonville,cog_2025_163692,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3046,broad_shard_004,46,IN,Midwest,Charlestown,cog_2025_225787,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3047,broad_shard_004,47,IN,Midwest,Clarksville,cog_2025_163481,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3048,broad_shard_004,48,IN,Midwest,Connersville,cog_2025_163513,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3049,broad_shard_004,49,IN,Midwest,Gas City,cog_2025_163527,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3050,broad_shard_004,50,IN,Midwest,Greencastle,cog_2025_163652,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3051,broad_shard_004,51,IN,Midwest,Kendallville,cog_2025_163631,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3052,broad_shard_004,52,IN,Midwest,La Porte,cog_2025_126049,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3053,broad_shard_004,53,IN,Midwest,Linton,cog_2025_193256,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3054,broad_shard_004,54,IN,Midwest,Logansport,cog_2025_163478,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3055,broad_shard_004,55,IN,Midwest,McCordsville,cog_2025_126029,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3056,broad_shard_004,56,IN,Midwest,New Haven,cog_2025_103765,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3057,broad_shard_004,57,IN,Midwest,Pendleton,cog_2025_207956,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3058,broad_shard_004,58,IN,Midwest,Peru,cog_2025_163618,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3059,broad_shard_004,59,IN,Midwest,Portland,cog_2025_138036,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3060,broad_shard_004,60,IN,Midwest,Salem,cog_2025_193268,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3061,broad_shard_004,61,IN,Midwest,Schererville,cog_2025_163591,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3062,broad_shard_004,62,IN,Midwest,Sellersburg,cog_2025_125999,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3063,broad_shard_004,63,IN,Midwest,Vincennes,cog_2025_163575,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3064,broad_shard_004,64,IN,Midwest,Washington,cog_2025_126005,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3065,broad_shard_004,65,IN,Midwest,Whitestown,cog_2025_103772,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3066,broad_shard_004,66,KS,Midwest,Augusta,cog_2025_126873,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3067,broad_shard_004,67,KS,Midwest,Baldwin City,cog_2025_164723,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3068,broad_shard_004,68,KS,Midwest,Chanute,cog_2025_208120,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3069,broad_shard_004,69,KS,Midwest,Cheney,cog_2025_126961,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3070,broad_shard_004,70,KS,Midwest,Edwardsville,cog_2025_190251,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3071,broad_shard_004,71,KS,Midwest,Eureka,cog_2025_164744,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3072,broad_shard_004,72,KS,Midwest,Frontenac,cog_2025_164711,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3073,broad_shard_004,73,KS,Midwest,Galena,cog_2025_104674,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3074,broad_shard_004,74,KS,Midwest,Haysville,cog_2025_126963,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3075,broad_shard_004,75,KS,Midwest,Holton,cog_2025_138358,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3076,broad_shard_004,76,KS,Midwest,Iola,cog_2025_126864,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3077,broad_shard_004,77,KS,Midwest,Kingman,cog_2025_126913,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3078,broad_shard_004,78,KS,Midwest,Lindsborg,cog_2025_193341,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3079,broad_shard_004,79,KS,Midwest,Maize,cog_2025_184275,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3080,broad_shard_004,80,KS,Midwest,Merriam,cog_2025_126911,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3081,broad_shard_004,81,KS,Midwest,Mission,cog_2025_104708,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3082,broad_shard_004,82,KS,Midwest,Oakley,cog_2025_164790,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3083,broad_shard_004,83,KS,Midwest,Osawatomie,cog_2025_185469,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3084,broad_shard_004,84,KS,Midwest,Seneca,cog_2025_104732,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3085,broad_shard_004,85,KS,Midwest,South Hutchinson,cog_2025_184277,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3086,broad_shard_004,86,KS,Midwest,Tonganoxie,cog_2025_104716,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3087,broad_shard_004,87,MI,Midwest,Albion,cog_2025_204655,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3088,broad_shard_004,88,MI,Midwest,Benton Harbor,cog_2025_166635,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3089,broad_shard_004,89,MI,Midwest,Big Rapids,cog_2025_194781,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3090,broad_shard_004,90,MI,Midwest,Center Line,cog_2025_166728,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3091,broad_shard_004,91,MI,Midwest,Davison,cog_2025_128284,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3092,broad_shard_004,92,MI,Midwest,Eaton Rapids,cog_2025_190470,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3093,broad_shard_004,93,MI,Midwest,Farmington,cog_2025_194784,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3094,broad_shard_004,94,MI,Midwest,Grand Haven,cog_2025_204669,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3095,broad_shard_004,95,MI,Midwest,Grand Ledge,cog_2025_166662,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3096,broad_shard_004,96,MI,Midwest,Greenville,cog_2025_166750,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3097,broad_shard_004,97,MI,Midwest,Hastings,cog_2025_225357,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3098,broad_shard_004,98,MI,Midwest,Howell,cog_2025_208305,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3099,broad_shard_004,99,MI,Midwest,Hudsonville,cog_2025_166784,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3100,broad_shard_004,100,MI,Midwest,Melvindale,cog_2025_128351,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3101,broad_shard_004,101,MI,Midwest,Milford,cog_2025_106383,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3102,broad_shard_004,102,MI,Midwest,Negaunee,cog_2025_185907,compensation_classification_studies,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3103,broad_shard_004,103,MI,Midwest,Petoskey,cog_2025_208289,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3104,broad_shard_004,104,MI,Midwest,Rockford,cog_2025_166711,broad_multi_source_crosscheck,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3105,broad_shard_004,105,MI,Midwest,South Haven,cog_2025_166814,agreements_mous_settlements,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3106,broad_shard_004,106,MI,Midwest,Springfield,cog_2025_201919,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3107,broad_shard_004,107,MI,Midwest,Tecumseh,cog_2025_208304,salary_wage_schedules,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3108,broad_shard_004,108,MI,Midwest,Zeeland,cog_2025_211743,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3109,broad_shard_004,109,MN,Midwest,Becker,cog_2025_167642,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3110,broad_shard_004,110,MN,Midwest,Byron,cog_2025_128736,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3111,broad_shard_004,111,MN,Midwest,Crookston,cog_2025_212883,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3112,broad_shard_004,112,MN,Midwest,East Grand Forks,cog_2025_106871,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3113,broad_shard_004,113,MN,Midwest,Elko New Market,cog_2025_106902,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3114,broad_shard_004,114,MN,Midwest,Fairmont,cog_2025_167547,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3115,broad_shard_004,115,MN,Midwest,Goodview,cog_2025_128791,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3116,broad_shard_004,116,MN,Midwest,Grand Rapids,cog_2025_106813,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3117,broad_shard_004,117,MN,Midwest,International Falls,cog_2025_106820,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3118,broad_shard_004,118,MN,Midwest,La Crescent,cog_2025_128700,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3119,broad_shard_004,119,MN,Midwest,Le Sueur,cog_2025_106825,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3120,broad_shard_004,120,MN,Midwest,Lindstrom,cog_2025_128667,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3121,broad_shard_004,121,MN,Midwest,Mahtomedi,cog_2025_212884,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3122,broad_shard_004,122,MN,Midwest,Minnetrista,cog_2025_128698,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3123,broad_shard_004,123,MN,Midwest,Morris,cog_2025_202003,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3124,broad_shard_004,124,MN,Midwest,Pine City,cog_2025_167587,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3125,broad_shard_004,125,MN,Midwest,Pipestone,cog_2025_212969,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3126,broad_shard_004,126,MN,Midwest,St. Francis,cog_2025_128650,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3127,broad_shard_004,127,MN,Midwest,St. James,cog_2025_208515,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3128,broad_shard_004,128,MN,Midwest,Stewartville,cog_2025_167575,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3129,broad_shard_004,129,MN,Midwest,Watertown,cog_2025_167422,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3130,broad_shard_004,130,MN,Midwest,Wyoming,cog_2025_106768,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3131,broad_shard_004,131,MO,Midwest,Battlefield,cog_2025_186233,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3132,broad_shard_004,132,MO,Midwest,Black Jack,cog_2025_169158,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3133,broad_shard_004,133,MO,Midwest,Bonne Terre,cog_2025_169106,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3134,broad_shard_004,134,MO,Midwest,Cameron,cog_2025_204819,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3135,broad_shard_004,135,MO,Midwest,Carl Junction,cog_2025_129517,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3136,broad_shard_004,136,MO,Midwest,Chillicothe,cog_2025_194587,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3137,broad_shard_004,137,MO,Midwest,Dexter,cog_2025_193647,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3138,broad_shard_004,138,MO,Midwest,Kennett,cog_2025_168885,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3139,broad_shard_004,139,MO,Midwest,Ladue,cog_2025_107710,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3140,broad_shard_004,140,MO,Midwest,Macon,cog_2025_208631,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3141,broad_shard_004,141,MO,Midwest,Maplewood,cog_2025_107711,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3142,broad_shard_004,142,MO,Midwest,Maryville,cog_2025_169032,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3143,broad_shard_004,143,MO,Midwest,Mountain Grove,cog_2025_208659,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3144,broad_shard_004,144,MO,Midwest,Oak Grove,cog_2025_204822,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3145,broad_shard_004,145,MO,Midwest,Park Hills,cog_2025_204833,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3146,broad_shard_004,146,MO,Midwest,Peculiar,cog_2025_129473,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3147,broad_shard_004,147,MO,Midwest,Salem,cog_2025_107615,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3148,broad_shard_004,148,MO,Midwest,Smithville,cog_2025_107605,budget_pay_plans,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3149,broad_shard_004,149,MO,Midwest,Ste. Genevieve,cog_2025_129605,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3150,broad_shard_004,150,MO,Midwest,Town and Country,cog_2025_169151,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3151,broad_shard_004,151,MO,Midwest,Webb City,cog_2025_168937,agenda_minutes_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3152,broad_shard_004,152,ND,Midwest,Burlington,cog_2025_131930,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3153,broad_shard_004,153,ND,Midwest,Cando,cog_2025_191083,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3154,broad_shard_004,154,ND,Midwest,Carrington,cog_2025_171393,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3155,broad_shard_004,155,ND,Midwest,Center,cog_2025_131907,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3156,broad_shard_004,156,ND,Midwest,Crosby,cog_2025_209010,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3157,broad_shard_004,157,ND,Midwest,Drayton,cog_2025_110235,civil_service_hr_personnel,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3158,broad_shard_004,158,ND,Midwest,Emerado,cog_2025_171397,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3159,broad_shard_004,159,ND,Midwest,Glen Ullin,cog_2025_131903,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3160,broad_shard_004,160,ND,Midwest,Harwood,cog_2025_131878,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3161,broad_shard_004,161,ND,Midwest,Hillsboro,cog_2025_110251,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3162,broad_shard_004,162,ND,Midwest,Mapleton,cog_2025_110214,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3163,broad_shard_004,163,ND,Midwest,Minto,cog_2025_171485,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3164,broad_shard_004,164,ND,Midwest,Mohall,cog_2025_184085,budget_pay_plans,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3165,broad_shard_004,165,ND,Midwest,New Town,cog_2025_191080,civil_service_hr_personnel,strong_broad_geographic_target,prepared_no_call,not_run
B4X1000-20260727-3166,broad_shard_004,166,ND,Midwest,Northwood,cog_2025_171400,compensation_classification_studies,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3167,broad_shard_004,167,ND,Midwest,Rolla,cog_2025_202322,agenda_minutes_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3168,broad_shard_004,168,ND,Midwest,Stanley,cog_2025_171429,broad_multi_source_crosscheck,acceptable_broad_target,prepared_no_call,not_run
B4X1000-20260727-3169,broad_shard_004,169,ND,Midwest,Tatman,cog_2025_172187,agreements_mous_settlements,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3170,broad_shard_004,170,ND,Midwest,Towner,cog_2025_171413,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X1000-20260727-3171,broad_shard_004,171,ND,Midwest,Walhalla,cog_2025_171439,salary_wage_schedules,strong_source_family_diversification_target,prepared_no_call,not_run
