span_extraction_id,source_candidate_id,rating_lane_id,failure_stage,attempt_count,last_status,error_type,error_code,quarantine_reason,raw_prompt_saved,raw_response_saved,global_analysis_readiness
CBSPAN-20260728-84a07a4f3e83f7d0344cc49f,B4XPAR-20260727-003256,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-a9088b237c12e00769f2f2be,B4XPAR-20260727-003257,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e4d9ec91a1ec556111048e57,B4XPAR-20260727-005019,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-13998ad1dc8d8d201a90bb43,BSSC-20260727-00150,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-ceb5efc8e635d49aa5fcf2aa,BSSC-20260727-00151,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-cd94b78986930e9682e4cd4b,BSSC-20260727-00151,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-b784cc7e6dee1905095843af,B4XPAR-20260727-003281,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-347aa779b710cdca9a1c1e9b,B4XPAR-20260727-001488,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-f4320f3a49f4a37f97f00f80,B4XPAR-20260727-005744,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-241650684ab6bd2fedfa07cf,B4XPAR-20260727-005744,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-62aed5d948c2dd66997de418,B4XPAR-20260727-005752,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-fc830bd708ab8aa90659707e,BSSC-20260727-00177,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-3b6db25c894e6444c28b80f4,BSSC-20260727-00178,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-57e0ff6241c269c02d5519b7,B4XPAR-20260727-000534,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-9016498aa0ad0256f5ad8073,B4XPAR-20260727-004499,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-004fe595bbf974030e34b93d,B4XPAR-20260727-006261,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e3037df50c5703cf6a9bb105,B4XPAR-20260727-003523,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-5539bd970973aa7f26e7cdf6,B4XPAR-20260727-005323,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-b803735f64ea24fab732bcb7,TS4L-4008a8cf19b0e9bbda94,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-a26c0d810bd5dac4806505ba,B4XPAR-20260727-005334,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-089782f84a19598bf51a3576,B4XPAR-20260727-005355,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-cc0a14298cf99da4b6e8d57b,B4XPAR-20260727-000098,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-0e2a4a823422a34eba395298,B4XPAR-20260727-000100,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-b28cfac781d23ce947db2eae,B4XPAR-20260727-003612,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-31c83f1a8ca9997bd8807002,TS4L-d0d6b81a1c06879c2352,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-caf8038322844448987133ca,B4XPAR-20260727-005409,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-4a710b9a2175ea17e02495f6,B4XPAR-20260727-000153,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-a041115ff79de870ed6e78a3,B4XPAR-20260727-000157,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-355bfe17be07a7b9edbf44f7,BSSC-20260727-00383,rating_lane_001,coordinator_validation,2,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-7364165a1a1e01b608a87fae,B4XPAR-20260727-004562,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-dcf31a485ef3dba16b54660a,B4XPAR-20260727-001017,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-bf837246c3eda3234c000654,B4XPAR-20260727-002785,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-db6c93443d3af82a60cbe9e8,BSSC-20260727-00403,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-1e6c9cfc23f62f34eb2b7a9d,B4XPAR-20260727-006392,rating_lane_001,live,2,success,,lineage_id_changed,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-c08da0e5460bc7cf59291b34,BSSC-20260727-00433,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4176d09f4b22ad2eb5c97860,B4XPAR-20260727-000557,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8077d5008e34b8b3bb288f38,B4XPAR-20260727-000608,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-d04d53279ec2f38c516effa5,B4XPAR-20260727-004656,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-cc53108dffcb501661373b19,B4XPAR-20260727-004656,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6d61bdfe43c21f286f5fc065,B4XPAR-20260727-000627,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_rating_claim_relevance_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5eda0963e6ce52eaccc940b7,BSSC-20260727-00512,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4d9e274329fd96c1550312b6,B4XPAR-20260727-002354,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-fb215af85bd71336627b957d,B4XPAR-20260727-002355,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-bc5654b4af810f262cc22138,B4XPAR-20260727-001887,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-461c7dc52eadd9ad2a3f3b06,B4XPAR-20260727-000189,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-1ce22737ae29690d8143712c,B4XPAR-20260727-000188,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-c7cc21069d4fe354d37cc6b4,B4XPAR-20260727-005477,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3642ed64756631080dfbc15c,B4XPAR-20260727-005477,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_rating_claim_relevance_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-f3628482a0e6b5e25dc54022,B4XPAR-20260727-005477,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-738c07006d8f4f5cb658ae56,B4XPAR-20260727-000203,rating_lane_001,live,2,request_failed,APIConnectionError,transport_connection,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-38be9553fb72b6df88c92ac6,B4XPAR-20260727-001916,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-7cff9e112191c58ff06b53f8,B4XPAR-20260727-005482,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-fe1127a317cce842be84acb3,B4XPAR-20260727-003721,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-d353440dd91213708a8fbeac,B4XPAR-20260727-003721,rating_lane_001,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-14f9b521393019beaccf456b,B4XPAR-20260727-003728,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-51589e938c479e5d6f499614,B4XPAR-20260727-001934,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_rating_claim_relevance_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-63876b4ba2cd396da7b0b06c,B4XPAR-20260727-005501,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8cf6b578edded2ed9c082a67,B4XPAR-20260727-005503,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-970121131e49dca7471925a7,B4XPAR-20260727-002009,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-73580e82667caad8924e9217,B4XPAR-20260727-005568,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-9dd336d614fbc48b0bb554ab,B4XPAR-20260727-003328,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-47559cefe008950811e10bfe,BSSC-20260727-00652,rating_lane_001,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
