mixed_join_key,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_observation_ids,qualitative_observation_ids,quantitative_observation_count,qualitative_observation_count,confidence,reason_codes,qa_status
mix_0d8b4edb51394d1b2165f338,cex_3aa9b7e69b4a086e1dd2e5b5,doc_a01c7abe7b6d393cff85b9e3,ttd_d43ca5df65d2c66bfe97721e,sr_8cdb6ccab3663d30d4acaa57,NSCQ-CA-20260720-0060,CA,Palo Alto,CITY OF PALO ALTO,police,cba,qobs_37b00ea23114e8bcc3dc5ac6|qobs_d21cb18e2de539057c644ca9|qobs_0daef40179e2a5a3292f0f23,lobs_37b00ea23114e8bcc3dc5ac6|lobs_d21cb18e2de539057c644ca9,3,2,medium,S7_7|EFFECTIVE_PAY_PERIOD_AFTER_ADOPTION|JFC_5PCT_APPROX|SURVEY_DATABASE_TOTAL_COMP_CRITERIA|CRITERIA_MAX_LONGEVITY|CRITERIA_MAX_EDU_POST|CRITERIA_UNIFORM_ALLOWANCE|CRITERIA_HOLIDAY_PAY,provisional_unverified
mix_ee4f60952db91e5f913ef3dd,cex_fb9bd6b64c0ce2ed4a3d933f,doc_ac6b2f47b7fe6733ab5a91dd,ttd_f49c5d7229f78a531b218455,sr_643d9be575ad4573f2c48745,NSCQ-CA-20260720-0091,CA,Roseville,CITY OF ROSEVILLE,non_safety,cba,qobs_caa2402b7c7f7e565bd88e2f|qobs_4e525e414c194dd35275c5f1|qobs_e26706861b1ea7968684c7d3|qobs_e60554fd01323af3211f0cab|qobs_a4e210a19ce7aa4dd2fdd918,lobs_caa2402b7c7f7e565bd88e2f|lobs_4e525e414c194dd35275c5f1|lobs_e26706861b1ea7968684c7d3|lobs_e60554fd01323af3211f0cab,5,4,medium,CERTIFICATION_AND_REGISTRATION_DIFFERENT,provisional_unverified
mix_881cb51f0feadc0605b51f2e,cex_f86002aabdcccceea3315e2d,doc_6f83a4349769162acfb4aa02,ttd_1ca6cee99f7a9763c7d4a4f3,sr_61c3f970b8595086cc44ddf4,NSCQ-CA-20260720-0089,CA,Roseville,CITY OF ROSEVILLE,police,cba,qobs_dc3e4751cef3e970f04b7f96|qobs_b3ee2db3f3a0aabb224d611b|qobs_bb580cc8f6ed01dcb4c94361|qobs_f4d14c722cfade7fd4c6ad82|qobs_257ab7918274831ff643e8a9,lobs_dc3e4751cef3e970f04b7f96|lobs_b3ee2db3f3a0aabb224d611b|lobs_bb580cc8f6ed01dcb4c94361|lobs_f4d14c722cfade7fd4c6ad82|lobs_257ab7918274831ff643e8a9,5,5,medium,LMA_MECH|GWI_2025_IG|GWI_2027_EFF|TCS_TIMELINE|TCS_55TH_PCTL|TCS_LON10_TOKEN|TCS_EDCERT_MAX|TCS_LIFE_INS,provisional_unverified
mix_f3aff963eadad88d5efad9c6,cex_fbb3342b22f306cadc622a6c,doc_3d065e56a94b0413140a506e,ttd_0fcd8d201c211001812f8795,sr_03dc9e9d7ca162f3a0b9965d,NSCQ-CO-20260720-0015,CO,Pueblo,CITY OF PUEBLO,fire,cba,qobs_37cd0a1812e7ab8ec2c170dd|qobs_f07b03d96ba51cccca3e5f66|qobs_fff0a89a491e8a95208f0a52,lobs_37cd0a1812e7ab8ec2c170dd|lobs_f07b03d96ba51cccca3e5f66|lobs_fff0a89a491e8a95208f0a52|lobs_eb250fe4c4ee600bba54e983|lobs_3a37713e02a5efeea487af35,3,5,medium,W1|W2|W3|Q1|Q2|Q3|Q4|Q5,provisional_unverified
mix_9585ca90ee3c183285d69fb1,cex_2c62fbbf5daca7cd2c00192d,doc_b0c0557ccda3ca06e0f61ac6,ttd_65256a0b135247b9ee00e4a9,sr_60eb5f8e3564c92191ee0cf5,NSCQ-CO-20260720-0016,CO,Pueblo,CITY OF PUEBLO,non_safety,cba,qobs_fc10585a20dbc6b7b614664d,lobs_fc10585a20dbc6b7b614664d|lobs_a3f24259fc29ffa98c18cc71|lobs_fac276c2d809d60018fbeb3b|lobs_c33d44c3785383c7e2ad7681,1,4,medium,ONLY_PARTIAL_WAGE_MECHANISM_TEXT_WITHOUT,provisional_unverified
mix_8b6ae48f93c4ded465f90edd,cex_38a5d6d6ba59bb2283411321,doc_9c6de231e9c0fb407272b66a,ttd_6f35fce9e40f3e8d3abd3ed7,sr_6a518c030445f9161bcb7cef,NSCQ-CO-20260720-0014,CO,Pueblo,CITY OF PUEBLO,police,cba,qobs_057e689a97e436163363c5c9|qobs_7ec29a891b0f4f515dc60254|qobs_94345e316f94376c5e7c0f3d|qobs_e5c3fdd0d9108331d7db1b58|qobs_e8e5bc5566c92f2f6ccb6e45,lobs_057e689a97e436163363c5c9|lobs_7ec29a891b0f4f515dc60254|lobs_94345e316f94376c5e7c0f3d|lobs_e5c3fdd0d9108331d7db1b58,5,4,medium,VISIBLE_NUMERIC_TOKENS_LIMITED|OVERTIME_RULES_PRESENT_BUT_BASE_PAY_AMT_,provisional_unverified
mix_d48a598f25a234d1b8ab1cb4,cex_32fb89b95dcd8a3d3417ae9d,doc_e1ae9a14014fc3e39b4ac745,ttd_1db5ab26d090d8c73d3b398e,sr_98c2c17292620003846b951f,NSCQ-CT-20260720-0028,CT,Bristol,CITY OF BRISTOL,police,cba,qobs_9e8fa13b9a277e573804fd9d,lobs_9e8fa13b9a277e573804fd9d,1,1,medium,S1110_COORDINATOR_75_PERCENT_BASE_PAY|S1010_CITY_PAID_RECERT_AND_PHYSICAL_EXAM,provisional_unverified
mix_514cf03cf69ad922dde22fb1,cex_8e422fc7cff83da56aec2e17,doc_0c07b19fac8f8cfaf3e692d9,ttd_dd4b9b0322ad9d72585a0e45,sr_08f37611d328e626f631de53,NSCQ-CT-20260720-0039,CT,Middletown,CITY OF MIDDLETOWN,non_safety,cba,qobs_d57cfcec1d1300d5e61fa631|qobs_698296c4f25f511e49baa894|qobs_82f427dee4781b1dc13010fe,lobs_d57cfcec1d1300d5e61fa631|lobs_698296c4f25f511e49baa894,3,2,medium,STIPEND_TOKENS_PRESENT|TIME_AND_ONE_HALF_OT_RULE_TOKEN_PRESENT|REFERENCE_SIGNAL_TRUE_ON_TOC_PAGES_BUT_E,provisional_unverified
mix_f33cc466eaba8638ecfe7cd5,cex_60f545713dd3d64f8f7d2580,doc_9fee8b0c892283c1204c6f81,ttd_d8587933d6734b96f40bf138,sr_06e4275704df1406d053a9e1,NSCQ-CT-20260720-0009,CT,New Haven,CITY OF NEW HAVEN,non_safety,cba,qobs_4eccb7887656c2d01ed5891a|qobs_fa06ad19d5b99b9cbebf7851|qobs_79261d58358a0be0a612a27c|qobs_6dbc99755ffd4680ac1a0e05|qobs_e6d29ea93fe9ab230704dd03,lobs_4eccb7887656c2d01ed5891a|lobs_fa06ad19d5b99b9cbebf7851|lobs_79261d58358a0be0a612a27c|lobs_6dbc99755ffd4680ac1a0e05,5,4,medium,S1D11T11_1|S1D12T11_1|S1D15T11_1|S1D15T11_2|S1D1T16_1|T16_SHIFT_DIFF_ELIGIBILITY_1|T16_SHIFT_DIFF_CONTINUATION_1|SCHOOL_SECURITY_WEEKLY_PAY_STRUCTURE_1,provisional_unverified
mix_442db08332a6825957778142,cex_0bdde108326cd26fbfcd23a1,doc_dd5b9f8fcb898e7d8c1e7dda,ttd_339ac32d00e7669cbd148006,sr_e843a3c1b57bc0692b4c6d48,NSCQ-CT-20260720-0007,CT,New Haven,CITY OF NEW HAVEN,police,cba,qobs_399fb6bc05bb808915e05676|qobs_61022f6cd00d5a01659db83f|qobs_ca9ae5f89960cc9ea76a9fdd|qobs_95bdd64c7a0562271046a114|qobs_efa686783a8994c3e2550434,lobs_399fb6bc05bb808915e05676|lobs_61022f6cd00d5a01659db83f|lobs_ca9ae5f89960cc9ea76a9fdd|lobs_95bdd64c7a0562271046a114,5,4,medium,WAGE_PERCENTAGES_FROM_PAGE_TOKENS|DETECTIVE_INCREASE_RULES_AND_EFFECTIVE_N|RETRO_DISBURSEMENT_TIMING_ACTIVE_EMP|HSA_CITY_CONTRIBUTION_BY_FISCAL_YEAR|RETIREE_MEDICAL_EMPLOYEE_CONTRIB_125|PENSION_BUYBACK_SICK_LEAVE_CAP_ELIG,provisional_unverified
mix_79dd71203bd16b29f7b67d31,cex_85f4e36aa58da0a367ebc4e5,doc_8b4a4c23f9efacde06a600cd,ttd_2adaea948f488dba3ec867ac,sr_8343bdb50f8eb7195e6557ab,NSCQ-CT-20260720-0020,CT,Norwalk,CITY OF NORWALK,fire,cba,qobs_8783a5579f0ff12bd5feb3eb|qobs_a8474b05c63b874f1552ae5b|qobs_50e50907d99742405be127a1|qobs_b12d46841a0cf220e70114ba|qobs_9c5909b7b2601e2667682da6,lobs_8783a5579f0ff12bd5feb3eb|lobs_a8474b05c63b874f1552ae5b|lobs_50e50907d99742405be127a1|lobs_b12d46841a0cf220e70114ba|lobs_9c5909b7b2601e2667682da6,5,5,medium,TERMINAL_LEAVE_NUMERIC_TOKENS_PRESENT|INJURY_LEAVE_FULL_PAY_CONDITIONS_PRESENT|WORKERS_COMP_APPEAL_CONTINUATION_LOGIC_T|PENSION_ADJUSTMENT_RATE_AND_AGE_RULES_T|PAGE61_HAS_75_PERCENT_TOKEN_BUT_CONTEXT|NON_BASE_PENSION_RULES_EXTRACTED,provisional_unverified
mix_873fd11ecdca8a7d3b09183e,cex_86f7ab1241f82515b9d98e60,doc_0d2c2e84efbb21f8ce72d67b,ttd_f5667375b0d1ca92863f2ee1,sr_da0db2f07ff26ac92c570a89,NSCQ-CT-20260720-0019,CT,Norwalk,CITY OF NORWALK,police,cba,qobs_aa91625bb4acf1b6735d7c7d,lobs_aa91625bb4acf1b6735d7c7d,1,1,medium,A1P10M1|A9M1|A9NB1|A9NB2|A10NB1,provisional_unverified
mix_d1db0ac267460486b6399274,cex_579be2561452cc472e1e067c,doc_9606e018740e7275a915ef1e,ttd_83930a16ad4b29316976d65b,sr_0e64b08d9ae4f1e480389c3a,NSCQ-CT-20260720-0042,CT,Norwich,CITY OF NORWICH,police,cba,qobs_a6794e47f1d9cc906648bc4f|qobs_9e079dcddb40a45c8400d3cb|qobs_cadb12ccf757ba3f3e4e3f98|qobs_8267cf3612c5a6568975789c|qobs_89a54513858dc5c2ffc60548,lobs_a6794e47f1d9cc906648bc4f|lobs_9e079dcddb40a45c8400d3cb|lobs_cadb12ccf757ba3f3e4e3f98|lobs_8267cf3612c5a6568975789c|lobs_89a54513858dc5c2ffc60548,5,5,medium,ARTICLE3_HOLIDAY_LEAVE_PAY_AND_CARRYOVER|ARTICLE3_COMPENSATORY_HOLIDAY_RULES|ARTICLE4_WORK_WEEK_NOTICE_CHANGE|ARTICLE5_OVERTIME_RATE_AND_TRAVEL_TIME,provisional_unverified
mix_b4ef3f1774e8f0bd8076308d,cex_431b3f8707bedfa99876517c,doc_7b91f1e09c47b0e62dd7052a,ttd_f80aabc2d8533e9f008d5f21,sr_497fda2ddc054761364e8a2a,NSCQ-DE-20260720-0006,DE,Newark,CITY OF NEWARK,non_safety,cba,qobs_a356c97053f6fdf4aaec9366|qobs_38b0724df7d748162d7942ee|qobs_919212336e30ae2691ea536c|qobs_c6d09c42445fcab7790f704f|qobs_3738738ee16c14bd0d3e4ebd,lobs_a356c97053f6fdf4aaec9366|lobs_38b0724df7d748162d7942ee|lobs_919212336e30ae2691ea536c|lobs_c6d09c42445fcab7790f704f|lobs_3738738ee16c14bd0d3e4ebd,5,5,medium,WSCACITY_WAGE_INCREASE_TOKEN|STEP_M_CREATION_AND_EFFECTIVE_DATE|STEP_DATE_RULE_WITH_EXAMPLE|SHIFT_DIFFERENTIAL_APPLICATION_TO_OVERTI|UNION_LEAVE_TERMS_TOKEN|ESSENTIAL_PERSONNEL_TIME_TOKEN_ONLY|SHIFT_DIFFERENTIAL_PAY_AMOUNT_AND_SCOPE,provisional_unverified
mix_c783073886a762a6aad81169,cex_26e433d95111114d8b776cbd,doc_c66795543bd00e17aee29dbc,ttd_1bf6628b90aeb9e826fc8a80,sr_d04b42f8bb31101f258c5c63,NSCQ-DE-20260720-0011,DE,Smyrna,TOWN OF SMYRNA,police,cba,qobs_bb631003d77687b4db8ca253|qobs_3f7053226d6aa0e11cc078f9|qobs_07a2b38ff3a40b99dd8a22db|qobs_782b92e322b8c2592a2cc26c|qobs_fed6a696e57961b44eba8a1d,lobs_bb631003d77687b4db8ca253|lobs_3f7053226d6aa0e11cc078f9|lobs_07a2b38ff3a40b99dd8a22db|lobs_782b92e322b8c2592a2cc26c|lobs_fed6a696e57961b44eba8a1d,5,5,medium,OVERTIME_RATE_MULTIPLIER_AND_MINIMUM_HRS|COMP_TIME_ACCRUAL_AND_TOWN_OPTION|MILITARY_LEAVE_PAY_DIFFERENTIAL_DURATION|BEREAVEMENT_PAY_AND_ADMIN_RULES|JURY_DUTY_PAID_LEAVE_FULL_PAY_AND_BENEF,provisional_unverified
mix_42b7e9bf449774958f597ec6,cex_0265647a9dfb1ada78c6c015,doc_1c68791f41fa5c82883168c3,ttd_c827e9b6910e23eaf962a0ce,sr_a2c650a660a27851bfc80165,NSCQ-FL-20260720-0220,FL,Cocoa,CITY OF COCOA,fire,cba,qobs_3182599c90ebc7d9a53ce7a8|qobs_c378eca908a151025bb9b314|qobs_b7a2e315b16c8ad075f45e4e|qobs_deaef29db45f0e484ecf83cb|qobs_571970b1da5de4214cdb6e7f,lobs_3182599c90ebc7d9a53ce7a8|lobs_c378eca908a151025bb9b314|lobs_b7a2e315b16c8ad075f45e4e|lobs_deaef29db45f0e484ecf83cb|lobs_571970b1da5de4214cdb6e7f,5,5,medium,BASE_WAGE_PLAN_AND_INCREASES_FOUND_ON_28|MAX_PAY_GRADE_LUMP_SUM_RULE_FOUND_ON_29|NON_BASE_PARAMEDIC_SOLO_STATUS_INCENTIVE,provisional_unverified
mix_83cc53cc142aeba3b6cea4d3,cex_d56afb42faccde857d6ceaba,doc_d25de88f370697c7e61516d8,ttd_59071f1304f68c0ceb658e8e,sr_d8df8f178d8fcf7c72635f70,NSCQ-FL-20260720-0187,FL,Edgewater,CITY OF EDGEWATER,non_safety,cba,qobs_fe154092e51e21f85dadbbd3|qobs_21a5a79843616d2edbe24023|qobs_d89bfeb09f85ef07bbe7ab8b,lobs_fe154092e51e21f85dadbbd3|lobs_21a5a79843616d2edbe24023|lobs_d89bfeb09f85ef07bbe7ab8b,3,3,medium,ON_CALL_PAGER_MINIMUM_PAY_AND_MULTIPLIER|SUBPOENA_MINIMUM_PAY_ON_DAY_OFF|PARTIALLY_VISIBLE_CALLED_BACK_TO_WORK_HO,provisional_unverified
mix_181b1d54dd32cf2e727e3354,cex_b145311e9977de3808faa0b4,doc_850ab2f4e608a6d3d14bdc7a,ttd_3b19aa870672ae4326b99368,sr_2d62152f8f0b61bcfcd231a3,NSCQ-FL-20260720-0031,FL,Hollywood,CITY OF HOLLYWOOD,non_safety,cba,qobs_12e39c748e2ff93788fd98cd|qobs_f0b2a748748d5120e177f65b|qobs_e0280e92634dd29fba805b81|qobs_a8f52db8a2e84cccddb42f21,lobs_12e39c748e2ff93788fd98cd|lobs_f0b2a748748d5120e177f65b|lobs_e0280e92634dd29fba805b81,4,3,medium,PAGE_14_ARTICLE_11_WAGE_INCREASES_AND_LU|PAGE_15_ARTICLE_11_7_CERT_PAY_ADJ_BASE|PAGE_16_ARTICLE_12_ASSIGNMENT_PAY_INCR,provisional_unverified
mix_bc03f77d5794da326f7ee4d4,cex_199dce975a1cf929f727da38,doc_29ab90590d15a8990d3376e9,ttd_965320bed8f5d7d82e1fceed,sr_e0c2f6c228ae0a4b145d66d5,NSCQ-FL-20260720-0172,FL,Key West,CITY OF KEY WEST,fire,cba,qobs_323971bf7ffcee0473442d36|qobs_dc3837dd4635802924ba26ab|qobs_8c96ca7415ab8eddbabd2d05|qobs_40f0ec88f159f50e91e0afe9|qobs_bea197e9d6356fb382d8b360,lobs_323971bf7ffcee0473442d36|lobs_dc3837dd4635802924ba26ab|lobs_8c96ca7415ab8eddbabd2d05|lobs_40f0ec88f159f50e91e0afe9,5,4,high,EXTRACTED_FROM_PAGES_21_22_23_32,provisional_unverified
mix_d06b3e3be32c02af0d453f16,cex_fb56931c22da3938b1933bd7,doc_32bb781f9af9c616cbb0db95,ttd_cc46cb6cfc741068fca7eca8,sr_b2ae05460c47b9f9f10da3c9,NSCQ-FL-20260720-0173,FL,Key West,CITY OF KEY WEST,non_safety,cba,qobs_482d36b6448e69623975b5c7|qobs_4cde2dfea45419c34800232a|qobs_cd99355afcc1f14584dc29cb|qobs_2b350a9b33a98959015e993d|qobs_c4c366416560b0952be14ba0,lobs_482d36b6448e69623975b5c7|lobs_4cde2dfea45419c34800232a,5,2,medium,A12_5PCT_INCREASE_TOKEN|A12_HIGHER_CLASS_MINIMUM_RATE_TOKEN|A12_NO_REDUCTION_IN_PAY_TOKEN|A12_OUT_OF_CLASS_DURATION_2_DAYS_FISCAL_,provisional_unverified
mix_0f1ced11aebff67b08352eb1,cex_9910ffe374d823ba0403d682,doc_ab42894adf572e6477b7fc75,ttd_4b44a8211bc86b642529ae50,sr_c27e34740861ed318c1bcaed,NSCQ-FL-20260720-0048,FL,Lakeland,CITY OF LAKELAND,non_safety,cba,qobs_0aedd9ce7bcafbaa7c006e87|qobs_a32111d0e07be1a417ac3a00|qobs_d3d77c681e1d95d916fb00ea|qobs_d1f487ed8b6a0e4398a22091|qobs_a7ed5daa06348c7ff796e752,lobs_0aedd9ce7bcafbaa7c006e87|lobs_a32111d0e07be1a417ac3a00,5,2,medium,EXPLICIT_PERCENTAGE_WAGE_TERMS_IN_ART_45|EXPLICIT_MCO_WAGE_PROGRESSION_AMOUNT_IN_|UNIFORM_ALLOWANCE_AMOUNTS_IN_PAGE_2,provisional_unverified
mix_10e701534465b185e752e0e4,cex_20f3408084c077bae95cece2,doc_5eb5f4bc1fb68ccc46fae517,ttd_08360527300bb847307941b2,sr_840cd0d92fa6dcbf08cbcbe7,NSCQ-FL-20260720-0016,FL,Port St. Lucie,CITY OF PORT ST LUCIE,non_safety,cba,qobs_ce1215084999b3d1da2b1fc4|qobs_0d5423a9fc2b1796a80db643|qobs_04b3ffa64f822257031b0416|qobs_f1096b87a59f066a35ea9f18|qobs_beff2a2c8236e3f68fc611e0,lobs_ce1215084999b3d1da2b1fc4|lobs_0d5423a9fc2b1796a80db643|lobs_04b3ffa64f822257031b0416,5,3,medium,WQ1|WQ2|WQ3,provisional_unverified
mix_a9a85256a8221837aecc5029,cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,sr_f74a2db37bf35222c9ce7af1,NSCQ-HI-20260720-0002,HI,Honolulu,CITY AND COUNTY OF HONOLULU,fire,cba,qobs_2af5d3145d0d2a645b13022d|qobs_4acb97a2a833d1e3502a2232|qobs_a59ad25d7e3ca442163e7f81|qobs_4ada1841e5d80992ccbc2deb|qobs_41d1e91abcd594cf31767705,lobs_2af5d3145d0d2a645b13022d|lobs_4acb97a2a833d1e3502a2232|lobs_a59ad25d7e3ca442163e7f81|lobs_4ada1841e5d80992ccbc2deb,5,4,medium,EXHIBIT_E_BU_11_SALARY_SCHEDULE_EFFECT_7|STEP_MOVEMENT_ELIGIBILITY_AND_BANDS_WITH|CREDITABLE_SERVICE_EXCEPTIONS_FOR_STEP|VACATION_ACCRUAL_AND_APPLICATION_RULES,provisional_unverified
