span_extraction_id,source_candidate_id,rating_lane_id,failure_stage,attempt_count,last_status,error_type,error_code,quarantine_reason,raw_prompt_saved,raw_response_saved,global_analysis_readiness
CBSPAN-20260728-4af08874fc3ddd9a65a917ab,B4XPAR-20260727-000477,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3ff24ddcd2ff55e245de3b04,B4XPAR-20260727-006229,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-49af1b40823b386b87830b6e,B4XPAR-20260727-003178,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4c80d842327c01729bee83cb,TS4L-dc450ccd26dc392c0d0d,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-88bb9145588402b1f29921fd,B4XPAR-20260727-004966,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6a9573865cf054e518f96053,TS4L-691a368abb6959831cc7,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3a69e9495b76a313be43e449,B4XPAR-20260727-004993,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-7f0ad19441f9c8d7d08ba99e,B4XPAR-20260727-001463,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-30b7f68e0417553c4db0d2d7,B4XPAR-20260727-006768,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-31cc5716c14869f4efbbfab7,TS4L-8a48a230a08b6eb5ceaf,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-03c0999b016b8493df161920,B4XPAR-20260727-005041,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-ab1cf8f6064517d96ef36803,B4XPAR-20260727-005745,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-b0b2801c6487db29ac45d4c4,B4XPAR-20260727-005759,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-b294a9ddc4d8bd0d9df4b9fb,B4XPAR-20260727-005759,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-e35100e544d46183341b89f5,TS4L-0c812eae69ef40481ff8,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_rating_claim_relevance_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-c66a2b9fe2b3c384352ee6a3,B4XPAR-20260727-005778,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-39a4519e25ce4700436a00c1,B4XPAR-20260727-004067,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8e03d92981fecf3a333deb8e,TS4L-7a37528c336403c86a9b,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6b8f6639cff1b4c4f9c810e7,B4XPAR-20260727-005790,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-990fe95d7d6cbc77f55558ca,B4XPAR-20260727-002722,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e7dae59d77681ce5e75b2480,B4XPAR-20260727-004518,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-985c848cfa0e2e6e9b49ed7b,TS4L-ee544d38e54656892188,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-08c481c448b8fc012ce3beb9,B4XPAR-20260727-005294,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-01732b80ec9e823a6e80ff56,B4XPAR-20260727-001740,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-52970e0be728a989aecb769b,TS4L-cc9ec57e5acc0a0c2041,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4c3ba3642b4d6003d1c88bcc,B4XPAR-20260727-001742,rating_lane_003,coordinator_validation,2,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-467cfd4a6820c1673c4d7cf5,B4XPAR-20260727-001753,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5fd7834cb77d8250efc5fba7,B4XPAR-20260727-001753,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-03a018bcb9119f8062954ad9,TS4L-d2fcd8bffdd515823e40,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8bab553dbd44ec84babe095e,TS4L-d2fcd8bffdd515823e40,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8f856e3146712990daca1df6,B4XPAR-20260727-000065,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6d22899f853435c927d8f3ec,B4XPAR-20260727-000066,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8426941cb620edb07a17b6e9,B4XPAR-20260727-003583,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-4f4dd2ccde175a612687020b,TS4L-924cb09b020a4a7b304b,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-33e5c6052ed3377a4c27a38f,B4XPAR-20260727-001780,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8fb61be7463300b6ec5caf79,TS4L-60933cb8184b3b228744,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-7c0be506341e664023268521,B4XPAR-20260727-000079,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e4581a6f781455d9cce7e109,TS4L-c4d84810a11926c6b14d,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-c7e5cddb53376784c52be12b,B4XPAR-20260727-000089,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-86e8811dc56e43defc33efcc,B4XPAR-20260727-001825,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-494851bf5ccd3f10f0c8a518,B4XPAR-20260727-003660,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-2ad5060dae3a21b3513906e0,B4XPAR-20260727-000164,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-ea58dc30a4d188852adfdf79,B4XPAR-20260727-002821,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-fdbc0c489b41a6914d03994f,B4XPAR-20260727-000541,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-88c4964cbed1648b0bb4d9a0,B4XPAR-20260727-000565,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-dc7fc8cb03d948efed75e3b2,TS4L-82ca3f202d0555914ac8,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-c3716dd9f3782e0faec76f92,TS4L-82ca3f202d0555914ac8,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-c32072440cf29ae14e284541,TS4L-ec887eb3c7e8214c83d0,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-7b5d8968b5a4d290ea74bb33,B4XPAR-20260727-002344,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-50f55e852f63fcc9a5e2ab23,B4XPAR-20260727-000637,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-735c030fd84edcb96f9f9704,B4XPAR-20260727-005909,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-afb041585eef9ff5b2b7995d,B4XPAR-20260727-005911,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-961ccfe3641ce083c90d3faa,B4XPAR-20260727-001883,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-0ab5662611a7a5a8efef0fe3,B4XPAR-20260727-005457,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-11d661c6f3463859d8c9ee62,TS4L-5f79ef547f1e6dcee441,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-c968fa6d6eb3d51dcde2ec72,B4XPAR-20260727-005458,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-2b018bc4586f587acccb1695,B4XPAR-20260727-003696,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4070803a7a598e0df4308ecb,B4XPAR-20260727-001896,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3c65a2fc95351a0389fd10c6,TS4L-b3534203bc13e46e7315,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-a28c2667719f5607b5f372f2,B4XPAR-20260727-003714,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-7b987485c76092b086487632,B4XPAR-20260727-001913,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5fdd75ee31a0b1b6b214ceec,B4XPAR-20260727-005480,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-155432ff186bf2a4d1b52323,B4XPAR-20260727-001921,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-a90cd0cd9c51a7d6f29e1bc7,B4XPAR-20260727-005486,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3b7fec5e673227d20efd18c7,B4XPAR-20260727-005490,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-966d22d5d1f808bb44500a56,TS4L-d9948db43d8a39c32b5d,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-449331c403479609c8db2ffa,B4XPAR-20260727-000228,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-df5c259aee581a84e493384d,TS4L-91e02847bfba5c7093cf,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-af4b0019fb898401319a00bc,B4XPAR-20260727-003754,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-23c23111f8d64e91c11e4309,B4XPAR-20260727-005515,rating_lane_003,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-dcde3d515b026e1812794a2a,B4XPAR-20260727-005520,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5770ebca3f2c24863d1ea062,B4XPAR-20260727-003766,rating_lane_003,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
